Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0001154	rna4888	rna1282
OG0001155	rna4889	rna1284
OG0001156	rna4894	rna1288
OG0001157	rna2256	rna1289
OG0001158	rna2257	rna1291
OG0001159	rna2258	rna1292
OG0001160	rna2064	rna1293
OG0001161	rna2075	rna1295
OG0001162	rna4897	rna1296
OG0001163	rna4898	rna1297
OG0001164	rna4899	rna1298
OG0001165	rna2479	rna1306
OG0001166	rna4904	rna1307
OG0001167	rna4907	rna1310
OG0001168	rna4908	rna1311
OG0001169	rna4909	rna1312
OG0001170	rna4910	rna1313
OG0001171	rna4912	rna1315
OG0001172	rna4913	rna1318
OG0001173	rna4915	rna1320
OG0001174	rna4916	rna1321
OG0001175	rna3058	rna1329
OG0001176	rna3059	rna1330
OG0001177	rna3061	rna1334
OG0001178	rna639	rna1337
OG0001179	rna638	rna1338
OG0001180	rna3066	rna1341
OG0001181	rna1436	rna1342
OG0001182	rna5313	rna1343
OG0001183	rna1434	rna1346
OG0001184	rna5315	rna1347
OG0001185	rna5316	rna1348
OG0001186	rna5346	rna1355
OG0001187	rna5347	rna1356
OG0001188	rna914	rna1357
OG0001189	rna5348	rna1358
OG0001190	rna5350	rna1360
OG0001191	rna81	rna1368
OG0001192	rna80	rna1369
OG0001193	rna235	rna1371
OG0001194	rna924	rna1375
OG0001195	rna2285	rna1381
OG0001196	rna5335	rna1382
OG0001197	rna4134	rna1384
OG0001198	rna4136	rna1386
OG0001199	rna4138	rna1388
OG0001200	rna4140	rna1390
OG0001201	rna5596	rna1393
OG0001202	rna5599	rna1396
OG0001203	rna4146	rna1398
OG0001204	rna618	rna1399
OG0001205	rna436	rna1427
OG0001206	rna2148	rna1428
OG0001207	rna440	rna1435
OG0001208	rna4422	rna1440
OG0001209	rna5403	rna1441
OG0001210	rna5404	rna1443
OG0001211	rna4472	rna1445
OG0001212	rna5406	rna1446
OG0001213	rna4471	rna1447
OG0001214	rna5407	rna1448
OG0001215	rna5408	rna1449
OG0001216	rna4469	rna1451
OG0001217	rna5410	rna1452
OG0001218	rna4467	rna1453
OG0001219	rna5411	rna1454
OG0001220	rna4781	rna1457
OG0001221	rna4784	rna1461
OG0001222	rna4338	rna1462
OG0001223	rna4337	rna1463
OG0001224	rna2776	rna1464
OG0001225	rna5561	rna1466
OG0001226	rna5563	rna1468
OG0001227	rna1351	rna1469
OG0001228	rna1352	rna1470
OG0001229	rna5564	rna1471
OG0001230	rna1355	rna1474
OG0001231	rna1360	rna1481
OG0001232	rna5701	rna1483
OG0001233	rna5697	rna1486
OG0001234	rna5696	rna1488
OG0001235	rna5693	rna1497
OG0001236	rna4706	rna1500
OG0001237	rna5689	rna1506
OG0001238	rna5688	rna1507
OG0001239	rna5686	rna1510
OG0001240	rna5684	rna1511
OG0001241	rna4698	rna1512
OG0001242	rna5683	rna1513
OG0001243	rna1670	rna1520
OG0001244	rna1666	rna1524
OG0001245	rna1663	rna1527
OG0001246	rna1662	rna1528
OG0001247	rna2924	rna1530
OG0001248	rna2927	rna1533
OG0001249	rna2928	rna1534
OG0001250	rna2929	rna1535
OG0001251	rna1659	rna1537
OG0001252	rna1658	rna1539
OG0001253	rna1650	rna1547
OG0001254	rna2942	rna1548
OG0001255	rna2943	rna1554
OG0001256	rna5192	rna1557
OG0001257	rna5190	rna1559
OG0001258	rna669	rna1561
OG0001259	rna5187	rna1564
OG0001260	rna666	rna1567
OG0001261	rna664	rna1570
OG0001262	rna662	rna1572
OG0001263	rna660	rna1574
OG0001264	rna655	rna1581
OG0001265	rna5180	rna1584
OG0001266	rna653	rna1585
OG0001267	rna5179	rna1586
OG0001268	rna2916	rna1588
OG0001269	rna1676	rna1592
OG0001270	rna2917	rna1593
OG0001271	rna5676	rna1603
OG0001272	rna5675	rna1604
OG0001273	rna5920	rna1605
OG0001274	rna5674	rna1606
OG0001275	rna5673	rna1607
OG0001276	rna5671	rna1610
OG0001277	rna5922	rna1614
OG0001278	rna5923	rna1616
OG0001279	rna5668	rna1617
OG0001280	rna5925	rna1621
OG0001281	rna5665	rna1624
OG0001282	rna5664	rna1625
OG0001283	rna1253	rna1631
OG0001284	rna2639	rna1633
OG0001285	rna2638	rna1634
OG0001286	rna1248	rna1638
OG0001288	rna1246	rna1642
OG0001289	rna1245	rna1643
OG0001290	rna1244	rna1644
OG0001291	rna2611	rna1646
OG0001292	rna2613	rna1650
OG0001293	rna1240	rna1651
OG0001294	rna2614	rna1652
OG0001295	rna2615	rna1653
OG0001296	rna2617	rna1655
OG0001297	rna1239	rna1657
OG0001298	rna1238	rna1658
OG0001299	rna1237	rna1659
OG0001300	rna1231	rna1661
OG0001301	rna1232	rna1662
OG0001302	rna3843	rna1667
OG0001303	rna3232	rna1669
OG0001304	rna1228	rna1674
OG0001305	rna2621, rna2620	rna1676
OG0001306	rna5325	rna1678
OG0001307	rna363	rna1681
OG0001308	rna362	rna1682
OG0001309	rna5071	rna1683
OG0001310	rna5070	rna1684
OG0001311	rna5069	rna1686
OG0001312	rna5068	rna1689
OG0001313	rna2847	rna1690
OG0001314	rna2182	rna1698
OG0001315	rna1759	rna1700
OG0001316	rna1026	rna1704
OG0001317	rna1029	rna1708
OG0001318	rna1763	rna1712
OG0001319	rna1033	rna1714
OG0001320	rna2436	rna1726
OG0001321	rna4881	rna1727
OG0001322	rna1445	rna1731
OG0001323	rna1444	rna1732
OG0001324	rna5306	rna1734
OG0001325	rna3604	rna1740
OG0001326	rna4507	rna1741
OG0001327	rna3601	rna1744
OG0001328	rna3598	rna1747
OG0001329	rna3597	rna1748
OG0001330	rna4504	rna1749
OG0001331	rna3596	rna1750
OG0001332	rna4503	rna1751
OG0001333	rna3594	rna1753
OG0001334	rna5282	rna1756
OG0001335	rna27	rna1759
OG0001336	rna5770	rna1760
OG0001337	rna5767	rna1767
OG0001338	rna5048	rna1770
OG0001339	rna5049	rna1772
OG0001340	rna5518	rna1777
OG0001341	rna5055	rna1779
OG0001342	rna5511	rna1785
OG0001343	rna5509	rna1787
OG0001344	rna5059	rna1789
OG0001345	rna5507	rna1790
OG0001346	rna5506	rna1791
OG0001347	rna5064	rna1797
OG0001348	rna5501	rna1800
OG0001349	rna5067	rna1801
OG0001350	rna4799	rna1802
OG0001351	rna4805	rna1810
OG0001352	rna3535	rna1815
OG0001353	rna3534	rna1817
OG0001354	rna4741	rna1818
OG0001355	rna5734	rna1820
OG0001356	rna5359	rna1821
OG0001358	rna300	rna1825
OG0001359	rna1261	rna1827
OG0001360	rna3320	rna1828
OG0001361	rna2645	rna1830
OG0001362	rna1259	rna1831
OG0001363	rna2644	rna1832
OG0001364	rna2643	rna1833
OG0001365	rna1258	rna1834
OG0001366	rna2642	rna1835
OG0001367	rna1256	rna1839
OG0001368	rna1410	rna1842
OG0001369	rna1413	rna1846
OG0001370	rna1177	rna1852
OG0001371	rna1179	rna1854
OG0001372	rna746	rna1855
OG0001373	rna745	rna1857
OG0001374	rna1181	rna1858
OG0001375	rna744	rna1859
OG0001376	rna1182	rna1860
OG0001377	rna1183	rna1861
OG0001378	rna742	rna1866
OG0001379	rna1188	rna1867
OG0001380	rna1189	rna1868
OG0001381	rna1190	rna1869
OG0001382	rna2126	rna1870
OG0001383	rna6182	rna1872
OG0001384	rna6179	rna1878
OG0001385	rna6178	rna1879
OG0001386	rna6174	rna1885
OG0001387	rna357	rna1886
OG0001388	rna355	rna1888
OG0001389	rna6173	rna1889
OG0001390	rna5857	rna1891
OG0001391	rna5859	rna1893
OG0001392	rna5864	rna1898
OG0001393	rna5865	rna1899
OG0001394	rna5867	rna1903
OG0001395	rna4068	rna1907
OG0001396	rna799	rna1908
OG0001397	rna797	rna1911
OG0001398	rna796	rna1912
OG0001399	rna795	rna1913
OG0001400	rna794	rna1914
OG0001402	rna789	rna1922
OG0001403	rna787	rna1923
OG0001404	rna4065	rna1924
OG0001405	rna4064	rna1925
OG0001406	rna2655	rna1932
OG0001407	rna4373	rna1935
OG0001408	rna4371	rna1937
OG0001409	rna2181	rna1940
OG0001410	rna2026	rna1946
OG0001411	rna4161	rna1953
OG0001412	rna2034	rna1959
OG0001413	rna2549	rna1961
OG0001414	rna6110	rna1963
OG0001415	rna1771	rna1967
OG0001416	rna1773	rna1970
OG0001417	rna1774	rna1971
OG0001418	rna1042	rna1973
OG0001419	rna1777	rna1975
OG0001420	rna1778	rna1976
OG0001421	rna1779	rna1977
OG0001422	rna2216	rna1986
OG0001423	rna2215	rna1987
OG0001424	rna2211	rna1991
OG0001425	rna2210	rna1993
OG0001426	rna2209	rna1994
OG0001427	rna4178	rna1997
OG0001428	rna2206	rna1999
OG0001429	rna4175	rna2001
OG0001430	rna4174	rna2002
OG0001431	rna4177	rna2005
OG0001432	rna69	rna2008
OG0001433	rna687	rna2012
OG0001434	rna688	rna2013
OG0001435	rna1122	rna2015
OG0001436	rna5209	rna2020
OG0001437	rna5212	rna2024
OG0001438	rna5215	rna2026
OG0001439	rna3052	rna2065
OG0001440	rna5825	rna2073
OG0001441	rna5823	rna2075
OG0001442	rna5829	rna2086
OG0001443	rna5421	rna2094
OG0001444	rna5417	rna2098
OG0001445	rna5416	rna2102
OG0001446	rna4779	rna2105
OG0001447	rna4777	rna2107
OG0001448	rna4774	rna2113
OG0001449	rna4773	rna2114
OG0001450	rna4767	rna2116
OG0001451	rna4770	rna2119
OG0001452	rna4348	rna2121
OG0001453	rna4346	rna2123
OG0001454	rna4353	rna2128
OG0001455	rna4354	rna2130
OG0001456	rna4763	rna2131
OG0001457	rna6107	rna2134
OG0001458	rna6109	rna2136
OG0001459	rna1007	rna2138
OG0001460	rna1006	rna2139
OG0001461	rna3673	rna2144
OG0001462	rna3178	rna2145
OG0001463	rna3672	rna2146
OG0001464	rna3179	rna2150
OG0001465	rna5702	rna2154
OG0001466	rna5565	rna2155
OG0001467	rna4290	rna2156
OG0001468	rna4289	rna2157
OG0001469	rna4407	rna2158
OG0001470	rna4287	rna2160
OG0001471	rna3457	rna2163
OG0001472	rna3458	rna2164
OG0001473	rna4285	rna2165
OG0001474	rna3459	rna2167
OG0001475	rna3460	rna2169
OG0001476	rna4281	rna2174
OG0001477	rna3462	rna2175
OG0001478	rna4278	rna2179
OG0001479	rna4279	rna2180
OG0001480	rna2135	rna2187
OG0001481	rna2134	rna2188
OG0001482	rna2132	rna2191
OG0001483	rna5892	rna2195
OG0001484	rna256	rna2204
OG0001485	rna896	rna2208
OG0001486	rna2280	rna2211
OG0001487	rna2281	rna2214
OG0001488	rna4158	rna2225
OG0001489	rna4171	rna2228
OG0001490	rna3804	rna2232
OG0001491	rna2224	rna2237
OG0001492	rna3503	rna2242
OG0001493	rna3502	rna2243
OG0001494	rna5163	rna2244
OG0001495	rna4034	rna2255
OG0001496	rna5153	rna2257
OG0001497	rna4035	rna2258
OG0001498	rna580	rna2261
OG0001499	rna5156	rna2262
OG0001500	rna581	rna2263
OG0001501	rna582	rna2264
OG0001502	rna2020	rna2268
OG0001503	rna3890	rna2270
OG0001504	rna1834	rna2271
OG0001505	rna1831	rna2275
OG0001506	rna1828	rna2278
OG0001507	rna3898	rna2285
OG0001508	rna3900	rna2288
OG0001509	rna1822	rna2291
OG0001510	rna3903	rna2292
OG0001511	rna1821	rna2294
OG0001512	rna1819	rna2299
OG0001513	rna3542	rna2303
OG0001514	rna5937	rna2305
OG0001515	rna5936	rna2306
OG0001516	rna5935	rna2307
OG0001517	rna5932	rna2312
OG0001518	rna5661	rna2313
OG0001519	rna1409	rna2314
OG0001520	rna4431	rna2315
OG0001521	rna5782	rna2318
OG0001522	rna3166	rna2319
OG0001523	rna5779	rna2321
OG0001524	rna3188	rna2328
OG0001525	rna3189	rna2329
OG0001526	rna5967	rna2334
OG0001527	rna5966	rna2336
OG0001528	rna5628	rna2338
OG0001529	rna5964	rna2339
OG0001530	rna5629	rna2340
OG0001531	rna5633	rna2344
OG0001532	rna5634	rna2345
OG0001533	rna5640	rna2354
OG0001534	rna5641	rna2356
OG0001535	rna5955	rna2360
OG0001536	rna5648	rna2363
OG0001537	rna5245, rna2822	rna2365, rna4468
OG0001538	rna1860	rna2372
OG0001539	rna1852	rna2380
OG0001540	rna1851	rna2382
OG0001541	rna2722	rna2386
OG0001542	rna4991	rna2387
OG0001543	rna4988	rna2391
OG0001544	rna4983	rna2398
OG0001545	rna2728	rna2399
OG0001546	rna4982	rna2400
OG0001547	rna4979	rna2404
OG0001548	rna4977	rna2406
OG0001549	rna738	rna2407
OG0001550	rna4976	rna2408
OG0001551	rna4974	rna2410
OG0001552	rna4973	rna2411
OG0001553	rna737	rna2412
OG0001554	rna4970	rna2414
OG0001555	rna735	rna2416
OG0001556	rna734	rna2417
OG0001557	rna2777	rna2433
OG0001558	rna4672	rna2434
OG0001559	rna5855	rna2436
OG0001560	rna6172	rna2440
OG0001561	rna352	rna2441
OG0001562	rna351	rna2442
OG0001563	rna349	rna2446
OG0001565	rna4132	rna2451
OG0001566	rna3256	rna2455
OG0001567	rna3237	rna2457
OG0001568	rna3236	rna2459
OG0001569	rna3258	rna2461
OG0001570	rna3234	rna2462
OG0001571	rna3279	rna2468
OG0001572	rna3829	rna2472
OG0001573	rna3266	rna2473
OG0001574	rna3828	rna2475
OG0001575	rna4649	rna2478
OG0001576	rna4650	rna2479
OG0001577	rna842	rna2480
OG0001578	rna841	rna2481
OG0001579	rna840	rna2486
OG0001580	rna4655	rna2487
OG0001581	rna4362	rna2493
OG0001582	rna4363	rna2495
OG0001583	rna4364	rna2496
OG0001584	rna4365	rna2497
OG0001585	rna4367	rna2499
OG0001586	rna4331	rna2503
OG0001587	rna4332	rna2504
OG0001588	rna4312	rna2508
OG0001589	rna1605	rna2509
OG0001590	rna3389	rna2514
OG0001591	rna3388	rna2515
OG0001592	rna1603	rna2516
OG0001593	rna3386	rna2517
OG0001594	rna3385	rna2518
OG0001595	rna1602	rna2519
OG0001596	rna1601	rna2520
OG0001597	rna3384	rna2521
OG0001598	rna3372	rna2523
OG0001599	rna1600	rna2526
OG0001600	rna4480	rna2538
OG0001601	rna4488	rna2546
OG0001602	rna1936	rna2553
OG0001603	rna1935	rna2554
OG0001604	rna1954	rna2556
OG0001605	rna1952	rna2558
OG0001606	rna1934	rna2559
OG0001607	rna1957	rna2560
OG0001608	rna6046	rna2568
OG0001609	rna6047	rna2569
OG0001610	rna6048	rna2571
OG0001611	rna6049	rna2572
OG0001612	rna6050	rna2573
OG0001613	rna6051	rna2574
OG0001614	rna6061	rna2581
OG0001615	rna6062	rna2582
OG0001616	rna6063	rna2583
OG0001617	rna1194	rna2584
OG0001618	rna1191	rna2587
OG0001619	rna6067	rna2589
OG0001620	rna6068	rna2590
OG0001621	rna4055	rna2592
OG0001622	rna4057	rna2594
OG0001623	rna4058	rna2595
OG0001624	rna781	rna2597
OG0001625	rna782	rna2598
OG0001626	rna783	rna2599
OG0001627	rna784	rna2603
OG0001628	rna4680	rna2606
OG0001629	rna5846	rna2615
OG0001630	rna5849	rna2619
OG0001631	rna5851	rna2622
OG0001632	rna2656	rna2627
OG0001633	rna2658	rna2633
OG0001634	rna1276	rna2635
OG0001635	rna1277	rna2637
OG0001636	rna1278	rna2638
OG0001637	rna2661	rna2639
OG0001638	rna2999	rna2646
OG0001639	rna2998	rna2648
OG0001640	rna1582	rna2655
OG0001641	rna1581	rna2656
OG0001642	rna6171	rna2657
OG0001643	rna1580	rna2658
OG0001644	rna1577	rna2662
OG0001645	rna2994	rna2665
OG0001646	rna1574	rna2668
OG0001647	rna2986	rna2679
OG0001648	rna5831	rna2685
OG0001649	rna2982	rna2686
OG0001650	rna5830	rna2687
OG0001651	rna5424	rna2688
OG0001652	rna5380	rna2690
OG0001653	rna6192	rna2700
OG0001654	rna2298	rna2705
OG0001655	rna6196	rna2707
OG0001656	rna2299	rna2708
OG0001657	rna6198	rna2711
OG0001658	rna2302	rna2712
OG0001659	rna2303	rna2713
OG0001660	rna2304	rna2714
OG0001661	rna6199	rna2715
OG0001662	rna2306	rna2720
OG0001663	rna2307	rna2721
OG0001664	rna2308	rna2723
OG0001665	rna2309	rna2724
OG0001666	rna2311	rna2726
OG0001667	rna6204	rna2734
OG0001668	rna476	rna2744
OG0001669	rna3005	rna2746
OG0001670	rna478	rna2747
OG0001671	rna481	rna2753
OG0001672	rna2973	rna2756
OG0001673	rna1909	rna2757
OG0001674	rna1910	rna2758
OG0001675	rna1916	rna2762
OG0001676	rna2971	rna2764
OG0001677	rna2970	rna2765
OG0001678	rna2969	rna2766
OG0001679	rna2968	rna2768
OG0001680	rna2344	rna2769
OG0001681	rna2346	rna2771
OG0001682	rna3953	rna2772
OG0001683	rna3954	rna2773
OG0001684	rna3955	rna2775
OG0001685	rna1093	rna2781
OG0001686	rna1096	rna2786
OG0001687	rna1100	rna2790
OG0001688	rna3964	rna2793
OG0001689	rna1103	rna2795
OG0001690	rna1104	rna2796
OG0001691	rna3967	rna2800
OG0001692	rna1106	rna2803
OG0001693	rna3970	rna2804
OG0001694	rna3971	rna2805
OG0001695	rna1107	rna2807
OG0001696	rna1109	rna2812
OG0001697	rna1110	rna2813
OG0001698	rna3976	rna2814
OG0001699	rna3978	rna2816
OG0001700	rna1113	rna2819
OG0001701	rna1118	rna2821
OG0001702	rna1117	rna2822
OG0001703	rna1120	rna2842
OG0001704	rna1121	rna2843
OG0001705	rna4024	rna2844
OG0001706	rna1126	rna2849
OG0001707	rna1128	rna2851
OG0001708	rna4027	rna2852
OG0001709	rna1130	rna2853
OG0001710	rna4101	rna2857
OG0001711	rna4100	rna2859
OG0001712	rna4099	rna2860
OG0001713	rna1136	rna2863
OG0001714	rna1137	rna2864
OG0001715	rna4098	rna2865
OG0001716	rna4097	rna2866
OG0001717	rna4096	rna2867
OG0001718	rna4095	rna2868
OG0001719	rna1139	rna2869
OG0001720	rna1142	rna2871
OG0001721	rna1144	rna2873
OG0001722	rna4094	rna2874
OG0001723	rna1148	rna2878
OG0001724	rna4955	rna2879
OG0001725	rna4954	rna2880
OG0001726	rna4951	rna2884
OG0001727	rna4946	rna2890
OG0001728	rna4945	rna2891
OG0001729	rna4943	rna2894
OG0001730	rna718	rna2895
OG0001731	rna4940	rna2899
OG0001732	rna716	rna2900
OG0001733	rna4939	rna2901
OG0001734	rna4937	rna2903
OG0001735	rna714	rna2906
OG0001736	rna4935	rna2907
OG0001737	rna4934	rna2908
OG0001738	rna4931	rna2911
OG0001739	rna4929	rna2913
OG0001740	rna4927	rna2914
OG0001741	rna4922	rna2919
OG0001742	rna4919	rna2921
OG0001743	rna712	rna2922
OG0001744	rna4918	rna2923
OG0001745	rna3785	rna2955
OG0001746	rna2533	rna2956
OG0001747	rna3787	rna2958
OG0001748	rna3788	rna2959
OG0001749	rna2534	rna2960
OG0001750	rna3793	rna2965
OG0001751	rna3795	rna2967
OG0001752	rna1755	rna2971
OG0001753	rna1754	rna2973
OG0001755	rna1021	rna2976
OG0001756	rna4237	rna2979
OG0001757	rna4235	rna2982
OG0001758	rna893	rna2985
OG0001759	rna849	rna2989
OG0001760	rna4639	rna2993
OG0001761	rna846	rna2995
OG0001762	rna845	rna2999
OG0001763	rna844	rna3000
OG0001764	rna4644	rna3001
OG0001765	rna4645	rna3002
OG0001766	rna5259	rna3011
OG0001767	rna5260	rna3012
OG0001768	rna5261	rna3013
OG0001769	rna5262	rna3014
OG0001770	rna5263	rna3015
OG0001771	rna5264	rna3016
OG0001772	rna4830	rna3017
OG0001773	rna4831	rna3018
OG0001774	rna5265	rna3022
OG0001775	rna4835	rna3023
OG0001776	rna1326	rna3034
OG0001777	rna5538	rna3035
OG0001778	rna5539	rna3037
OG0001779	rna1330	rna3040
OG0001780	rna5540	rna3041
OG0001781	rna1331	rna3042
OG0001782	rna5544	rna3056
OG0001783	rna1339	rna3057
OG0001784	rna5547	rna3062
OG0001785	rna1343	rna3064
OG0001786	rna1345	rna3066
OG0001787	rna5550	rna3069
OG0001788	rna5554	rna3073
OG0001789	rna5555	rna3074
OG0001790	rna1350	rna3076
OG0001791	rna5560	rna3077
OG0001792	rna2584	rna3080
OG0001793	rna2582	rna3083
OG0001794	rna1420	rna3086
OG0001795	rna1419	rna3087
OG0001796	rna1418	rna3088
OG0001797	rna2579	rna3091
OG0001798	rna1416	rna3092
OG0001799	rna2577	rna3093
OG0001800	rna1415	rna3094
OG0001801	rna2354	rna3098
OG0001802	rna2349	rna3105
OG0001803	rna6240	rna3106
OG0001804	rna1087	rna3113
OG0001805	rna2959	rna3117
OG0001806	rna1627	rna3118
OG0001807	rna2958	rna3119
OG0001808	rna1630	rna3122
OG0001809	rna2953	rna3127
OG0001810	rna1632	rna3128
OG0001811	rna1635	rna3131
OG0001812	rna2951	rna3132
OG0001813	rna1636	rna3134
OG0001814	rna2339	rna3142
OG0001815	rna6271	rna3144
OG0001816	rna6272	rna3145
OG0001817	rna6273	rna3146
OG0001818	rna6275	rna3148
OG0001819	rna6276	rna3149
OG0001820	rna4319	rna3150
OG0001821	rna4252	rna3153
OG0001822	rna879	rna3155
OG0001823	rna881	rna3157
OG0001824	rna4248	rna3159
OG0001825	rna883	rna3161
OG0001826	rna4242	rna3165
OG0001827	rna885	rna3167
OG0001828	rna4241	rna3168
OG0001829	rna4240	rna3169
OG0001830	rna4239	rna3170
OG0001831	rna3369	rna3177
OG0001833	rna3381	rna3188
OG0001834	rna3379	rna3191
OG0001835	rna3357	rna3199
OG0001836	rna3354	rna3202
OG0001837	rna6132	rna3204
OG0001838	rna3352	rna3205
OG0001839	rna6131	rna3206
OG0001840	rna6130	rna3207
OG0001841	rna3350	rna3209
OG0001842	rna3349	rna3210
OG0001843	rna6128	rna3212
OG0001844	rna6127	rna3213
OG0001845	rna6126	rna3214
OG0001846	rna6125	rna3217
OG0001847	rna109	rna3221
OG0001848	rna6123	rna3222
OG0001849	rna111	rna3224
OG0001850	rna6121	rna3226
OG0001851	rna117	rna3230
OG0001852	rna6116	rna3231
OG0001853	rna1716	rna3236
OG0001854	rna121	rna3237
OG0001855	rna124	rna3240
OG0001856	rna125	rna3241
OG0001857	rna127	rna3244
OG0001858	rna1710	rna3246
OG0001859	rna4841	rna3249
OG0001860	rna5273	rna3252
OG0001861	rna4842	rna3253
OG0001862	rna4843	rna3254
OG0001863	rna4845	rna3256
OG0001864	rna4848	rna3259
OG0001865	rna4850	rna3263
OG0001866	rna5277	rna3264
OG0001867	rna4852	rna3266
OG0001868	rna4853	rna3268
OG0001869	rna5281	rna3270
OG0001870	rna3593	rna3271
OG0001871	rna4501	rna3272
OG0001872	rna4499	rna3274
OG0001873	rna4497	rna3275
OG0001874	rna3606	rna3277
OG0001875	rna4496	rna3279
OG0001876	rna5077	rna3283
OG0001877	rna3633	rna3289
OG0001878	rna3033	rna3290
OG0001879	rna3632	rna3291
OG0001880	rna3628	rna3295
OG0001881	rna5132	rna3298
OG0001882	rna2903	rna3300
OG0001883	rna2902	rna3301
OG0001884	rna2900	rna3303
OG0001885	rna5137	rna3305
OG0001886	rna2899	rna3306
OG0001887	rna5138	rna3307
OG0001888	rna5139	rna3308
OG0001889	rna5122	rna3311
OG0001890	rna5116	rna3312
OG0001891	rna2896	rna3314
OG0001892	rna2895	rna3315
OG0001893	rna5126	rna3317
OG0001894	rna2907	rna3318
OG0001895	rna2910	rna3325
OG0001896	rna825	rna3327
OG0001897	rna2051	rna3331
OG0001898	rna828	rna3332
OG0001899	rna2053	rna3334
OG0001900	rna2055	rna3336
OG0001901	rna829	rna3338
OG0001902	rna2056	rna3339
OG0001903	rna830	rna3340
OG0001904	rna835	rna3346
OG0001905	rna1424	rna3349
OG0001906	rna5437	rna3350
OG0001907	rna3836	rna3356
OG0001908	rna3835	rna3357
OG0001909	rna3833	rna3359
OG0001910	rna3269	rna3360
OG0001911	rna3832	rna3364
OG0001912	rna5217	rna3365
OG0001913	rna3268	rna3367
OG0001914	rna2417	rna3371
OG0001915	rna2416	rna3372
OG0001916	rna3275	rna3374
OG0001917	rna3365	rna3380
OG0001918	rna3366	rna3383
OG0001919	rna1750	rna3386
OG0001920	rna1019	rna3388
OG0001921	rna1748	rna3391
OG0001922	rna1016	rna3392
OG0001923	rna1013	rna3395
OG0001924	rna1745	rna3397
OG0001925	rna1743	rna3399
OG0001926	rna190	rna3400
OG0001927	rna191	rna3401
OG0001928	rna192	rna3402
OG0001929	rna197	rna3407
OG0001930	rna2179	rna3411
OG0001931	rna2178	rna3413
OG0001932	rna2365	rna3418
OG0001933	rna2364	rna3419
OG0001934	rna2170	rna3426
OG0001935	rna4762	rna3427
OG0001936	rna4756	rna3436
OG0001937	rna4754	rna3438
OG0001938	rna324	rna3442
OG0001939	rna2604	rna3446
OG0001940	rna2603	rna3447
OG0001941	rna2602	rna3448
OG0001942	rna2601	rna3449
OG0001943	rna2600	rna3450
OG0001944	rna3225	rna3459
OG0001945	rna3501	rna3463
OG0001946	rna604	rna3465
OG0001947	rna3944	rna3470
OG0001948	rna3515	rna3479
OG0001949	rna3517	rna3481
OG0001950	rna184	rna3489
OG0001951	rna306	rna3492
OG0001952	rna1005	rna3493
OG0001953	rna1000	rna3497
OG0001954	rna2647	rna3499
OG0001955	rna2648	rna3501
OG0001956	rna1264	rna3502
OG0001957	rna2649	rna3503
OG0001958	rna2650	rna3504
OG0001959	rna1431	rna3507
OG0001960	rna1959	rna3510
OG0001961	rna3749	rna3511
OG0001962	rna2844	rna3514
OG0001963	rna2845	rna3515
OG0001964	rna2846	rna3516
OG0001965	rna3748	rna3517
OG0001966	rna4864	rna3522
OG0001967	rna4865	rna3523
OG0001968	rna4866	rna3524
OG0001969	rna4869	rna3527
OG0001970	rna4870	rna3528
OG0001971	rna897	rna3529
OG0001972	rna5337	rna3530
OG0001973	rna899	rna3532
OG0001974	rna6114	rna3538
OG0001975	rna1720	rna3543
OG0001976	rna1721	rna3544
OG0001977	rna1722	rna3545
OG0001978	rna3255	rna3546
OG0001979	rna3509	rna3548
OG0001980	rna3508	rna3549
OG0001981	rna3506	rna3551
OG0001982	rna1878	rna3559
OG0001983	rna6094	rna3562
OG0001984	rna1875	rna3566
OG0001985	rna1873	rna3568
OG0001986	rna6088	rna3574
OG0001987	rna1870	rna3575
OG0001988	rna1869	rna3576
OG0001989	rna6087	rna3577
OG0001990	rna3773	rna3579, rna5213
OG0001991	rna2063	rna3588
OG0001992	rna2062	rna3589
OG0001993	rna2061	rna3593
OG0001994	rna3141	rna3597
OG0001995	rna3137	rna3605
OG0001996	rna3135	rna3607
OG0001997	rna3134	rna3609
OG0001998	rna3133	rna3612
OG0001999	rna3132	rna3613
OG0002000	rna3129	rna3616
OG0002001	rna3127	rna3618
OG0002002	rna3706	rna3621
OG0002003	rna2456	rna3634
OG0002004	rna2455	rna3635
OG0002005	rna2453	rna3637
OG0002006	rna2452	rna3638
OG0002007	rna2449	rna3642
OG0002008	rna2732	rna3646
OG0002009	rna2731	rna3647
OG0002010	rna2444	rna3648
OG0002011	rna2441	rna3650
OG0002012	rna2440	rna3651
OG0002013	rna2439	rna3652
OG0002014	rna2435	rna3656
OG0002015	rna2434	rna3657
OG0002016	rna2432	rna3663
OG0002017	rna2431	rna3664
OG0002018	rna2429	rna3668
OG0002019	rna2425	rna3673
OG0002020	rna1280	rna3688
OG0002021	rna1283	rna3693
OG0002022	rna2665	rna3694
OG0002023	rna1284	rna3695
OG0002024	rna2667	rna3697
OG0002025	rna220	rna3698
OG0002026	rna219	rna3699
OG0002027	rna218	rna3700
OG0002028	rna942	rna3701
OG0002029	rna940	rna3708
OG0002030	rna939	rna3709
OG0002031	rna213	rna3710
OG0002032	rna222	rna3713
OG0002033	rna945	rna3714
OG0002034	rna223	rna3716
OG0002035	rna947	rna3717
OG0002036	rna227	rna3721
OG0002037	rna233	rna3725
