Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0000864	rna3739	Spar_11.374
OG0000865	rna3736	Spar_11.371
OG0000866	rna5486	Spar_15.269
OG0000867	rna3316	Spar_10.322
OG0000868	rna1902	Spar_6.133
OG0000869	rna593	Spar_3.76
OG0000870	rna73	Spar_1.79
OG0000871	rna2199	Spar_7.294
OG0000872	rna75	Spar_1.81
OG0000873	rna2757	Spar_8.269
OG0000874	rna2760	Spar_8.272
OG0000875	rna2767	Spar_8.286
OG0000876	rna2483	Spar_7.620
OG0000877	rna2773	Spar_8.294
OG0000878	rna2774	Spar_8.295
OG0000879	rna2775	Spar_8.296
OG0000880	rna4785	Spar_13.485
OG0000881	rna2485	Spar_7.623
OG0000882	rna2486	Spar_7.624
OG0000883	rna4787	Spar_13.488
OG0000884	rna2490	Spar_7.630
OG0000885	rna2491	Spar_7.631
OG0000886	rna2492	Spar_7.633
OG0000887	rna4790	Spar_13.491
OG0000888	rna4791	Spar_13.492
OG0000889	rna4793	Spar_13.494
OG0000890	rna4795	Spar_13.496
OG0000891	rna4797	Spar_13.498
OG0000892	rna4798	Spar_13.499
OG0000893	rna4810	Spar_13.512
OG0000894	rna1790	Spar_5.383
OG0000895	rna1791	Spar_5.384
OG0000896	rna265	Spar_2.194
OG0000897	rna963	Spar_4.311
OG0000898	rna5396	Spar_15.168
OG0000899	rna1883	Spar_6.110
OG0000900	rna5391	Spar_15.163
OG0000901	rna1881	Spar_6.108
OG0000902	rna5389	Spar_15.161
OG0000903	rna5388	Spar_15.160
OG0000904	rna609	Spar_3.100
OG0000905	rna617	Spar_3.117
OG0000906	rna1562	Spar_5.73
OG0000907	rna1561	Spar_5.71
OG0000908	rna627	Spar_3.129
OG0000909	rna1556	Spar_5.66
OG0000910	rna623	Spar_3.124
OG0000911	rna5002	Spar_14.189
OG0000912	rna5000	Spar_14.187
OG0000913	rna5013	Spar_14.198
OG0000914	rna5015	Spar_14.200
OG0000915	rna5016	Spar_14.201
OG0000916	rna5017	Spar_14.202
OG0000917	rna5018	Spar_14.203
OG0000918	rna3273	Spar_10.279
OG0000919	rna2083	Spar_7.159
OG0000920	rna1610	Spar_5.165
OG0000921	rna1380	Spar_4.794
OG0000922	rna1383	Spar_4.797
OG0000923	rna4455	Spar_13.143
OG0000924	rna1384	Spar_4.798
OG0000925	rna1385	Spar_4.800
OG0000926	rna4451	Spar_13.139
OG0000927	rna1386	Spar_4.801
OG0000928	rna4450	Spar_13.138
OG0000929	rna1387	Spar_4.802
OG0000931	rna4444	Spar_13.132
OG0000932	rna1399	Spar_4.817
OG0000933	rna1400	Spar_4.818
OG0000934	rna1403	Spar_4.821
OG0000935	rna4435	Spar_13.123
OG0000936	rna1405	Spar_4.823
OG0000937	rna1406	Spar_4.825
OG0000938	rna1407	Spar_4.826
OG0000939	rna2068	Spar_7.143
OG0000940	rna5875	Spar_16.106
OG0000941	rna5877	Spar_16.108
OG0000942	rna5878	Spar_16.109
OG0000943	rna5879	Spar_16.110
OG0000944	rna2072	Spar_7.147
OG0000945	rna2073	Spar_7.148
OG0000946	rna2074	Spar_7.149
OG0000948	rna5882	Spar_16.113
OG0000949	rna5883	Spar_16.114
OG0000950	rna2138	Spar_7.224
OG0000951	rna5886	Spar_16.117
OG0000952	rna3465	Spar_11.60
OG0000953	rna4277	Spar_12.557
OG0000954	rna3470	Spar_11.65
OG0000955	rna3473	Spar_11.67
OG0000956	rna4272	Spar_12.551
OG0000957	rna3474	Spar_11.68
OG0000958	rna4268	Spar_12.549
OG0000959	rna4267	Spar_12.548
OG0000960	rna868	Spar_4.204
OG0000961	rna4259	Spar_12.538
OG0000962	rna874	Spar_4.209
OG0000963	rna5735	Spar_15.534
OG0000964	rna4257	Spar_12.535
OG0000965	rna4256	Spar_12.534
OG0000966	rna4255	Spar_12.533
OG0000967	rna6278	Spar_16.558
OG0000968	rna6280	Spar_16.560
OG0000969	rna6281	Spar_16.561
OG0000970	rna6284	Spar_16.564
OG0000971	rna6285	Spar_16.565
OG0000972	rna6286	Spar_16.566
OG0000973	rna2792	Spar_8.313
OG0000974	rna3412	Spar_10.429
OG0000975	rna3410	Spar_10.427
OG0000976	rna2789	Spar_8.310
OG0000977	rna3409	Spar_10.426
OG0000978	rna3408	Spar_10.425
OG0000979	rna3406	Spar_10.423
OG0000980	rna2788	Spar_8.309
OG0000981	rna3405	Spar_10.422
OG0000982	rna3404	Spar_10.421
OG0000983	rna3400	Spar_10.417
OG0000984	rna3399	Spar_10.416
OG0000985	rna2781	Spar_8.302
OG0000986	rna2780	Spar_8.301
OG0000987	rna3398	Spar_10.415
OG0000988	rna3028	Spar_9.235
OG0000989	rna3396	Spar_10.413
OG0000991	rna4379	Spar_13.63
OG0000992	rna3392	Spar_10.409
OG0000993	rna4307	Spar_12.591
OG0000994	rna4390	Spar_13.77
OG0000995	rna4391	Spar_13.78
OG0000997	rna4399	Spar_13.87
OG0000998	rna4300	Spar_12.583
OG0000999	rna4401	Spar_13.89
OG0001000	rna4296	Spar_12.579
OG0001001	rna4295	Spar_12.578
OG0001002	rna5566	Spar_15.344
OG0001003	rna1361	Spar_4.759
OG0001004	rna4206	Spar_12.485
OG0001005	rna2245	Spar_7.344
OG0001006	rna2238	Spar_7.338
OG0001007	rna4196	Spar_12.469
OG0001008	rna2233	Spar_7.331
OG0001009	rna4194	Spar_12.467
OG0001010	rna4560	Spar_13.253
OG0001011	rna3455	Spar_11.31
OG0001012	rna3325	Spar_10.336
OG0001013	rna958	Spar_4.301
OG0001014	rna257	Spar_2.181
OG0001015	rna956	Spar_4.299
OG0001016	rna952	Spar_4.293
OG0001017	rna250	Spar_2.176
OG0001018	rna247	Spar_2.172
OG0001019	rna3486	Spar_11.80
OG0001020	rna3488	Spar_11.83
OG0001021	rna3102	Spar_10.80
OG0001022	rna3072	Spar_10.45
OG0001023	rna635	Spar_3.138
OG0001024	rna5312	Spar_15.79
OG0001025	rna1437	Spar_4.855
OG0001026	rna4231	Spar_12.509
OG0001027	rna2272	Spar_7.374
OG0001028	rna2271	Spar_7.373
OG0001029	rna5706	Spar_15.499
OG0001030	rna4719	Spar_13.411
OG0001031	rna4718	Spar_13.410
OG0001032	rna4717	Spar_13.409
OG0001033	rna6149	Spar_16.408
OG0001034	rna6148	Spar_16.407
OG0001035	rna6147	Spar_16.406
OG0001036	rna6144	Spar_16.403
OG0001037	rna4753	Spar_13.452
OG0001038	rna5356	Spar_15.129
OG0001039	rna345	Spar_2.281
OG0001040	rna6167	Spar_16.438
OG0001041	rna6164	Spar_16.435
OG0001042	rna6160	Spar_16.430
OG0001043	rna338	Spar_2.274
OG0001044	rna336	Spar_2.271
OG0001045	rna334	Spar_2.269
OG0001046	rna6155	Spar_16.415
OG0001047	rna333	Spar_2.268
OG0001048	rna6152	Spar_16.412
OG0001049	rna384	Spar_2.324
OG0001050	rna382	Spar_2.322
OG0001051	rna375	Spar_2.315
OG0001052	rna2653	Spar_8.152
OG0001053	rna1271	Spar_4.699
OG0001054	rna4685	Spar_13.393
OG0001055	rna4686	Spar_13.394
OG0001056	rna5839	Spar_16.69
OG0001057	rna5914	Spar_16.149
OG0001058	rna6258	Spar_16.533
OG0001059	rna4314	Spar_12.598
OG0001060	rna6261	Spar_16.537
OG0001061	rna6262	Spar_16.538
OG0001062	rna6264	Spar_16.540
OG0001063	rna6269	Spar_16.549
OG0001064	rna6232	Spar_16.511
OG0001065	rna2336	Spar_7.449
OG0001066	rna6230	Spar_16.509
OG0001067	rna6229	Spar_16.508
OG0001068	rna6227	Spar_16.506
OG0001069	rna6222	Spar_16.500
OG0001070	rna6221	Spar_16.499
OG0001071	rna2329	Spar_7.441
OG0001072	rna6218	Spar_16.496
OG0001073	rna6216	Spar_16.494
OG0001074	rna6215	Spar_16.493
OG0001075	rna6212	Spar_16.490
OG0001076	rna2326	Spar_7.437
OG0001077	rna2325	Spar_7.435
OG0001078	rna2324	Spar_7.434
OG0001079	rna475	Spar_2.428
OG0001080	rna1595	Spar_5.147
OG0001081	rna3004	Spar_9.210
OG0001082	rna1591	Spar_5.142
OG0001083	rna1590	Spar_5.141
OG0001084	rna3003	Spar_9.209
OG0001085	rna5384	Spar_15.156
OG0001086	rna322	Spar_2.256
OG0001087	rna320	Spar_2.254
OG0001089	rna6140	Spar_16.398
OG0001090	rna6139	Spar_16.397
OG0001091	rna6138	Spar_16.396
OG0001092	rna6137	Spar_16.395
OG0001093	rna312	Spar_2.246
OG0001094	rna178	Spar_2.86
OG0001095	rna3518	Spar_11.122
OG0001096	rna4586	Spar_13.282
OG0001097	rna3531	Spar_11.137
OG0001098	rna3532	Spar_11.138
OG0001099	rna4580	Spar_13.276
OG0001100	rna5710	Spar_15.502
OG0001101	rna4722	Spar_13.414
OG0001102	rna4221	Spar_12.500
OG0001103	rna4219	Spar_12.498
OG0001104	rna4217	Spar_12.496
OG0001105	rna3658	Spar_11.281
OG0001106	rna3657	Spar_11.280
OG0001107	rna3654	Spar_11.277
OG0001108	rna3648	Spar_11.272
OG0001109	rna2566	Spar_8.56
OG0001110	rna2564	Spar_8.52
OG0001111	rna3646	Spar_11.270
OG0001112	rna3645	Spar_11.269
OG0001113	rna3560	Spar_11.168
OG0001114	rna2557	Spar_8.45
OG0001115	rna4558	Spar_13.251
OG0001116	rna3327	Spar_10.338
OG0001117	rna3329	Spar_10.340
OG0001118	rna3332	Spar_10.343
OG0001119	rna3335	Spar_10.346
OG0001120	rna3336	Spar_10.347
OG0001121	rna3337	Spar_10.348
OG0001122	rna3338	Spar_10.350
OG0001123	rna3448	Spar_11.24
OG0001124	rna3339	Spar_10.351
OG0001125	rna3445	Spar_11.21
OG0001126	rna3444	Spar_11.20
OG0001127	rna3341	Spar_10.353
OG0001128	rna3342	Spar_10.354
OG0001129	rna3442	Spar_11.19
OG0001130	rna3440	Spar_11.17
OG0001131	rna532, rna643	Spar_3.7, Spar_3.146
OG0001132	rna535	Spar_3.22
OG0001133	rna536	Spar_3.23
OG0001134	rna544	Spar_3.29
OG0001135	rna545	Spar_3.30
OG0001136	rna1479	Spar_4.900
OG0001137	rna1481	Spar_4.902
OG0001138	rna1476	Spar_4.898
OG0001139	rna552	Spar_3.37
OG0001141	rna557	Spar_3.43
OG0001142	rna558	Spar_3.44
OG0001143	rna1460	Spar_4.883
OG0001144	rna4037	Spar_12.287
OG0001145	rna4041	Spar_12.291
OG0001146	rna4044	Spar_12.294
OG0001147	rna4882	Spar_14.66
OG0001148	rna4046	Spar_12.296
OG0001149	rna4885	Spar_14.68
OG0001150	rna647	Spar_3.150
OG0001151	rna4886	Spar_14.69
OG0001152	rna4887	Spar_14.70
OG0001153	rna5569	Spar_15.347
OG0001154	rna4888	Spar_14.71
OG0001155	rna4889	Spar_14.72
OG0001156	rna4894	Spar_14.77
OG0001157	rna2256	Spar_7.358
OG0001158	rna2257	Spar_7.359
OG0001159	rna2258	Spar_7.360
OG0001160	rna2064	Spar_7.139
OG0001161	rna2075	Spar_7.150
OG0001162	rna4897	Spar_14.80
OG0001163	rna4898	Spar_14.81
OG0001164	rna4899	Spar_14.82
OG0001165	rna2479	Spar_7.616
OG0001166	rna4904	Spar_14.87
OG0001167	rna4907	Spar_14.90
OG0001168	rna4908	Spar_14.91
OG0001169	rna4909	Spar_14.92
OG0001170	rna4910	Spar_14.93
OG0001171	rna4912	Spar_14.95
OG0001172	rna4913	Spar_14.96
OG0001173	rna4915	Spar_14.98
OG0001174	rna4916	Spar_14.99
OG0001175	rna3058	Spar_10.29
OG0001176	rna3059	Spar_10.30
OG0001177	rna3061	Spar_10.33
OG0001178	rna639	Spar_3.142
OG0001179	rna638	Spar_3.141
OG0001180	rna3066	Spar_10.39
OG0001181	rna1436	Spar_4.854
OG0001182	rna5313	Spar_15.80
OG0001183	rna1434	Spar_4.852
OG0001184	rna5315	Spar_15.82
OG0001185	rna5316	Spar_15.83
OG0001186	rna5346	Spar_15.115
OG0001187	rna5347	Spar_15.116
OG0001188	rna914	Spar_4.253
OG0001189	rna5348	Spar_15.117
OG0001190	rna5350	Spar_15.119
OG0001191	rna81	Spar_1.86
OG0001192	rna80	Spar_1.85
OG0001193	rna235	Spar_2.158
OG0001194	rna924	Spar_4.263
OG0001195	rna2285	Spar_7.389
OG0001196	rna5335	Spar_15.104
OG0001197	rna4134	Spar_12.397
OG0001198	rna4136	Spar_12.399
OG0001199	rna4138	Spar_12.402
OG0001200	rna4140	Spar_12.404
OG0001201	rna5596	Spar_15.378
OG0001202	rna5599	Spar_15.381
OG0001203	rna4146	Spar_12.409
OG0001204	rna618	Spar_3.118
OG0001205	rna436	Spar_2.389
OG0001206	rna2148	Spar_7.234
OG0001207	rna440	Spar_2.393
OG0001208	rna4422	Spar_13.111
OG0001209	rna5403	Spar_15.177
OG0001210	rna5404	Spar_15.178
OG0001211	rna4472	Spar_13.162
OG0001212	rna5406	Spar_15.180
OG0001213	rna4471	Spar_13.161
OG0001214	rna5407	Spar_15.181
OG0001215	rna5408	Spar_15.182
OG0001216	rna4469	Spar_13.159
OG0001217	rna5410	Spar_15.184
OG0001218	rna4467	Spar_13.157
OG0001219	rna5411	Spar_15.185
OG0001220	rna4781	Spar_13.481
OG0001221	rna4784	Spar_13.484
OG0001222	rna4338	Spar_13.21
OG0001223	rna4337	Spar_13.20
OG0001224	rna2776	Spar_8.297
OG0001225	rna5561	Spar_15.339
OG0001226	rna5563	Spar_15.341
OG0001227	rna1351	Spar_4.749
OG0001228	rna1352	Spar_4.750
OG0001229	rna5564	Spar_15.342
OG0001230	rna1355	Spar_4.753
OG0001231	rna1360	Spar_4.758
OG0001232	rna5701	Spar_15.492
OG0001233	rna5697	Spar_15.488
OG0001234	rna5696	Spar_15.486
OG0001235	rna5693	Spar_15.483
OG0001237	rna5689	Spar_15.481
OG0001238	rna5688	Spar_15.480
OG0001239	rna5686	Spar_15.478
OG0001240	rna5684	Spar_15.477
OG0001241	rna4698	Spar_13.405
OG0001242	rna5683	Spar_15.476
OG0001243	rna1670	Spar_5.239
OG0001244	rna1666	Spar_5.226
OG0001245	rna1663	Spar_5.223
OG0001246	rna1662	Spar_5.222
OG0001247	rna2924	Spar_9.114
OG0001248	rna2927	Spar_9.117
OG0001249	rna2928	Spar_9.118
OG0001250	rna2929	Spar_9.119
OG0001251	rna1659	Spar_5.219
OG0001252	rna1658	Spar_5.217
OG0001253	rna1650	Spar_5.206
OG0001254	rna2942	Spar_9.132
OG0001255	rna2943	Spar_9.133
OG0001256	rna5192	Spar_14.397
OG0001257	rna5190	Spar_14.395
OG0001258	rna669	Spar_3.175
OG0001259	rna5187	Spar_14.392
OG0001260	rna666	Spar_3.172
OG0001261	rna664	Spar_3.167
OG0001262	rna662	Spar_3.165
OG0001263	rna660	Spar_3.162
OG0001264	rna655	Spar_3.157
OG0001265	rna5180	Spar_14.385
OG0001266	rna653	Spar_3.155
OG0001267	rna5179	Spar_14.384
OG0001268	rna2916	Spar_9.105
OG0001269	rna1676	Spar_5.244
OG0001270	rna2917	Spar_9.106
OG0001271	rna5676	Spar_15.467
OG0001272	rna5675	Spar_15.466
OG0001273	rna5920	Spar_16.155
OG0001274	rna5674	Spar_15.465
OG0001275	rna5673	Spar_15.464
OG0001276	rna5671	Spar_15.462
OG0001277	rna5922	Spar_16.157
OG0001278	rna5923	Spar_16.158
OG0001279	rna5668	Spar_15.459
OG0001280	rna5925	Spar_16.160
OG0001281	rna5665	Spar_15.456
OG0001282	rna5664	Spar_15.455
OG0001283	rna1253	Spar_4.682
OG0001284	rna2639	Spar_8.136
OG0001285	rna2638	Spar_8.135
OG0001286	rna1248	Spar_4.677
OG0001288	rna1246	Spar_4.675
OG0001289	rna1245	Spar_4.674
OG0001290	rna1244	Spar_4.673
OG0001291	rna2611	Spar_8.109
OG0001292	rna2613	Spar_8.111
OG0001293	rna1240	Spar_4.669
OG0001294	rna2614	Spar_8.112
OG0001295	rna2615	Spar_8.113
OG0001296	rna2617	Spar_8.115
OG0001297	rna1239	Spar_4.668
OG0001298	rna1238	Spar_4.667
OG0001299	rna1237	Spar_4.665
OG0001300	rna1231	Spar_4.659
OG0001301	rna1232	Spar_4.660
OG0001302	rna3843	Spar_12.89
OG0001303	rna3232	Spar_10.228
OG0001304	rna1228	Spar_4.656
OG0001305	rna2621	Spar_8.119
OG0001305	rna2620	Spar_8.118
OG0001306	rna5325	Spar_15.94
OG0001307	rna363	Spar_2.302
OG0001308	rna362	Spar_2.301
OG0001309	rna5071	Spar_14.258
OG0001310	rna5070	Spar_14.257
OG0001311	rna5069	Spar_14.256
OG0001312	rna5068	Spar_14.255
OG0001313	rna2847	Spar_9.30
OG0001314	rna2182	Spar_7.278
OG0001315	rna1759	Spar_5.349
OG0001316	rna1026	Spar_4.384
OG0001317	rna1029	Spar_4.387
OG0001318	rna1763	Spar_5.353
OG0001319	rna1033	Spar_4.391
OG0001320	rna2436	Spar_7.569
OG0001321	rna4881	Spar_14.65
OG0001322	rna1445	Spar_4.865
OG0001323	rna1444	Spar_4.863
OG0001324	rna5306	Spar_15.74
OG0001325	rna3604	Spar_11.220
OG0001326	rna4507	Spar_13.196
OG0001327	rna3601	Spar_11.217
OG0001328	rna3598	Spar_11.214
OG0001329	rna3597	Spar_11.213
OG0001330	rna4504	Spar_13.192
OG0001331	rna3596	Spar_11.212
OG0001332	rna4503	Spar_13.191
OG0001333	rna3594	Spar_11.210
OG0001334	rna5282	Spar_15.46
OG0001335	rna27	Spar_1.26
OG0001336	rna5770	Spar_15.575
OG0001337	rna5767	Spar_15.572
OG0001338	rna5048	Spar_14.233
OG0001339	rna5049	Spar_14.234
OG0001340	rna5518	Spar_15.309
OG0001341	rna5055	Spar_14.240
OG0001342	rna5511	Spar_15.302
OG0001343	rna5509	Spar_15.300
OG0001344	rna5059	Spar_14.246
OG0001345	rna5507	Spar_15.298
OG0001346	rna5506	Spar_15.297
OG0001347	rna5064	Spar_14.251
OG0001348	rna5501	Spar_15.292
OG0001349	rna5067	Spar_14.254
OG0001350	rna4799	Spar_13.500
OG0001351	rna4805	Spar_13.507
OG0001352	rna3535	Spar_11.142
OG0001353	rna3534	Spar_11.141
OG0001354	rna4741	Spar_13.437
OG0001355	rna5734	Spar_15.533
OG0001356	rna5359	Spar_15.131
OG0001358	rna300	Spar_2.234
OG0001359	rna1261	Spar_4.690
OG0001360	rna3320	Spar_10.328
OG0001361	rna2645	Spar_8.142
OG0001362	rna1259	Spar_4.688
OG0001363	rna2644	Spar_8.141
OG0001364	rna2643	Spar_8.140
OG0001365	rna1258	Spar_4.687
OG0001366	rna2642	Spar_8.139
OG0001367	rna1256	Spar_4.685
OG0001368	rna1410	Spar_4.829
OG0001369	rna1413	Spar_4.832
OG0001370	rna1177	Spar_4.545
OG0001371	rna1179	Spar_4.548
OG0001372	rna746	Spar_4.60
OG0001373	rna745	Spar_4.59
OG0001374	rna1181	Spar_4.550
OG0001375	rna744	Spar_4.58
OG0001376	rna1182	Spar_4.551
OG0001377	rna1183	Spar_4.552
OG0001378	rna742	Spar_4.56
OG0001379	rna1188	Spar_4.557
OG0001380	rna1189	Spar_4.558
OG0001381	rna1190	Spar_4.559
OG0001382	rna2126	Spar_7.212
OG0001383	rna6182	Spar_16.451
OG0001384	rna6179	Spar_16.448
OG0001385	rna6178	Spar_16.447
OG0001386	rna6174	Spar_16.445
OG0001387	rna357	Spar_2.294
OG0001388	rna355	Spar_2.291
OG0001389	rna6173	Spar_16.444
OG0001390	rna5857	Spar_16.88
OG0001391	rna5859	Spar_16.90
OG0001392	rna5864	Spar_16.95
OG0001393	rna5865	Spar_16.96
OG0001394	rna5867	Spar_16.98
OG0001395	rna4068	Spar_12.320
OG0001396	rna799	Spar_4.119
OG0001397	rna797	Spar_4.117
OG0001398	rna796	Spar_4.116
OG0001399	rna795	Spar_4.115
OG0001400	rna794	Spar_4.113
OG0001402	rna789	Spar_4.106
OG0001403	rna787	Spar_4.104
OG0001404	rna4065	Spar_12.317
OG0001405	rna4064	Spar_12.316
OG0001406	rna2655	Spar_8.154
OG0001407	rna4373	Spar_13.56
OG0001408	rna4371	Spar_13.54
OG0001409	rna2181	Spar_7.277
OG0001410	rna2026	Spar_7.98
OG0001411	rna4161	Spar_12.430
OG0001412	rna2034	Spar_7.106
OG0001413	rna2549	Spar_8.38
OG0001414	rna6110	Spar_16.366
OG0001415	rna1771	Spar_5.362
OG0001416	rna1773	Spar_5.364
OG0001417	rna1774	Spar_5.365
OG0001418	rna1042	Spar_4.401
OG0001419	rna1777	Spar_5.368
OG0001420	rna1778	Spar_5.369
OG0001421	rna1779	Spar_5.370
OG0001422	rna2216	Spar_7.311
OG0001423	rna2215	Spar_7.310
OG0001424	rna2211	Spar_7.306
OG0001425	rna2210	Spar_7.305
OG0001426	rna2209	Spar_7.304
OG0001427	rna4178	Spar_12.449
OG0001428	rna2206	Spar_7.301
OG0001429	rna4175	Spar_12.446
OG0001430	rna4174	Spar_12.445
OG0001431	rna4177	Spar_12.448
OG0001432	rna69	Spar_1.75
OG0001433	rna687	Spar_3.195
OG0001434	rna688	Spar_3.196
OG0001435	rna1122	Spar_4.489
OG0001436	rna5209	Spar_14.414
OG0001437	rna5212	Spar_14.416
OG0001438	rna5215	Spar_14.418
OG0001439	rna3052	Spar_10.23
OG0001440	rna5825	Spar_16.46
OG0001441	rna5823	Spar_16.44
OG0001442	rna5829	Spar_16.50
OG0001443	rna5421	Spar_15.198
OG0001444	rna5417	Spar_15.194
OG0001445	rna5416	Spar_15.193
OG0001446	rna4779	Spar_13.477
OG0001447	rna4777	Spar_13.475
OG0001448	rna4774	Spar_13.472
OG0001449	rna4773	Spar_13.471
OG0001450	rna4767	Spar_13.466
OG0001451	rna4770	Spar_13.468
OG0001452	rna4348	Spar_13.31
OG0001453	rna4346	Spar_13.29
OG0001454	rna4353	Spar_13.36
OG0001455	rna4354	Spar_13.37
OG0001456	rna4763	Spar_13.462
OG0001457	rna6107	Spar_16.362
OG0001458	rna6109	Spar_16.365
OG0001459	rna1007	Spar_4.364
OG0001460	rna1006	Spar_4.363
OG0001461	rna3673	Spar_11.300
OG0001462	rna3178	Spar_10.164
OG0001463	rna3672	Spar_11.299
OG0001464	rna3179	Spar_10.165
OG0001465	rna5702	Spar_15.493
OG0001466	rna5565	Spar_15.343
OG0001467	rna4290	Spar_12.572
OG0001468	rna4289	Spar_12.570
OG0001469	rna4407	Spar_13.96
OG0001470	rna4287	Spar_12.568
OG0001471	rna3457	Spar_11.47
OG0001472	rna3458	Spar_11.48
OG0001473	rna4285	Spar_12.566
OG0001474	rna3459	Spar_11.49
OG0001475	rna3460	Spar_11.50
OG0001476	rna4281	Spar_12.562
OG0001477	rna3462	Spar_11.52
OG0001478	rna4278	Spar_12.558
OG0001479	rna4279	Spar_12.559
OG0001480	rna2135	Spar_7.221
OG0001481	rna2134	Spar_7.220
OG0001482	rna2132	Spar_7.218
OG0001483	rna5892	Spar_16.124
OG0001484	rna256	Spar_2.180
OG0001485	rna896	Spar_4.233
OG0001486	rna2280	Spar_7.384
OG0001487	rna2281	Spar_7.385
OG0001488	rna4158	Spar_12.424
OG0001489	rna4171	Spar_12.442
OG0001490	rna3804	Spar_12.50
OG0001491	rna2224	Spar_7.318
OG0001492	rna3503	Spar_11.105
OG0001493	rna3502	Spar_11.104
OG0001494	rna5163	Spar_14.368
OG0001495	rna4034	Spar_12.284
OG0001496	rna5153	Spar_14.357
OG0001497	rna4035	Spar_12.285
OG0001498	rna580	Spar_3.64
OG0001499	rna5156	Spar_14.360
OG0001500	rna581	Spar_3.65
OG0001501	rna582	Spar_3.66
OG0001502	rna2020	Spar_7.91
OG0001503	rna3890	Spar_12.136
OG0001504	rna1834	Spar_6.49
OG0001505	rna1831	Spar_6.46
OG0001506	rna1828	Spar_6.44
OG0001507	rna3898	Spar_12.144
OG0001508	rna3900	Spar_12.146
OG0001509	rna1822	Spar_6.37
OG0001510	rna3903	Spar_12.149
OG0001511	rna1821	Spar_6.36
OG0001512	rna1819	Spar_6.34
OG0001513	rna3542	Spar_11.150
OG0001514	rna5937	Spar_16.172
OG0001515	rna5936	Spar_16.171
OG0001516	rna5935	Spar_16.170
OG0001517	rna5932	Spar_16.167
OG0001518	rna5661	Spar_15.452
OG0001519	rna1409	Spar_4.828
OG0001520	rna4431	Spar_13.118
OG0001521	rna5782	Spar_15.589
OG0001522	rna3166	Spar_10.151
OG0001523	rna5779	Spar_15.586
OG0001524	rna3188	Spar_10.173
OG0001525	rna3189	Spar_10.174
OG0001526	rna5967	Spar_16.200
OG0001527	rna5966	Spar_16.199
OG0001528	rna5628	Spar_15.417
OG0001529	rna5964	Spar_16.197
OG0001530	rna5629	Spar_15.418
OG0001531	rna5633	Spar_15.422
OG0001532	rna5634	Spar_15.423
OG0001533	rna5640	Spar_15.428
OG0001534	rna5641	Spar_15.429
OG0001535	rna5955	Spar_16.188
OG0001536	rna5648	Spar_15.439
OG0001537	rna2822	Spar_9.6
OG0001538	rna1860	Spar_6.83
OG0001539	rna1852	Spar_6.74
OG0001540	rna1851	Spar_6.73
OG0001541	rna2722	Spar_8.233
OG0001542	rna4991	Spar_14.178
OG0001543	rna4988	Spar_14.175
OG0001544	rna4983	Spar_14.170
OG0001545	rna2728	Spar_8.238
OG0001546	rna4982	Spar_14.169
OG0001547	rna4979	Spar_14.164
OG0001548	rna4977	Spar_14.162
OG0001549	rna738	Spar_4.52
OG0001550	rna4976	Spar_14.161
OG0001551	rna4974	Spar_14.158
OG0001552	rna4973	Spar_14.157
OG0001553	rna737	Spar_4.51
OG0001554	rna4970	Spar_14.154
OG0001555	rna735	Spar_4.49
OG0001556	rna734	Spar_4.48
OG0001557	rna2777	Spar_8.298
OG0001558	rna4672	Spar_13.380
OG0001559	rna5855	Spar_16.86
OG0001560	rna6172	Spar_16.443
OG0001561	rna352	Spar_2.288
OG0001562	rna351	Spar_2.287
OG0001563	rna349	Spar_2.285
OG0001565	rna4132	Spar_12.395
OG0001566	rna3256	Spar_10.260
OG0001567	rna3237	Spar_10.233
OG0001568	rna3236	Spar_10.232
OG0001569	rna3258	Spar_10.264
OG0001570	rna3234	Spar_10.230
OG0001571	rna3279	Spar_10.285
OG0001572	rna3829	Spar_12.73
OG0001573	rna3266	Spar_10.272
OG0001574	rna3828	Spar_12.72
OG0001575	rna4649	Spar_13.357
OG0001576	rna4650	Spar_13.358
OG0001577	rna842	Spar_4.176
OG0001578	rna841	Spar_4.175
OG0001579	rna840	Spar_4.174
OG0001580	rna4655	Spar_13.363
OG0001581	rna4362	Spar_13.44
OG0001582	rna4363	Spar_13.45
OG0001583	rna4364	Spar_13.46
OG0001584	rna4365	Spar_13.47
OG0001585	rna4367	Spar_13.49
OG0001586	rna4331	Spar_13.13
OG0001587	rna4332	Spar_13.14
OG0001588	rna4312	Spar_12.596
OG0001589	rna1605	Spar_5.157
OG0001590	rna3389	Spar_10.406
OG0001591	rna3388	Spar_10.405
OG0001592	rna1603	Spar_5.155
OG0001593	rna3386	Spar_10.403
OG0001594	rna3385	Spar_10.402
OG0001595	rna1602	Spar_5.154
OG0001596	rna1601	Spar_5.153
OG0001597	rna3384	Spar_10.401
OG0001598	rna3372	Spar_10.388
OG0001599	rna1600	Spar_5.152
OG0001600	rna4480	Spar_13.173
OG0001601	rna4488	Spar_13.175
OG0001602	rna1936	Spar_6.167
OG0001603	rna1935	Spar_6.166
OG0001604	rna1954	Spar_7.18
OG0001605	rna1952	Spar_7.16
OG0001606	rna1934	Spar_6.165
OG0001607	rna1957	Spar_7.20
OG0001608	rna6046	Spar_16.289
OG0001609	rna6047	Spar_16.290
OG0001610	rna6048	Spar_16.291
OG0001611	rna6049	Spar_16.292
OG0001612	rna6050	Spar_16.293
