Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0000915	rna5016	Skud_14.194
OG0000916	rna5017	Skud_14.195
OG0000917	rna5018	Skud_14.196
OG0000918	rna3273	Skud_10.231
OG0000919	rna2083	Skud_7.152
OG0000920	rna1610	Skud_5.138
OG0000921	rna1380	Skud_4.701
OG0000922	rna1383	Skud_4.704
OG0000923	rna4455	Skud_13.141
OG0000924	rna1384	Skud_4.705
OG0000925	rna1385	Skud_4.706
OG0000926	rna4451	Skud_13.137
OG0000927	rna1386	Skud_4.707
OG0000928	rna4450	Skud_13.136
OG0000929	rna1387	Skud_4.708
OG0000931	rna4444	Skud_13.130
OG0000932	rna1399	Skud_4.724
OG0000933	rna1400	Skud_4.725
OG0000934	rna1403	Skud_4.728
OG0000935	rna4435	Skud_13.121
OG0000936	rna1405	Skud_4.730
OG0000937	rna1406	Skud_4.731
OG0000938	rna1407	Skud_4.732
OG0000939	rna2068	Skud_7.136
OG0000940	rna5875	Skud_16.62
OG0000941	rna5877	Skud_16.64
OG0000942	rna5878	Skud_16.65
OG0000943	rna5879	Skud_16.66
OG0000944	rna2072	Skud_7.141
OG0000945	rna2073	Skud_7.142
OG0000946	rna2074	Skud_7.143
OG0000948	rna5882	Skud_16.69
OG0000949	rna5883	Skud_16.70
OG0000950	rna2138	Skud_7.215
OG0000951	rna5886	Skud_16.73
OG0000952	rna3465	Skud_11.37
OG0000953	rna4277	Skud_12.501
OG0000954	rna3470	Skud_11.42
OG0000955	rna3473	Skud_11.44
OG0000956	rna4272	Skud_12.496
OG0000957	rna3474	Skud_11.45
OG0000958	rna4268	Skud_12.494
OG0000959	rna4267	Skud_12.493
OG0000960	rna868	Skud_4.179
OG0000961	rna4259	Skud_12.485
OG0000962	rna874	Skud_4.184
OG0000963	rna5735	Skud_15.488
OG0000964	rna4257	Skud_12.483
OG0000965	rna4256	Skud_12.482
OG0000966	rna4255	Skud_12.481
OG0000967	rna6278	Skud_16.487
OG0000968	rna6280	Skud_16.489
OG0000969	rna6281	Skud_16.490
OG0000970	rna6284	Skud_16.493
OG0000971	rna6285	Skud_16.494
OG0000972	rna6286	Skud_16.495
OG0000973	rna2792	Skud_8.271
OG0000974	rna3412	Skud_10.368
OG0000975	rna3410	Skud_10.366
OG0000976	rna2789	Skud_8.268
OG0000977	rna3409	Skud_10.365
OG0000978	rna3408	Skud_10.364
OG0000979	rna3406	Skud_10.362
OG0000980	rna2788	Skud_8.267
OG0000981	rna3405	Skud_10.361
OG0000982	rna3404	Skud_10.360
OG0000983	rna3400	Skud_10.356
OG0000984	rna3399	Skud_10.355
OG0000985	rna2781	Skud_8.260
OG0000986	rna2780	Skud_8.259
OG0000987	rna3398	Skud_10.354
OG0000988	rna3028	Skud_9.210
OG0000989	rna3396	Skud_10.352
OG0000991	rna4379	Skud_13.62
OG0000992	rna3392	Skud_10.349
OG0000993	rna4307	Skud_12.540
OG0000994	rna4390	Skud_13.74
OG0000995	rna4391	Skud_13.75
OG0000997	rna4399	Skud_13.83
OG0000998	rna4300	Skud_12.532
OG0000999	rna4401	Skud_13.85
OG0001000	rna4296	Skud_12.527
OG0001001	rna4295	Skud_12.526
OG0001002	rna5566	Skud_15.315
OG0001003	rna1361	Skud_4.677
OG0001004	rna4206	Skud_12.433
OG0001005	rna2245	Skud_7.332
OG0001006	rna2238	Skud_7.326
OG0001007	rna4196	Skud_12.423
OG0001008	rna2233	Skud_7.320
OG0001009	rna4194	Skud_12.421
OG0001010	rna4560	Skud_13.237
OG0001011	rna3455	Skud_11.21
OG0001012	rna3325	Skud_10.282
OG0001013	rna958	Skud_4.271
OG0001014	rna257	Skud_2.151
OG0001015	rna956	Skud_4.269
OG0001016	rna952	Skud_4.264
OG0001017	rna250	Skud_2.146
OG0001018	rna247	Skud_2.143
OG0001019	rna3486	Skud_11.57
OG0001020	rna3488	Skud_11.60
OG0001021	rna3102	Skud_10.61
OG0001022	rna3072	Skud_10.30
OG0001023	rna635	Skud_3.110
OG0001024	rna5312	Skud_15.56
OG0001025	rna1437	Skud_4.761
OG0001026	rna4231	Skud_12.457
OG0001027	rna2272	Skud_7.360
OG0001028	rna2271	Skud_7.359
OG0001029	rna5706	Skud_15.457
OG0001030	rna4719	Skud_13.398
OG0001031	rna4718	Skud_13.397
OG0001032	rna4717	Skud_13.396
OG0001033	rna6149	Skud_16.347
OG0001034	rna6148	Skud_16.346
OG0001035	rna6147	Skud_16.345
OG0001036	rna6144	Skud_16.342
OG0001037	rna4753	Skud_13.430
OG0001038	rna5356	Skud_15.102
OG0001039	rna345	Skud_2.251
OG0001040	rna6167	Skud_16.371
OG0001041	rna6164	Skud_16.367
OG0001042	rna6160	Skud_16.362
OG0001043	rna338	Skud_2.243
OG0001044	rna336	Skud_2.240
OG0001045	rna334	Skud_2.238
OG0001046	rna6155	Skud_16.354
OG0001047	rna333	Skud_2.236
OG0001048	rna6152	Skud_16.351
OG0001049	rna384	Skud_2.291
OG0001050	rna382	Skud_2.289
OG0001051	rna375	Skud_2.282
OG0001052	rna2653	Skud_8.131
OG0001053	rna1271	Skud_4.586
OG0001054	rna4685	Skud_13.364
OG0001055	rna4686	Skud_13.365
OG0001056	rna5839	Skud_16.25
OG0001057	rna5914	Skud_16.102
OG0001058	rna6258	Skud_16.462
OG0001059	rna4314	Skud_12.547
OG0001060	rna6261	Skud_16.465
OG0001061	rna6262	Skud_16.466
OG0001062	rna6264	Skud_16.468
OG0001063	rna6269	Skud_16.478
OG0001064	rna6232	Skud_16.438
OG0001065	rna2336	Skud_7.432
OG0001066	rna6230	Skud_16.436
OG0001067	rna6229	Skud_16.435
OG0001068	rna6227	Skud_16.433
OG0001069	rna6222	Skud_16.427
OG0001070	rna6221	Skud_16.426
OG0001071	rna2329	Skud_7.422
OG0001072	rna6218	Skud_16.423
OG0001073	rna6216	Skud_16.420
OG0001074	rna6215	Skud_16.419
OG0001075	rna6212	Skud_16.416
OG0001076	rna2326	Skud_7.419
OG0001077	rna2325	Skud_7.418
OG0001078	rna2324	Skud_7.417
OG0001079	rna475	Skud_2.383
OG0001080	rna1595	Skud_5.120
OG0001081	rna3004	Skud_9.187
OG0001082	rna1591	Skud_5.117
OG0001083	rna1590	Skud_5.116
OG0001084	rna3003	Skud_9.186
OG0001085	rna5384	Skud_15.129
OG0001086	rna322	Skud_2.225
OG0001087	rna320	Skud_2.223
OG0001089	rna6140	Skud_16.337
OG0001090	rna6139	Skud_16.336
OG0001091	rna6138	Skud_16.335
OG0001092	rna6137	Skud_16.334
OG0001093	rna312	Skud_2.215
OG0001094	rna178	Skud_2.70
OG0001095	rna3518	Skud_11.93
OG0001096	rna4586	Skud_13.264
OG0001097	rna3531	Skud_11.109
OG0001098	rna3532	Skud_11.110
OG0001099	rna4580	Skud_13.259
OG0001100	rna5710	Skud_15.460
OG0001101	rna4722	Skud_13.400
OG0001102	rna4221	Skud_12.447
OG0001103	rna4219	Skud_12.445
OG0001104	rna4217	Skud_12.443
OG0001105	rna3658	Skud_11.232
OG0001106	rna3657	Skud_11.231
OG0001107	rna3654	Skud_11.228
OG0001108	rna3648	Skud_11.223
OG0001109	rna2566	Skud_8.43
OG0001110	rna2564	Skud_8.41
OG0001111	rna3646	Skud_11.221
OG0001112	rna3645	Skud_11.220
OG0001113	rna3560	Skud_11.138
OG0001114	rna2557	Skud_8.36
OG0001115	rna4558	Skud_13.235
OG0001116	rna3327	Skud_10.284
OG0001117	rna3329	Skud_10.286
OG0001118	rna3332	Skud_10.289
OG0001119	rna3335	Skud_10.292
OG0001120	rna3336	Skud_10.293
OG0001121	rna3337	Skud_10.294
OG0001122	rna3338	Skud_10.296
OG0001123	rna3448	Skud_11.14
OG0001124	rna3339	Skud_10.297
OG0001125	rna3445	Skud_11.11
OG0001126	rna3444	Skud_11.10
OG0001127	rna3341	Skud_10.299
OG0001128	rna3342	Skud_10.300
OG0001129	rna3442	Skud_11.9
OG0001130	rna3440	Skud_11.7
OG0001131	rna532, rna643	Skud_3.119
OG0001132	rna535	Skud_3.3
OG0001133	rna536	Skud_3.4
OG0001134	rna544	Skud_3.10
OG0001135	rna545	Skud_3.11
OG0001136	rna1479	Skud_4.803
OG0001137	rna1481	Skud_4.805
OG0001138	rna1476	Skud_4.801
OG0001139	rna552	Skud_3.18
OG0001141	rna557	Skud_3.23
OG0001142	rna558	Skud_3.24
OG0001143	rna1460	Skud_4.786
OG0001144	rna4037	Skud_12.244
OG0001145	rna4041	Skud_12.248
OG0001146	rna4044	Skud_12.251
OG0001147	rna4882	Skud_14.62
OG0001148	rna4046	Skud_12.253
OG0001149	rna4885	Skud_14.64
OG0001150	rna647	Skud_3.123
OG0001151	rna4886	Skud_14.65
OG0001152	rna4887	Skud_14.66
OG0001153	rna5569	Skud_15.318
OG0001154	rna4888	Skud_14.67
OG0001155	rna4889	Skud_14.68
OG0001156	rna4894	Skud_14.72
OG0001157	rna2256	Skud_7.345
OG0001158	rna2257	Skud_7.346
OG0001159	rna2258	Skud_7.347
OG0001160	rna2064	Skud_7.132
OG0001161	rna2075	Skud_7.144
OG0001162	rna4897	Skud_14.75
OG0001163	rna4898	Skud_14.76
OG0001164	rna4899	Skud_14.77
OG0001165	rna2479	Skud_7.588
OG0001166	rna4904	Skud_14.82
OG0001167	rna4907	Skud_14.85
OG0001168	rna4908	Skud_14.86
OG0001169	rna4909	Skud_14.87
OG0001170	rna4910	Skud_14.88
OG0001171	rna4912	Skud_14.90
OG0001172	rna4913	Skud_14.91
OG0001173	rna4915	Skud_14.93
OG0001174	rna4916	Skud_14.94
OG0001175	rna3058	Skud_10.12
OG0001176	rna3059	Skud_10.13
OG0001177	rna3061	Skud_10.15
OG0001178	rna639	Skud_3.115
OG0001179	rna638	Skud_3.114
OG0001180	rna3066	Skud_10.24
OG0001181	rna1436	Skud_4.760
OG0001182	rna5313	Skud_15.57
OG0001183	rna1434	Skud_4.758
OG0001184	rna5315	Skud_15.59
OG0001185	rna5316	Skud_15.60
OG0001186	rna5346	Skud_15.91
OG0001187	rna5347	Skud_15.92
OG0001188	rna914	Skud_4.225
OG0001189	rna5348	Skud_15.93
OG0001190	rna5350	Skud_15.95
OG0001191	rna81	Skud_1.73
OG0001192	rna80	Skud_1.74
OG0001193	rna235	Skud_2.129
OG0001194	rna924	Skud_4.238
OG0001195	rna2285	Skud_7.374
OG0001196	rna5335	Skud_15.79
OG0001197	rna4134	Skud_12.359
OG0001198	rna4136	Skud_12.361
OG0001199	rna4138	Skud_12.364
OG0001200	rna4140	Skud_12.366
OG0001201	rna5596	Skud_15.348
OG0001202	rna5599	Skud_15.351
OG0001203	rna4146	Skud_12.371
OG0001204	rna618	Skud_3.91
OG0001205	rna436	Skud_2.346
OG0001206	rna2148	Skud_7.226
OG0001207	rna440	Skud_2.350
OG0001208	rna4422	Skud_13.105
OG0001209	rna5403	Skud_15.148
OG0001210	rna5404	Skud_15.149
OG0001211	rna4472	Skud_13.158
OG0001212	rna5406	Skud_15.151
OG0001213	rna4471	Skud_13.157
OG0001214	rna5407	Skud_15.152
OG0001215	rna5408	Skud_15.153
OG0001216	rna4469	Skud_13.155
OG0001217	rna5410	Skud_15.155
OG0001218	rna4467	Skud_13.154
OG0001219	rna5411	Skud_15.157
OG0001220	rna4781	Skud_13.457
OG0001221	rna4784	Skud_13.460
OG0001222	rna4338	Skud_13.21
OG0001223	rna4337	Skud_13.20
OG0001224	rna2776	Skud_8.255
OG0001225	rna5561	Skud_15.310
OG0001226	rna5563	Skud_15.312
OG0001227	rna1351	Skud_4.667
OG0001228	rna1352	Skud_4.668
OG0001229	rna5564	Skud_15.313
OG0001230	rna1355	Skud_4.671
OG0001231	rna1360	Skud_4.676
OG0001232	rna5701	Skud_15.450
OG0001233	rna5697	Skud_15.446
OG0001234	rna5696	Skud_15.445
OG0001235	rna5693	Skud_15.442
OG0001236	rna4706	Skud_13.385
OG0001237	rna5689	Skud_15.440
OG0001238	rna5688	Skud_15.439
OG0001239	rna5686	Skud_15.437
OG0001240	rna5684	Skud_15.436
OG0001241	rna4698	Skud_13.377
OG0001242	rna5683	Skud_15.435
OG0001243	rna1670	Skud_5.197
OG0001244	rna1666	Skud_5.193
OG0001245	rna1663	Skud_5.190
OG0001246	rna1662	Skud_5.189
OG0001247	rna2924	Skud_9.104
OG0001248	rna2927	Skud_9.107
OG0001249	rna2928	Skud_9.108
OG0001250	rna2929	Skud_9.109
OG0001251	rna1659	Skud_5.186
OG0001252	rna1658	Skud_5.185
OG0001253	rna1650	Skud_5.176
OG0001254	rna2942	Skud_9.120
OG0001255	rna2943	Skud_9.121
OG0001256	rna5192	Skud_14.365
OG0001257	rna5190	Skud_14.363
OG0001258	rna669	Skud_3.145
OG0001259	rna5187	Skud_14.360
OG0001260	rna666	Skud_3.142
OG0001261	rna664	Skud_3.140
OG0001262	rna662	Skud_3.138
OG0001263	rna660	Skud_3.136
OG0001264	rna655	Skud_3.131
OG0001265	rna5180	Skud_14.353
OG0001266	rna653	Skud_3.129
OG0001267	rna5179	Skud_14.352
OG0001268	rna2916	Skud_9.95
OG0001269	rna1676	Skud_5.201
OG0001270	rna2917	Skud_9.96
OG0001271	rna5676	Skud_15.428
OG0001272	rna5675	Skud_15.427
OG0001273	rna5920	Skud_16.108
OG0001274	rna5674	Skud_15.426
OG0001275	rna5673	Skud_15.425
OG0001276	rna5671	Skud_15.423
OG0001277	rna5922	Skud_16.112
OG0001278	rna5923	Skud_16.113
OG0001279	rna5668	Skud_15.420
OG0001280	rna5925	Skud_16.115
OG0001281	rna5665	Skud_15.417
OG0001282	rna5664	Skud_15.416
OG0001283	rna1253	Skud_4.568
OG0001284	rna2639	Skud_8.116
OG0001285	rna2638	Skud_8.115
OG0001286	rna1248	Skud_4.563
OG0001288	rna1246	Skud_4.561
OG0001289	rna1245	Skud_4.560
OG0001290	rna1244	Skud_4.559
OG0001291	rna2611	Skud_8.93
OG0001292	rna2613	Skud_8.95
OG0001293	rna1240	Skud_4.555
OG0001294	rna2614	Skud_8.96
OG0001295	rna2615	Skud_8.97
OG0001296	rna2617	Skud_8.99
OG0001297	rna1239	Skud_4.554
OG0001298	rna1238	Skud_4.553
OG0001299	rna1237	Skud_4.552
OG0001300	rna1231	Skud_4.546
OG0001301	rna1232	Skud_4.547
OG0001302	rna3843	Skud_12.83
OG0001303	rna3232	Skud_10.187
OG0001304	rna1228	Skud_4.543
OG0001305	rna2621, rna2620	Skud_8.102
OG0001306	rna5325	Skud_15.69
OG0001307	rna363	Skud_2.270
OG0001308	rna362	Skud_2.269
OG0001309	rna5071	Skud_14.249
OG0001310	rna5070	Skud_14.248
OG0001311	rna5069	Skud_14.247
OG0001312	rna5068	Skud_14.246
OG0001313	rna2847	Skud_9.26
OG0001314	rna2182	Skud_7.265
OG0001315	rna1759	Skud_5.294
OG0001316	rna1026	Skud_4.335
OG0001317	rna1029	Skud_4.338
OG0001318	rna1763	Skud_5.298
OG0001319	rna1033	Skud_4.342
OG0001320	rna2436	Skud_7.548
OG0001321	rna4881	Skud_14.61
OG0001322	rna1445	Skud_4.770
OG0001323	rna1444	Skud_4.769
OG0001324	rna5306	Skud_15.52
OG0001325	rna3604	Skud_11.180
OG0001326	rna4507	Skud_13.188
OG0001327	rna3601	Skud_11.177
OG0001328	rna3598	Skud_11.174
OG0001329	rna3597	Skud_11.173
OG0001330	rna4504	Skud_13.184
OG0001331	rna3596	Skud_11.172
OG0001332	rna4503	Skud_13.183
OG0001333	rna3594	Skud_11.170
OG0001334	rna5282	Skud_15.29
OG0001335	rna27	Skud_1.19
OG0001336	rna5770	Skud_15.524
OG0001337	rna5767	Skud_15.521
OG0001338	rna5048	Skud_14.227
OG0001339	rna5049	Skud_14.228
OG0001340	rna5518	Skud_15.267
OG0001341	rna5055	Skud_14.233
OG0001342	rna5511	Skud_15.260
OG0001344	rna5059	Skud_14.237
OG0001345	rna5507	Skud_15.255
OG0001346	rna5506	Skud_15.254
OG0001347	rna5064	Skud_14.242
OG0001348	rna5501	Skud_15.249
OG0001349	rna5067	Skud_14.245
OG0001350	rna4799	Skud_13.476
OG0001351	rna4805	Skud_13.482
OG0001352	rna3535	Skud_11.113
OG0001353	rna3534	Skud_11.112
OG0001354	rna4741	Skud_13.419
OG0001355	rna5734	Skud_15.487
OG0001356	rna5359	Skud_15.105
OG0001358	rna300	Skud_2.203
OG0001359	rna1261	Skud_4.576
OG0001360	rna3320	Skud_10.276
OG0001361	rna2645	Skud_8.122
OG0001362	rna1259	Skud_4.574
OG0001363	rna2644	Skud_8.121
OG0001364	rna2643	Skud_8.120
OG0001365	rna1258	Skud_4.573
OG0001366	rna2642	Skud_8.119
OG0001367	rna1256	Skud_4.571
OG0001368	rna1410	Skud_4.735
OG0001369	rna1413	Skud_4.738
OG0001370	rna1177	Skud_4.492
OG0001371	rna1179	Skud_4.494
OG0001372	rna746	Skud_4.52
OG0001373	rna745	Skud_4.51
OG0001374	rna1181	Skud_4.496
OG0001375	rna744	Skud_4.50
OG0001376	rna1182	Skud_4.497
OG0001377	rna1183	Skud_4.498
OG0001378	rna742	Skud_4.47
OG0001379	rna1188	Skud_4.505
OG0001380	rna1189	Skud_4.506
OG0001381	rna1190	Skud_4.507
OG0001382	rna2126	Skud_7.204
OG0001383	rna6182	Skud_16.383
OG0001384	rna6179	Skud_16.380
OG0001385	rna6178	Skud_16.379
OG0001386	rna6174	Skud_16.378
OG0001387	rna357	Skud_2.264
OG0001388	rna355	Skud_2.261
OG0001389	rna6173	Skud_16.377
OG0001390	rna5857	Skud_16.43
OG0001391	rna5859	Skud_16.45
OG0001392	rna5864	Skud_16.50
OG0001393	rna5865	Skud_16.51
OG0001394	rna5867	Skud_16.53
OG0001395	rna4068	Skud_12.276
OG0001396	rna799	Skud_4.108
OG0001397	rna797	Skud_4.106
OG0001398	rna796	Skud_4.105
OG0001399	rna795	Skud_4.104
OG0001400	rna794	Skud_4.102
OG0001402	rna789	Skud_4.97
OG0001403	rna787	Skud_4.96
OG0001404	rna4065	Skud_12.273
OG0001405	rna4064	Skud_12.272
OG0001406	rna2655	Skud_8.133
OG0001407	rna4373	Skud_13.56
OG0001408	rna4371	Skud_13.54
OG0001409	rna2181	Skud_7.264
OG0001410	rna2026	Skud_7.91
OG0001411	rna4161	Skud_12.388
OG0001412	rna2034	Skud_7.100
OG0001413	rna2549	Skud_8.29
OG0001414	rna6110	Skud_16.304
OG0001415	rna1771	Skud_5.304
OG0001416	rna1773	Skud_5.306
OG0001417	rna1774	Skud_5.307
OG0001418	rna1042	Skud_4.355
OG0001419	rna1777	Skud_5.310
OG0001420	rna1778	Skud_5.311
OG0001421	rna1779	Skud_5.312
OG0001422	rna2216	Skud_7.298
OG0001423	rna2215	Skud_7.297
OG0001424	rna2211	Skud_7.293
OG0001425	rna2210	Skud_7.292
OG0001426	rna2209	Skud_7.291
OG0001427	rna4178	Skud_12.406
OG0001428	rna2206	Skud_7.288
OG0001429	rna4175	Skud_12.403
OG0001430	rna4174	Skud_12.402
OG0001431	rna4177	Skud_12.405
OG0001432	rna69	Skud_1.60
OG0001433	rna687	Skud_3.166
OG0001434	rna688	Skud_3.167
OG0001435	rna1122	Skud_4.441
OG0001436	rna5209	Skud_14.382
OG0001437	rna5212	Skud_14.384
OG0001438	rna5215	Skud_14.386
OG0001439	rna3052	Skud_10.6
OG0001440	rna5825	Skud_16.11
OG0001441	rna5823	Skud_16.9
OG0001442	rna5829	Skud_16.16
OG0001443	rna5421	Skud_15.167
OG0001444	rna5417	Skud_15.163
OG0001445	rna5416	Skud_15.162
OG0001446	rna4779	Skud_13.455
OG0001447	rna4777	Skud_13.453
OG0001448	rna4774	Skud_13.450
OG0001449	rna4773	Skud_13.449
OG0001450	rna4767	Skud_13.444
OG0001451	rna4770	Skud_13.446
OG0001452	rna4348	Skud_13.31
OG0001453	rna4346	Skud_13.29
OG0001454	rna4353	Skud_13.36
OG0001455	rna4354	Skud_13.37
OG0001456	rna4763	Skud_13.440
OG0001457	rna6107	Skud_16.301
OG0001458	rna6109	Skud_16.303
OG0001459	rna1007	Skud_4.317
OG0001460	rna1006	Skud_4.316
OG0001461	rna3673	Skud_11.250
OG0001462	rna3178	Skud_10.132
OG0001463	rna3672	Skud_11.249
OG0001464	rna3179	Skud_10.133
OG0001465	rna5702	Skud_15.451
OG0001466	rna5565	Skud_15.314
OG0001467	rna4290	Skud_12.521
OG0001468	rna4289	Skud_12.520
OG0001469	rna4407	Skud_13.91
OG0001470	rna4287	Skud_12.517
OG0001471	rna3457	Skud_11.29
OG0001472	rna3458	Skud_11.30
OG0001473	rna4285	Skud_12.510
OG0001474	rna3459	Skud_11.31
OG0001475	rna3460	Skud_11.32
OG0001476	rna4281	Skud_12.506
OG0001477	rna3462	Skud_11.34
OG0001478	rna4278	Skud_12.502
OG0001479	rna4279	Skud_12.503
OG0001480	rna2135	Skud_7.212
OG0001481	rna2134	Skud_7.211
OG0001482	rna2132	Skud_7.208
OG0001483	rna5892	Skud_16.80
OG0001484	rna256	Skud_2.150
OG0001485	rna896	Skud_4.207
OG0001486	rna2280	Skud_7.369
OG0001487	rna2281	Skud_7.370
OG0001488	rna4158	Skud_12.384
OG0001489	rna4171	Skud_12.399
OG0001490	rna3804	Skud_12.45
OG0001491	rna2224	Skud_7.305
OG0001492	rna3503	Skud_11.78
OG0001493	rna3502	Skud_11.77
OG0001494	rna5163	Skud_14.335
OG0001495	rna4034	Skud_12.240
OG0001496	rna5153	Skud_14.321
OG0001497	rna4035	Skud_12.241
OG0001498	rna580	Skud_3.44
OG0001499	rna5156	Skud_14.324
OG0001500	rna581	Skud_3.45
OG0001501	rna582	Skud_3.46
OG0001502	rna2020	Skud_7.85
OG0001503	rna3890	Skud_12.126
OG0001504	rna1834	Skud_6.37
OG0001505	rna1831	Skud_6.34
OG0001506	rna1828	Skud_6.32
OG0001507	rna3898	Skud_12.134
OG0001508	rna3900	Skud_12.136
OG0001509	rna1822	Skud_6.25
OG0001510	rna3903	Skud_12.139
OG0001511	rna1821	Skud_6.24
OG0001512	rna1819	Skud_6.22
OG0001513	rna3542	Skud_11.121
OG0001514	rna5937	Skud_16.127
OG0001515	rna5936	Skud_16.126
OG0001516	rna5935	Skud_16.125
OG0001517	rna5932	Skud_16.122
OG0001518	rna5661	Skud_15.413
OG0001519	rna1409	Skud_4.734
OG0001520	rna4431	Skud_13.116
OG0001521	rna5782	Skud_15.537
OG0001522	rna3166	Skud_10.120
OG0001523	rna5779	Skud_15.534
OG0001524	rna3188	Skud_10.168
OG0001525	rna3189	Skud_10.167
OG0001526	rna5967	Skud_16.155
OG0001527	rna5966	Skud_16.154
OG0001528	rna5628	Skud_15.378
OG0001529	rna5964	Skud_16.152
OG0001530	rna5629	Skud_15.379
OG0001531	rna5633	Skud_15.383
OG0001532	rna5634	Skud_15.384
OG0001533	rna5640	Skud_15.389
OG0001534	rna5641	Skud_15.390
OG0001535	rna5955	Skud_16.143
OG0001536	rna5648	Skud_15.398
OG0001537	rna2822	Skud_9.3
OG0001538	rna1860	Skud_6.64
OG0001539	rna1852	Skud_6.56
OG0001540	rna1851	Skud_6.55
OG0001541	rna2722	Skud_8.202
OG0001542	rna4991	Skud_14.172
OG0001543	rna4988	Skud_14.168
OG0001544	rna4983	Skud_14.163
OG0001545	rna2728	Skud_8.207
OG0001546	rna4982	Skud_14.162
OG0001547	rna4979	Skud_14.159
OG0001548	rna4977	Skud_14.157
OG0001549	rna738	Skud_4.41
OG0001550	rna4976	Skud_14.156
OG0001551	rna4974	Skud_14.153
OG0001552	rna4973	Skud_14.152
OG0001553	rna737	Skud_4.40
OG0001554	rna4970	Skud_14.149
OG0001555	rna735	Skud_4.38
OG0001556	rna734	Skud_4.37
OG0001557	rna2777	Skud_8.256
OG0001558	rna4672	Skud_13.351
OG0001559	rna5855	Skud_16.41
OG0001560	rna6172	Skud_16.376
OG0001561	rna352	Skud_2.258
OG0001562	rna351	Skud_2.257
OG0001563	rna349	Skud_2.255
OG0001565	rna4132	Skud_12.357
OG0001566	rna3256	Skud_10.211
OG0001567	rna3237	Skud_10.192
OG0001568	rna3236	Skud_10.191
OG0001569	rna3258	Skud_10.216
OG0001570	rna3234	Skud_10.189
OG0001571	rna3279	Skud_10.237
OG0001572	rna3829	Skud_12.68
OG0001573	rna3266	Skud_10.224
OG0001574	rna3828	Skud_12.67
OG0001575	rna4649	Skud_13.330
OG0001576	rna4650	Skud_13.331
OG0001577	rna842	Skud_4.151
OG0001578	rna841	Skud_4.150
OG0001579	rna840	Skud_4.148
OG0001580	rna4655	Skud_13.336
OG0001581	rna4362	Skud_13.44
OG0001582	rna4363	Skud_13.45
OG0001583	rna4364	Skud_13.46
OG0001584	rna4365	Skud_13.47
OG0001585	rna4367	Skud_13.50
OG0001586	rna4331	Skud_13.12
OG0001587	rna4332	Skud_13.13
OG0001588	rna4312	Skud_12.545
OG0001589	rna1605	Skud_5.130
OG0001590	rna3389	Skud_10.346
OG0001591	rna3388	Skud_10.345
OG0001592	rna1603	Skud_5.128
OG0001593	rna3386	Skud_10.343
OG0001594	rna3385	Skud_10.342
OG0001595	rna1602	Skud_5.127
OG0001596	rna1601	Skud_5.126
OG0001597	rna3384	Skud_10.341
OG0001598	rna3372	Skud_10.328
OG0001599	rna1600	Skud_5.125
OG0001600	rna4480	Skud_13.166
OG0001601	rna4488	Skud_13.168
OG0001602	rna1936	Skud_6.143
OG0001603	rna1935	Skud_6.142
OG0001604	rna1954	Skud_7.17
OG0001605	rna1952	Skud_7.15
OG0001606	rna1934	Skud_6.141
OG0001607	rna1957	Skud_7.19
OG0001608	rna6046	Skud_16.236
OG0001609	rna6047	Skud_16.237
OG0001610	rna6048	Skud_16.238
OG0001611	rna6049	Skud_16.239
OG0001612	rna6050	Skud_16.240
OG0001613	rna6051	Skud_16.241
OG0001614	rna6061	Skud_16.252
OG0001615	rna6062	Skud_16.253
OG0001616	rna6063	Skud_16.254
OG0001617	rna1194	Skud_4.510
OG0001618	rna1191	Skud_4.508
OG0001619	rna6067	Skud_16.259
OG0001620	rna6068	Skud_16.260
OG0001621	rna4055	Skud_12.262
OG0001622	rna4057	Skud_12.264
OG0001623	rna4058	Skud_12.265
OG0001624	rna781	Skud_4.90
OG0001625	rna782	Skud_4.91
OG0001626	rna783	Skud_4.92
OG0001627	rna784	Skud_4.93
OG0001628	rna4680	Skud_13.360
OG0001629	rna5846	Skud_16.32
OG0001630	rna5849	Skud_16.35
OG0001631	rna5851	Skud_16.37
OG0001632	rna2656	Skud_8.134
OG0001633	rna2658	Skud_8.136
OG0001634	rna1276	Skud_4.591
OG0001635	rna1277	Skud_4.592
OG0001636	rna1278	Skud_4.593
OG0001637	rna2661	Skud_8.139
OG0001638	rna2999	Skud_9.182
OG0001639	rna2998	Skud_9.181
OG0001640	rna1582	Skud_5.106
OG0001641	rna1581	Skud_5.105
OG0001642	rna6171	Skud_16.375
OG0001643	rna1580	Skud_5.104
OG0001644	rna1577	Skud_5.101
OG0001645	rna2994	Skud_9.177
OG0001646	rna1574	Skud_5.98
OG0001647	rna2986	Skud_9.169
OG0001648	rna5831	Skud_16.19
OG0001649	rna2982	Skud_9.162
OG0001650	rna5830	Skud_16.18
OG0001651	rna5424	Skud_15.170
OG0001652	rna5380	Skud_15.125
OG0001653	rna6192	Skud_16.393
OG0001654	rna2298	Skud_7.389
OG0001655	rna6196	Skud_16.397
OG0001656	rna2299	Skud_7.390
OG0001657	rna6198	Skud_16.399
OG0001658	rna2302	Skud_7.393
OG0001659	rna2303	Skud_7.394
OG0001660	rna2304	Skud_7.395
OG0001661	rna6199	Skud_16.400
OG0001662	rna2306	Skud_7.397
OG0001663	rna2307	Skud_7.398
OG0001664	rna2308	Skud_7.399
