Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0013836	TCONS_novel_00000259_1-frame_3										
OG0013837	TCONS_novel_00000260_1-frame_3										
OG0013838	TCONS_novel_00000260_2-frame_3										
OG0013839	TCONS_novel_00000260_3-frame_3										
OG0013840	TCONS_novel_00000349_1-frame_3										
OG0013841	TCONS_novel_00000349_2-frame_3										
OG0013842	TCONS_novel_00000261_1-frame_3										
OG0013843	TCONS_novel_00000261_2-frame_3										
OG0013844	TCONS_novel_00000261_3-frame_3										
OG0013845	TCONS_novel_00000261_4-frame_3										
OG0013846	TCONS_novel_00000261_5-frame_3										
OG0013847	TCONS_novel_00000262_1-frame_3										
OG0013848	TCONS_novel_00000262_2-frame_3										
OG0013849	TCONS_novel_00000262_3-frame_3										
OG0013850	TCONS_novel_00000262_4-frame_3										
OG0013851	TCONS_novel_00000262_5-frame_3										
OG0013852	TCONS_novel_00000263_1-frame_3										
OG0013853	TCONS_novel_00000350_1-frame_3										
OG0013854	TCONS_novel_00000350_2-frame_3										
OG0013855	TCONS_novel_00000265_1-frame_3										
OG0013856	TCONS_novel_00000265_2-frame_3										
OG0013857	TCONS_novel_00000351_1-frame_3										
OG0013858	TCONS_novel_00000352_1-frame_3										
OG0013859	TCONS_novel_00000353_1-frame_3										
OG0013860	TCONS_novel_00000353_2-frame_3										
OG0013861	TCONS_novel_00000353_3-frame_3										
OG0013862	TCONS_novel_00000353_4-frame_3										
OG0013863	TCONS_novel_00000353_5-frame_3										
OG0013864	TCONS_novel_00000353_6-frame_3										
OG0013865	TCONS_novel_00000266_1-frame_3										
OG0013866	TCONS_novel_00000354_1-frame_3										
OG0013867	TCONS_novel_00000354_2-frame_3										
OG0013868	TCONS_novel_00000354_3-frame_3										
OG0013869	TCONS_novel_00000354_4-frame_3										
OG0013870	TCONS_novel_00000354_5-frame_3										
OG0013871	TCONS_novel_00000354_6-frame_3										
OG0013872	TCONS_novel_00000267_1-frame_3										
OG0013873	TCONS_novel_00000267_2-frame_3										
OG0013874	TCONS_novel_00000267_3-frame_3										
OG0013875	TCONS_novel_00000267_4-frame_3										
OG0013876	TCONS_novel_00000267_5-frame_3										
OG0013877	TCONS_novel_00000267_6-frame_3										
OG0013878	TCONS_novel_00000267_7-frame_3										
OG0013879	TCONS_novel_00000267_8-frame_3										
OG0013880	TCONS_novel_00000268_1-frame_3										
OG0013881	TCONS_novel_00000355_1-frame_3										
OG0013882	TCONS_novel_00000355_2-frame_3										
OG0013883	TCONS_novel_00000355_3-frame_3										
OG0013884	TCONS_novel_00000355_4-frame_3										
OG0013885	TCONS_novel_00000356_1-frame_3										
OG0013886	TCONS_novel_00000356_2-frame_3										
OG0013887	TCONS_novel_00000356_3-frame_3										
OG0013888	TCONS_novel_00000356_4-frame_3										
OG0013889	TCONS_novel_00000356_5-frame_3										
OG0013890	TCONS_novel_00000357_1-frame_3										
OG0013891	TCONS_novel_00000357_2-frame_3										
OG0013892	TCONS_novel_00000357_3-frame_3										
OG0013893	TCONS_novel_00000357_4-frame_3										
OG0013894	TCONS_novel_00000357_5-frame_3										
OG0013895	TCONS_novel_00000269_1-frame_3										
OG0013896	TCONS_novel_00000358_1-frame_3										
OG0013897	TCONS_novel_00000358_2-frame_3										
OG0013898	TCONS_novel_00000359_1-frame_3										
OG0013899	TCONS_novel_00000359_2-frame_3										
OG0013900	TCONS_novel_00000360_1-frame_3										
OG0013901	TCONS_novel_00000360_2-frame_3										
OG0013902	TCONS_novel_00000360_3-frame_3										
OG0013903	TCONS_novel_00000360_4-frame_3										
OG0013904	TCONS_novel_00000360_5-frame_3										
OG0013905	TCONS_novel_00000360_6-frame_3										
OG0013906	TCONS_novel_00000360_7-frame_3										
OG0013907	TCONS_novel_00000360_8-frame_3										
OG0013908	TCONS_novel_00000270_1-frame_3										
OG0013909	TCONS_novel_00000270_2-frame_3										
OG0013910	TCONS_novel_00000270_3-frame_3										
OG0013911	TCONS_novel_00000361_1-frame_3										
OG0013912	TCONS_novel_00000361_2-frame_3										
OG0013913	TCONS_novel_00000361_3-frame_3										
OG0013914	TCONS_novel_00000362_1-frame_3										
OG0013915	TCONS_novel_00000363_1-frame_3										
OG0013916	TCONS_novel_00000363_2-frame_3										
OG0013917	TCONS_novel_00000363_3-frame_3										
OG0013918	TCONS_novel_00000363_4-frame_3										
OG0013919	TCONS_novel_00000271_1-frame_3										
OG0013920	TCONS_novel_00000271_2-frame_3										
OG0013921	TCONS_novel_00000271_3-frame_3										
OG0013922	TCONS_novel_00000271_4-frame_3										
OG0013923	TCONS_novel_00000272_1-frame_3										
OG0013924	TCONS_novel_00000272_2-frame_3										
OG0013925	TCONS_novel_00000272_3-frame_3										
OG0013926	TCONS_novel_00000273_1-frame_3										
OG0013927	TCONS_novel_00000274_1-frame_3										
OG0013928	TCONS_novel_00000275_1-frame_3										
OG0013929	TCONS_novel_00000275_2-frame_3										
OG0013930	TCONS_novel_00000275_3-frame_3										
OG0013931	TCONS_novel_00000275_4-frame_3										
OG0013932	TCONS_novel_00000275_5-frame_3										
OG0013933	TCONS_novel_00000275_6-frame_3										
OG0013934	TCONS_novel_00000275_7-frame_3										
OG0013935	TCONS_novel_00000275_8-frame_3										
OG0013936	TCONS_novel_00000275_9-frame_3										
OG0013937	TCONS_novel_00000275_10-frame_3										
OG0013938	TCONS_novel_00000275_11-frame_3										
OG0013939	TCONS_novel_00000275_12-frame_3										
OG0013940	TCONS_novel_00000276_1-frame_3										
OG0013941	TCONS_novel_00000276_2-frame_3										
OG0013942	TCONS_novel_00000276_3-frame_3										
OG0013943	TCONS_novel_00000277_1-frame_3										
OG0013944	TCONS_novel_00000278_1-frame_3										
OG0013945	TCONS_novel_00000278_2-frame_3										
OG0013946	TCONS_novel_00000278_3-frame_3										
OG0013947	TCONS_novel_00000278_4-frame_3										
OG0013948	TCONS_novel_00000364_1-frame_3										
OG0013949	TCONS_novel_00000364_2-frame_3										
OG0013950	TCONS_novel_00000364_3-frame_3										
OG0013951	TCONS_novel_00000364_4-frame_3										
OG0013952	TCONS_novel_00000364_5-frame_3										
OG0013953	TCONS_novel_00000364_6-frame_3										
OG0013954	TCONS_novel_00000364_7-frame_3										
OG0013955	TCONS_novel_00000366_1-frame_3										
OG0013956	TCONS_novel_00000366_2-frame_3										
OG0013957	TCONS_novel_00000279_1-frame_3										
OG0013958	TCONS_novel_00000279_2-frame_3										
OG0013959	TCONS_novel_00000367_1-frame_3										
OG0013960	TCONS_novel_00000367_2-frame_3										
OG0013961	TCONS_novel_00000368_1-frame_3										
OG0013962	TCONS_novel_00000368_2-frame_3										
OG0013963	TCONS_novel_00000368_3-frame_3										
OG0013964	TCONS_novel_00000368_4-frame_3										
OG0013965	TCONS_novel_00000368_5-frame_3										
OG0013966	TCONS_novel_00000368_6-frame_3										
OG0013967	TCONS_novel_00000368_7-frame_3										
OG0013968	TCONS_novel_00000371_1-frame_3										
OG0013969	TCONS_novel_00000371_2-frame_3										
OG0013970	TCONS_novel_00000371_3-frame_3										
OG0013971	TCONS_novel_00000371_4-frame_3										
OG0013972	TCONS_novel_00000371_5-frame_3										
OG0013973	TCONS_novel_00000371_6-frame_3										
OG0013974	TCONS_novel_00000371_7-frame_3										
OG0013975	TCONS_novel_00000371_8-frame_3										
OG0013976	TCONS_novel_00000371_9-frame_3										
OG0013977	TCONS_novel_00000371_10-frame_3										
OG0013978	TCONS_novel_00000371_11-frame_3										
OG0013979	TCONS_novel_00000371_12-frame_3										
OG0013980	TCONS_novel_00000372_1-frame_3										
OG0013981	TCONS_novel_00000373_1-frame_3										
OG0013982	TCONS_novel_00000373_2-frame_3										
OG0013983	TCONS_novel_00000374_1-frame_3										
OG0013984	TCONS_novel_00000376_1-frame_3										
OG0013985	TCONS_novel_00000376_2-frame_3										
OG0013986	TCONS_novel_00000376_3-frame_3										
OG0013987	TCONS_novel_00000377_1-frame_3										
OG0013988	TCONS_novel_00000378_1-frame_3										
OG0013989	TCONS_novel_00000378_2-frame_3										
OG0013990	TCONS_novel_00000378_3-frame_3										
OG0013991	TCONS_novel_00000379_1-frame_3										
OG0013992	TCONS_novel_00000380_1-frame_3										
OG0013993	TCONS_novel_00000380_2-frame_3										
OG0013994	TCONS_novel_00000380_3-frame_3										
OG0013995	TCONS_novel_00000380_4-frame_3										
OG0013996	TCONS_novel_00000380_5-frame_3										
OG0013997	TCONS_novel_00000380_6-frame_3										
OG0013998	TCONS_novel_00000380_7-frame_3										
OG0013999	TCONS_novel_00000380_8-frame_3										
OG0014000	TCONS_novel_00000442_1-frame_3										
OG0014001	TCONS_novel_00000442_2-frame_3										
OG0014002	TCONS_novel_00000442_3-frame_3										
OG0014003	TCONS_novel_00000442_4-frame_3										
OG0014004	TCONS_novel_00000443_1-frame_3										
OG0014005	TCONS_novel_00000443_2-frame_3										
OG0014006	TCONS_novel_00000444_1-frame_3										
OG0014007	TCONS_novel_00000444_2-frame_3										
OG0014008	TCONS_novel_00000444_3-frame_3										
OG0014009	TCONS_novel_00000445_1-frame_3										
OG0014010	TCONS_novel_00000445_2-frame_3										
OG0014011	TCONS_novel_00000445_3-frame_3										
OG0014012	TCONS_novel_00000445_4-frame_3										
OG0014013	TCONS_novel_00000445_5-frame_3										
OG0014014	TCONS_novel_00000445_6-frame_3										
OG0014015	TCONS_novel_00000445_7-frame_3										
OG0014016	TCONS_novel_00000446_1-frame_3										
OG0014017	TCONS_novel_00000446_2-frame_3										
OG0014018	TCONS_novel_00000381_1-frame_3										
OG0014019	TCONS_novel_00000382_1-frame_3										
OG0014020	TCONS_novel_00000382_2-frame_3										
OG0014021	TCONS_novel_00000382_3-frame_3										
OG0014022	TCONS_novel_00000383_1-frame_3										
OG0014023	TCONS_novel_00000383_2-frame_3										
OG0014024	TCONS_novel_00000448_1-frame_3										
OG0014025	TCONS_novel_00000448_2-frame_3										
OG0014026	TCONS_novel_00000449_1-frame_3										
OG0014027	TCONS_novel_00000449_2-frame_3										
OG0014028	TCONS_novel_00000385_1-frame_3										
OG0014029	TCONS_novel_00000385_2-frame_3										
OG0014030	TCONS_novel_00000450_1-frame_3										
OG0014031	TCONS_novel_00000451_1-frame_3										
OG0014032	TCONS_novel_00000451_2-frame_3										
OG0014033	TCONS_novel_00000451_3-frame_3										
OG0014034	TCONS_novel_00000452_2-frame_3										
OG0014035	TCONS_novel_00000452_3-frame_3										
OG0014036	TCONS_novel_00000453_1-frame_3										
OG0014037	TCONS_novel_00000454_1-frame_3										
OG0014038	TCONS_novel_00000454_2-frame_3										
OG0014039	TCONS_novel_00000454_3-frame_3										
OG0014040	TCONS_novel_00000454_4-frame_3										
OG0014041	TCONS_novel_00000455_1-frame_3										
OG0014042	TCONS_novel_00000455_2-frame_3										
OG0014043	TCONS_novel_00000455_3-frame_3										
OG0014044	TCONS_novel_00000455_4-frame_3										
OG0014045	TCONS_novel_00000455_5-frame_3										
OG0014046	TCONS_novel_00000455_6-frame_3										
OG0014047	TCONS_novel_00000455_7-frame_3										
OG0014048	TCONS_novel_00000455_8-frame_3										
OG0014049	TCONS_novel_00000455_9-frame_3										
OG0014050	TCONS_novel_00000456_1-frame_3										
OG0014051	TCONS_novel_00000457_1-frame_3										
OG0014052	TCONS_novel_00000457_2-frame_3										
OG0014053	TCONS_novel_00000457_3-frame_3										
OG0014054	TCONS_novel_00000457_4-frame_3										
OG0014055	TCONS_novel_00000457_5-frame_3										
OG0014056	TCONS_novel_00000457_6-frame_3										
OG0014057	TCONS_novel_00000457_7-frame_3										
OG0014058	TCONS_novel_00000457_8-frame_3										
OG0014059	TCONS_novel_00000457_9-frame_3										
OG0014060	TCONS_novel_00000457_10-frame_3										
OG0014061	TCONS_novel_00000459_1-frame_3										
OG0014062	TCONS_novel_00000459_2-frame_3										
OG0014063	TCONS_novel_00000459_3-frame_3										
OG0014064	TCONS_novel_00000386_1-frame_3										
OG0014065	TCONS_novel_00000386_2-frame_3										
OG0014066	TCONS_novel_00000386_3-frame_3										
OG0014067	TCONS_novel_00000386_4-frame_3										
OG0014068	TCONS_novel_00000386_5-frame_3										
OG0014069	TCONS_novel_00000460_1-frame_3										
OG0014070	TCONS_novel_00000461_1-frame_3										
OG0014071	TCONS_novel_00000462_1-frame_3										
OG0014072	TCONS_novel_00000462_2-frame_3										
OG0014073	TCONS_novel_00000462_3-frame_3										
OG0014074	TCONS_novel_00000462_4-frame_3										
OG0014075	TCONS_novel_00000387_1-frame_3										
OG0014076	TCONS_novel_00000387_2-frame_3										
OG0014077	TCONS_novel_00000387_3-frame_3										
OG0014078	TCONS_novel_00000464_1-frame_3										
OG0014079	TCONS_novel_00000465_1-frame_3										
OG0014080	TCONS_novel_00000465_2-frame_3										
OG0014081	TCONS_novel_00000465_3-frame_3										
OG0014082	TCONS_novel_00000467_1-frame_3										
OG0014083	TCONS_novel_00000388_1-frame_3										
OG0014084	TCONS_novel_00000388_2-frame_3										
OG0014085	TCONS_novel_00000389_1-frame_3										
OG0014086	TCONS_novel_00000389_2-frame_3										
OG0014087	TCONS_novel_00000390_1-frame_3										
OG0014088	TCONS_novel_00000390_2-frame_3										
OG0014089	TCONS_novel_00000390_3-frame_3										
OG0014090	TCONS_novel_00000391_1-frame_3										
OG0014091	TCONS_novel_00000391_2-frame_3										
OG0014092	TCONS_novel_00000392_1-frame_3										
OG0014093	TCONS_novel_00000392_2-frame_3										
OG0014094	TCONS_novel_00000392_3-frame_3										
OG0014095	TCONS_novel_00000468_1-frame_3										
OG0014096	TCONS_novel_00000469_1-frame_3										
OG0014097	TCONS_novel_00000469_2-frame_3										
OG0014098	TCONS_novel_00000469_3-frame_3										
OG0014099	TCONS_novel_00000470_1-frame_3										
OG0014100	TCONS_novel_00000470_2-frame_3										
OG0014101	TCONS_novel_00000470_3-frame_3										
OG0014102	TCONS_novel_00000393_1-frame_3										
OG0014103	TCONS_novel_00000394_1-frame_3										
OG0014104	TCONS_novel_00000394_2-frame_3										
OG0014105	TCONS_novel_00000394_3-frame_3										
OG0014106	TCONS_novel_00000394_4-frame_3										
OG0014107	TCONS_novel_00000394_5-frame_3										
OG0014108	TCONS_novel_00000394_6-frame_3										
OG0014109	TCONS_novel_00000394_7-frame_3										
OG0014110	TCONS_novel_00000394_8-frame_3										
OG0014111	TCONS_novel_00000395_1-frame_3										
OG0014112	TCONS_novel_00000395_2-frame_3										
OG0014113	TCONS_novel_00000395_3-frame_3										
OG0014114	TCONS_novel_00000471_1-frame_3										
OG0014115	TCONS_novel_00000396_1-frame_3										
OG0014116	TCONS_novel_00000396_2-frame_3										
OG0014117	TCONS_novel_00000397_1-frame_3										
OG0014118	TCONS_novel_00000398_1-frame_3										
OG0014119	TCONS_novel_00000398_2-frame_3										
OG0014120	TCONS_novel_00000398_3-frame_3										
OG0014121	TCONS_novel_00000398_4-frame_3										
OG0014122	TCONS_novel_00000399_1-frame_3										
OG0014123	TCONS_novel_00000401_1-frame_3										
OG0014124	TCONS_novel_00000402_3-frame_3										
OG0014125	TCONS_novel_00000403_1-frame_3										
OG0014126	TCONS_novel_00000403_2-frame_3										
OG0014127	TCONS_novel_00000403_3-frame_3										
OG0014128	TCONS_novel_00000472_1-frame_3										
OG0014129	TCONS_novel_00000472_2-frame_3										
OG0014130	TCONS_novel_00000472_3-frame_3										
OG0014131	TCONS_novel_00000472_4-frame_3										
OG0014132	TCONS_novel_00000404_1-frame_3										
OG0014133	TCONS_novel_00000405_1-frame_3										
OG0014134	TCONS_novel_00000405_2-frame_3										
OG0014135	TCONS_novel_00000406_1-frame_3										
OG0014136	TCONS_novel_00000406_2-frame_3										
OG0014137	TCONS_novel_00000406_3-frame_3										
OG0014138	TCONS_novel_00000406_4-frame_3										
OG0014139	TCONS_novel_00000406_5-frame_3										
OG0014140	TCONS_novel_00000473_1-frame_3										
OG0014141	TCONS_novel_00000473_2-frame_3										
OG0014142	TCONS_novel_00000475_1-frame_3										
OG0014143	TCONS_novel_00000475_2-frame_3										
OG0014144	TCONS_novel_00000476_2-frame_3										
OG0014145	TCONS_novel_00000477_1-frame_3										
OG0014146	TCONS_novel_00000478_1-frame_3										
OG0014147	TCONS_novel_00000408_1-frame_3										
OG0014148	TCONS_novel_00000479_1-frame_3										
OG0014149	TCONS_novel_00000479_2-frame_3										
OG0014150	TCONS_novel_00000479_3-frame_3										
OG0014151	TCONS_novel_00000409_1-frame_3										
OG0014152	TCONS_novel_00000409_2-frame_3										
OG0014153	TCONS_novel_00000410_1-frame_3										
OG0014154	TCONS_novel_00000410_2-frame_3										
OG0014155	TCONS_novel_00000410_3-frame_3										
OG0014156	TCONS_novel_00000411_1-frame_3										
OG0014157	TCONS_novel_00000411_2-frame_3										
OG0014158	TCONS_novel_00000411_3-frame_3										
OG0014159	TCONS_novel_00000411_4-frame_3										
OG0014160	TCONS_novel_00000411_5-frame_3										
OG0014161	TCONS_novel_00000411_6-frame_3										
OG0014162	TCONS_novel_00000411_7-frame_3										
OG0014163	TCONS_novel_00000480_1-frame_3										
OG0014164	TCONS_novel_00000480_2-frame_3										
OG0014165	TCONS_novel_00000480_3-frame_3										
OG0014166	TCONS_novel_00000480_4-frame_3										
OG0014167	TCONS_novel_00000480_5-frame_3										
OG0014168	TCONS_novel_00000481_1-frame_3										
OG0014169	TCONS_novel_00000481_2-frame_3										
OG0014170	TCONS_novel_00000481_3-frame_3										
OG0014171	TCONS_novel_00000481_4-frame_3										
OG0014172	TCONS_novel_00000413_1-frame_3										
OG0014173	TCONS_novel_00000482_1-frame_3										
OG0014174	TCONS_novel_00000414_2-frame_3										
OG0014175	TCONS_novel_00000414_3-frame_3										
OG0014176	TCONS_novel_00000414_4-frame_3										
OG0014177	TCONS_novel_00000414_5-frame_3										
OG0014178	TCONS_novel_00000415_1-frame_3										
OG0014179	TCONS_novel_00000415_2-frame_3										
OG0014180	TCONS_novel_00000415_3-frame_3										
OG0014181	TCONS_novel_00000415_4-frame_3										
OG0014182	TCONS_novel_00000483_1-frame_3										
OG0014183	TCONS_novel_00000483_2-frame_3										
OG0014184	TCONS_novel_00000416_1-frame_3										
OG0014185	TCONS_novel_00000485_1-frame_3										
OG0014186	TCONS_novel_00000485_2-frame_3										
OG0014187	TCONS_novel_00000486_1-frame_3										
OG0014188	TCONS_novel_00000486_2-frame_3										
OG0014189	TCONS_novel_00000486_3-frame_3										
OG0014190	TCONS_novel_00000486_4-frame_3										
OG0014191	TCONS_novel_00000486_5-frame_3										
OG0014192	TCONS_novel_00000486_6-frame_3										
OG0014193	TCONS_novel_00000486_7-frame_3										
OG0014194	TCONS_novel_00000486_8-frame_3										
OG0014195	TCONS_novel_00000486_9-frame_3										
OG0014196	TCONS_novel_00000486_10-frame_3										
OG0014197	TCONS_novel_00000417_1-frame_3										
OG0014198	TCONS_novel_00000417_2-frame_3										
OG0014199	TCONS_novel_00000487_1-frame_3										
OG0014200	TCONS_novel_00000487_2-frame_3										
OG0014201	TCONS_novel_00000487_3-frame_3										
OG0014202	TCONS_novel_00000488_1-frame_3										
OG0014203	TCONS_novel_00000488_2-frame_3										
OG0014204	TCONS_novel_00000488_3-frame_3										
OG0014205	TCONS_novel_00000418_1-frame_3										
OG0014206	TCONS_novel_00000418_2-frame_3										
OG0014207	TCONS_novel_00000490_1-frame_3										
OG0014208	TCONS_novel_00000490_2-frame_3										
OG0014209	TCONS_novel_00000490_3-frame_3										
OG0014210	TCONS_novel_00000490_4-frame_3										
OG0014211	TCONS_novel_00000420_1-frame_3										
OG0014212	TCONS_novel_00000420_2-frame_3										
OG0014213	TCONS_novel_00000420_3-frame_3										
OG0014214	TCONS_novel_00000420_4-frame_3										
OG0014215	TCONS_novel_00000491_1-frame_3										
OG0014216	TCONS_novel_00000492_1-frame_3										
OG0014217	TCONS_novel_00000492_2-frame_3										
OG0014218	TCONS_novel_00000421_1-frame_3										
OG0014219	TCONS_novel_00000421_2-frame_3										
OG0014220	TCONS_novel_00000421_3-frame_3										
OG0014221	TCONS_novel_00000422_1-frame_3										
OG0014222	TCONS_novel_00000423_1-frame_3										
OG0014223	TCONS_novel_00000423_2-frame_3										
OG0014224	TCONS_novel_00000424_1-frame_3										
OG0014225	TCONS_novel_00000493_1-frame_3										
OG0014226	TCONS_novel_00000493_2-frame_3										
OG0014227	TCONS_novel_00000493_3-frame_3										
OG0014228	TCONS_novel_00000493_4-frame_3										
OG0014229	TCONS_novel_00000493_5-frame_3										
OG0014230	TCONS_novel_00000425_1-frame_3										
OG0014231	TCONS_novel_00000425_2-frame_3										
OG0014232	TCONS_novel_00000425_3-frame_3										
OG0014233	TCONS_novel_00000425_4-frame_3										
OG0014234	TCONS_novel_00000426_1-frame_3										
OG0014235	TCONS_novel_00000426_2-frame_3										
OG0014236	TCONS_novel_00000426_3-frame_3										
OG0014237	TCONS_novel_00000427_1-frame_3										
OG0014238	TCONS_novel_00000427_2-frame_3										
OG0014239	TCONS_novel_00000427_3-frame_3										
OG0014240	TCONS_novel_00000428_1-frame_3										
OG0014241	TCONS_novel_00000428_2-frame_3										
OG0014242	TCONS_novel_00000429_1-frame_3										
OG0014243	TCONS_novel_00000429_2-frame_3										
OG0014244	TCONS_novel_00000429_3-frame_3										
OG0014245	TCONS_novel_00000494_2-frame_3										
OG0014246	TCONS_novel_00000431_1-frame_3										
OG0014247	TCONS_novel_00000432_1-frame_3										
OG0014248	TCONS_novel_00000432_2-frame_3										
OG0014249	TCONS_novel_00000432_3-frame_3										
OG0014250	TCONS_novel_00000432_4-frame_3										
OG0014251	TCONS_novel_00000432_5-frame_3										
OG0014252	TCONS_novel_00000432_6-frame_3										
OG0014253	TCONS_novel_00000432_7-frame_3										
OG0014254	TCONS_novel_00000432_8-frame_3										
OG0014255	TCONS_novel_00000496_1-frame_3										
OG0014256	TCONS_novel_00000496_2-frame_3										
OG0014257	TCONS_novel_00000496_3-frame_3										
OG0014258	TCONS_novel_00000497_1-frame_3										
OG0014259	TCONS_novel_00000499_2-frame_3										
OG0014260	TCONS_novel_00000499_3-frame_3										
OG0014261	TCONS_novel_00000499_4-frame_3										
OG0014262	TCONS_novel_00000499_5-frame_3										
OG0014263	TCONS_novel_00000499_6-frame_3										
OG0014264	TCONS_novel_00000499_7-frame_3										
OG0014265	TCONS_novel_00000500_1-frame_3										
OG0014266	TCONS_novel_00000500_2-frame_3										
OG0014267	TCONS_novel_00000434_1-frame_3										
OG0014268	TCONS_novel_00000434_2-frame_3										
OG0014269	TCONS_novel_00000434_3-frame_3										
OG0014270	TCONS_novel_00000434_4-frame_3										
OG0014271	TCONS_novel_00000501_1-frame_3										
OG0014272	TCONS_novel_00000501_2-frame_3										
OG0014273	TCONS_novel_00000501_3-frame_3										
OG0014274	TCONS_novel_00000435_1-frame_3										
OG0014275	TCONS_novel_00000502_1-frame_3										
OG0014276	TCONS_novel_00000436_1-frame_3										
OG0014277	TCONS_novel_00000504_1-frame_3										
OG0014278	TCONS_novel_00000504_2-frame_3										
OG0014279	TCONS_novel_00000504_3-frame_3										
OG0014280	TCONS_novel_00000504_4-frame_3										
OG0014281	TCONS_novel_00000504_5-frame_3										
OG0014282	TCONS_novel_00000504_6-frame_3										
OG0014283	TCONS_novel_00000504_7-frame_3										
OG0014284	TCONS_novel_00000437_1-frame_3										
OG0014285	TCONS_novel_00000437_2-frame_3										
OG0014286	TCONS_novel_00000437_3-frame_3										
OG0014287	TCONS_novel_00000437_4-frame_3										
OG0014288	TCONS_novel_00000505_1-frame_3										
OG0014289	TCONS_novel_00000505_2-frame_3										
OG0014290	TCONS_novel_00000505_3-frame_3										
OG0014291	TCONS_novel_00000506_2-frame_3										
OG0014292	TCONS_novel_00000506_3-frame_3										
OG0014293	TCONS_novel_00000506_4-frame_3										
OG0014294	TCONS_novel_00000506_5-frame_3										
OG0014295	TCONS_novel_00000506_6-frame_3										
OG0014296	TCONS_novel_00000506_7-frame_3										
OG0014297	TCONS_novel_00000506_8-frame_3										
OG0014298	TCONS_novel_00000438_1-frame_3										
OG0014299	TCONS_novel_00000438_2-frame_3										
OG0014300	TCONS_novel_00000438_3-frame_3										
OG0014301	TCONS_novel_00000439_1-frame_3										
OG0014302	TCONS_novel_00000439_2-frame_3										
OG0014303	TCONS_novel_00000507_1-frame_3										
OG0014304	TCONS_novel_00000507_3-frame_3										
OG0014305	TCONS_novel_00000507_4-frame_3										
OG0014306	TCONS_novel_00000507_5-frame_3										
OG0014307	TCONS_novel_00000507_6-frame_3										
OG0014308	TCONS_novel_00000507_7-frame_3										
OG0014309	TCONS_novel_00000507_8-frame_3										
OG0014310	TCONS_novel_00000440_1-frame_3										
OG0014311	TCONS_novel_00000441_2-frame_3										
OG0014312	TCONS_novel_00000441_3-frame_3										
OG0014313	TCONS_novel_00000441_4-frame_3										
OG0014314	TCONS_novel_00000589_1-frame_3										
OG0014315	TCONS_novel_00000589_7-frame_3										
OG0014316	TCONS_novel_00000589_8-frame_3										
OG0014317	TCONS_novel_00000589_9-frame_3										
OG0014318	TCONS_novel_00000589_10-frame_3										
OG0014319	TCONS_novel_00000590_1-frame_3										
OG0014320	TCONS_novel_00000590_2-frame_3										
OG0014321	TCONS_novel_00000590_3-frame_3										
OG0014322	TCONS_novel_00000590_5-frame_3										
OG0014323	TCONS_novel_00000590_6-frame_3										
OG0014324	TCONS_novel_00000590_8-frame_3										
OG0014325	TCONS_novel_00000590_9-frame_3										
OG0014326	TCONS_novel_00000590_10-frame_3										
OG0014327	TCONS_novel_00000591_1-frame_3										
OG0014328	TCONS_novel_00000591_2-frame_3										
OG0014329	TCONS_novel_00000591_3-frame_3										
OG0014330	TCONS_novel_00000591_4-frame_3										
OG0014331	TCONS_novel_00000591_5-frame_3										
OG0014332	TCONS_novel_00000591_6-frame_3										
OG0014333	TCONS_novel_00000591_7-frame_3										
OG0014334	TCONS_novel_00000591_8-frame_3										
OG0014335	TCONS_novel_00000591_9-frame_3										
OG0014336	TCONS_novel_00000592_1-frame_3										
OG0014337	TCONS_novel_00000592_2-frame_3										
OG0014338	TCONS_novel_00000592_3-frame_3										
OG0014339	TCONS_novel_00000592_4-frame_3										
OG0014340	TCONS_novel_00000592_5-frame_3										
OG0014341	TCONS_novel_00000592_6-frame_3										
OG0014342	TCONS_novel_00000592_7-frame_3										
OG0014343	TCONS_novel_00000592_8-frame_3										
OG0014344	TCONS_novel_00000592_9-frame_3										
OG0014345	TCONS_novel_00000592_10-frame_3										
OG0014346	TCONS_novel_00000593_1-frame_3										
OG0014347	TCONS_novel_00000593_2-frame_3										
OG0014348	TCONS_novel_00000593_3-frame_3										
OG0014349	TCONS_novel_00000594_1-frame_3										
OG0014350	TCONS_novel_00000594_2-frame_3										
OG0014351	TCONS_novel_00000595_1-frame_3										
OG0014352	TCONS_novel_00000595_2-frame_3										
OG0014353	TCONS_novel_00000595_3-frame_3										
OG0014354	TCONS_novel_00000595_4-frame_3										
OG0014355	TCONS_novel_00000595_5-frame_3										
OG0014356	TCONS_novel_00000595_6-frame_3										
OG0014357	TCONS_novel_00000595_7-frame_3										
OG0014358	TCONS_novel_00000595_8-frame_3										
OG0014359	TCONS_novel_00000595_9-frame_3										
OG0014360	TCONS_novel_00000595_10-frame_3										
OG0014361	TCONS_novel_00000595_11-frame_3										
OG0014362	TCONS_novel_00000595_12-frame_3										
OG0014363	TCONS_novel_00000595_13-frame_3										
OG0014364	TCONS_novel_00000595_14-frame_3										
OG0014365	TCONS_novel_00000595_15-frame_3										
OG0014366	TCONS_novel_00000596_1-frame_3										
OG0014367	TCONS_novel_00000597_1-frame_3										
OG0014368	TCONS_novel_00000597_2-frame_3										
