Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000008	l_waltii_v3_proteins	n22	1.0	Terminal	l_waltii_v3_proteins_Kwal_34.16304	l_waltii_v3_proteins_Kwal_34.16309, l_waltii_v3_proteins_Kwal_55.19799
OG0000008	l_waltii_v3_proteins	n23	1.0	Terminal	l_waltii_v3_proteins_Kwal_34.16309	l_waltii_v3_proteins_Kwal_55.19799
OG0000008	l_waltii_v3_proteins	n24	1.0	Terminal	l_waltii_v3_proteins_Kwal_27.12438	l_waltii_v3_proteins_Kwal_50.19421
OG0000008	l_waltii_v3_proteins	n25	1.0	Terminal	l_waltii_v3_proteins_Kwal_26.7889	l_waltii_v3_proteins_Kwal_47.19345
OG0000008	l_waltii_v3_proteins	n26	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418, l_waltii_v3_proteins_Kwal_54.19470, l_waltii_v3_proteins_Kwal_12.676, l_waltii_v3_proteins_Kwal_14.764, l_waltii_v3_proteins_Kwal_23.3714, l_waltii_v3_proteins_Kwal_13.691, l_waltii_v3_proteins_Kwal_47.19342, l_waltii_v3_proteins_Kwal_55.22271, l_waltii_v3_proteins_Kwal_2.426, l_waltii_v3_proteins_Kwal_20.2719	l_waltii_v3_proteins_Kwal_12.672, l_waltii_v3_proteins_Kwal_9.621, l_waltii_v3_proteins_Kwal_33.15087, l_waltii_v3_proteins_Kwal_47.17031, l_waltii_v3_proteins_Kwal_9.619
OG0000008	l_waltii_v3_proteins	n27	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418, l_waltii_v3_proteins_Kwal_54.19470, l_waltii_v3_proteins_Kwal_12.676, l_waltii_v3_proteins_Kwal_14.764, l_waltii_v3_proteins_Kwal_23.3714, l_waltii_v3_proteins_Kwal_13.691, l_waltii_v3_proteins_Kwal_47.19342, l_waltii_v3_proteins_Kwal_55.22271, l_waltii_v3_proteins_Kwal_2.426	l_waltii_v3_proteins_Kwal_20.2719
OG0000008	l_waltii_v3_proteins	n28	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418, l_waltii_v3_proteins_Kwal_54.19470, l_waltii_v3_proteins_Kwal_12.676, l_waltii_v3_proteins_Kwal_14.764, l_waltii_v3_proteins_Kwal_23.3714	l_waltii_v3_proteins_Kwal_13.691, l_waltii_v3_proteins_Kwal_47.19342, l_waltii_v3_proteins_Kwal_55.22271, l_waltii_v3_proteins_Kwal_2.426
OG0000008	l_waltii_v3_proteins	n29	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418, l_waltii_v3_proteins_Kwal_54.19470, l_waltii_v3_proteins_Kwal_12.676, l_waltii_v3_proteins_Kwal_14.764	l_waltii_v3_proteins_Kwal_23.3714
OG0000008	l_waltii_v3_proteins	n30	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418, l_waltii_v3_proteins_Kwal_54.19470	l_waltii_v3_proteins_Kwal_12.676, l_waltii_v3_proteins_Kwal_14.764
OG0000008	l_waltii_v3_proteins	n31	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410, l_waltii_v3_proteins_Kwal_50.19418	l_waltii_v3_proteins_Kwal_54.19470
OG0000008	l_waltii_v3_proteins	n32	1.0	Terminal	l_waltii_v3_proteins_Kwal_1.410	l_waltii_v3_proteins_Kwal_50.19418
OG0000008	l_waltii_v3_proteins	n33	1.0	Terminal	l_waltii_v3_proteins_Kwal_12.676	l_waltii_v3_proteins_Kwal_14.764
OG0000008	l_waltii_v3_proteins	n34	1.0	Terminal	l_waltii_v3_proteins_Kwal_13.691, l_waltii_v3_proteins_Kwal_47.19342, l_waltii_v3_proteins_Kwal_55.22271	l_waltii_v3_proteins_Kwal_2.426
OG0000008	l_waltii_v3_proteins	n35	1.0	Terminal	l_waltii_v3_proteins_Kwal_13.691	l_waltii_v3_proteins_Kwal_47.19342, l_waltii_v3_proteins_Kwal_55.22271
OG0000008	l_waltii_v3_proteins	n36	1.0	Terminal	l_waltii_v3_proteins_Kwal_47.19342	l_waltii_v3_proteins_Kwal_55.22271
OG0000008	l_waltii_v3_proteins	n37	1.0	Terminal	l_waltii_v3_proteins_Kwal_12.672, l_waltii_v3_proteins_Kwal_9.621, l_waltii_v3_proteins_Kwal_33.15087, l_waltii_v3_proteins_Kwal_47.17031	l_waltii_v3_proteins_Kwal_9.619
OG0000008	l_waltii_v3_proteins	n38	1.0	Terminal	l_waltii_v3_proteins_Kwal_12.672, l_waltii_v3_proteins_Kwal_9.621	l_waltii_v3_proteins_Kwal_33.15087, l_waltii_v3_proteins_Kwal_47.17031
OG0000008	l_waltii_v3_proteins	n39	1.0	Terminal	l_waltii_v3_proteins_Kwal_12.672	l_waltii_v3_proteins_Kwal_9.621
OG0000008	l_waltii_v3_proteins	n40	1.0	Terminal	l_waltii_v3_proteins_Kwal_33.15087	l_waltii_v3_proteins_Kwal_47.17031
OG0000009	N5	n1	0.2	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228, s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398, s_cerevisiae_proteins_rna601, s_paradoxus_proteins_Spar_3.88, s_mikatae_proteins_Smik_3.91, s_kudriavzevii_proteins_Skud_3.71, s_kudriavzevii_proteins_Skud_3.88, s_bayanus_proteins_Sbay_1.100, s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89, s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110, s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114, s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102, s_mikatae_proteins_Smik_9.244, s_paradoxus_proteins_Spar_1.108, s_kudriavzevii_proteins_Skud_1.86, s_kudriavzevii_proteins_Skud_1.79, s_cerevisiae_proteins_rna88, s_mikatae_proteins_Smik_1.91, s_kudriavzevii_proteins_Skud_1.82	s_kudriavzevii_proteins_Skud_1.78
OG0000009	N5	n2	0.6	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228, s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398, s_cerevisiae_proteins_rna601, s_paradoxus_proteins_Spar_3.88, s_mikatae_proteins_Smik_3.91, s_kudriavzevii_proteins_Skud_3.71, s_kudriavzevii_proteins_Skud_3.88, s_bayanus_proteins_Sbay_1.100, s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89, s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110, s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114, s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102, s_mikatae_proteins_Smik_9.244, s_paradoxus_proteins_Spar_1.108, s_kudriavzevii_proteins_Skud_1.86, s_kudriavzevii_proteins_Skud_1.79	s_cerevisiae_proteins_rna88, s_mikatae_proteins_Smik_1.91, s_kudriavzevii_proteins_Skud_1.82
OG0000009	N5	n3	0.6	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228, s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398, s_cerevisiae_proteins_rna601, s_paradoxus_proteins_Spar_3.88, s_mikatae_proteins_Smik_3.91, s_kudriavzevii_proteins_Skud_3.71, s_kudriavzevii_proteins_Skud_3.88, s_bayanus_proteins_Sbay_1.100, s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89, s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110, s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114, s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102	s_mikatae_proteins_Smik_9.244, s_paradoxus_proteins_Spar_1.108, s_kudriavzevii_proteins_Skud_1.86, s_kudriavzevii_proteins_Skud_1.79
OG0000009	N5	n4	1.0	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228, s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398, s_cerevisiae_proteins_rna601, s_paradoxus_proteins_Spar_3.88, s_mikatae_proteins_Smik_3.91, s_kudriavzevii_proteins_Skud_3.71, s_kudriavzevii_proteins_Skud_3.88	s_bayanus_proteins_Sbay_1.100, s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89, s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110, s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114, s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102
OG0000009	N5	n5	0.8	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228, s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398	s_cerevisiae_proteins_rna601, s_paradoxus_proteins_Spar_3.88, s_mikatae_proteins_Smik_3.91, s_kudriavzevii_proteins_Skud_3.71, s_kudriavzevii_proteins_Skud_3.88
OG0000009	N5	n6	0.2	Non-Terminal	s_bayanus_proteins_Sbay_13.219, s_kudriavzevii_proteins_Skud_13.255, s_mikatae_proteins_Smik_13.228	s_cerevisiae_proteins_rna84, s_paradoxus_proteins_Spar_1.90, s_bayanus_proteins_Sbay_1.79, s_bayanus_proteins_Sbay_8.398
OG0000009	s_bayanus_proteins	n11	1.0	Terminal	s_bayanus_proteins_Sbay_1.79	s_bayanus_proteins_Sbay_8.398
OG0000009	s_kudriavzevii_proteins	n15	1.0	Terminal	s_kudriavzevii_proteins_Skud_3.71	s_kudriavzevii_proteins_Skud_3.88
OG0000009	N7	n17	0.75	Non-Terminal	s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89, s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110	s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114, s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102
OG0000009	N8	n18	0.6666666666666666	Non-Terminal	s_cerevisiae_proteins_rna87, s_paradoxus_proteins_Spar_1.99, s_mikatae_proteins_Smik_1.89	s_mikatae_proteins_Smik_1.101, s_paradoxus_proteins_Spar_1.110
OG0000009	N7	n22	0.75	Non-Terminal	s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105, s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114	s_cerevisiae_proteins_rna91, s_cerevisiae_proteins_rna2152, s_paradoxus_proteins_Spar_1.117, s_mikatae_proteins_Smik_1.90, s_mikatae_proteins_Smik_1.102
OG0000009	N7	n23	0.5	Non-Terminal	s_cerevisiae_proteins_rna89, s_mikatae_proteins_Smik_1.105, s_kudriavzevii_proteins_Skud_1.87, s_kudriavzevii_proteins_Skud_1.88, s_paradoxus_proteins_Spar_1.105	s_cerevisiae_proteins_rna90, s_cerevisiae_proteins_rna2151, s_paradoxus_proteins_Spar_1.107, s_paradoxus_proteins_Spar_1.114
OG0000009	s_kudriavzevii_proteins	n27	1.0	Terminal	s_kudriavzevii_proteins_Skud_1.87	s_kudriavzevii_proteins_Skud_1.88
OG0000009	s_cerevisiae_proteins	n29	1.0	Terminal	s_cerevisiae_proteins_rna90	s_cerevisiae_proteins_rna2151
OG0000009	s_paradoxus_proteins	n30	1.0	Terminal	s_paradoxus_proteins_Spar_1.107	s_paradoxus_proteins_Spar_1.114
OG0000009	s_cerevisiae_proteins	n33	1.0	Terminal	s_cerevisiae_proteins_rna91	s_cerevisiae_proteins_rna2152
OG0000009	s_mikatae_proteins	n34	1.0	Terminal	s_mikatae_proteins_Smik_1.90	s_mikatae_proteins_Smik_1.102
OG0000009	s_kudriavzevii_proteins	n37	1.0	Terminal	s_kudriavzevii_proteins_Skud_1.86	s_kudriavzevii_proteins_Skud_1.79
OG0000009	n_castellii_proteins	n40	1.0	Terminal	n_castellii_proteins_rna1104	n_castellii_proteins_rna5397
OG0000010	N1	n2	0.5	Non-Terminal	l_thermotolerans_proteins_rna4634, l_thermotolerans_proteins_rna4873, s_cerevisiae_proteins_rna3048, s_paradoxus_proteins_Spar_10.16, s_mikatae_proteins_Smik_10.7, s_mikatae_proteins_Smik_25.3, s_mikatae_proteins_Smik_6.17, s_kudriavzevii_proteins_Skud_7.622, l_kluyveri_v2_proteins_SAKL-ORF15177, l_kluyveri_v2_proteins_SAKL-ORF15168, l_kluyveri_v2_proteins_SAKL-ORF12611, l_kluyveri_v2_proteins_SAKL-ORF15772, l_kluyveri_v2_proteins_SAKL-ORF13156	l_thermotolerans_proteins_rna352, s_bayanus_proteins_Sbay_13.2, s_cerevisiae_proteins_rna2509, s_paradoxus_proteins_Spar_7.642, s_cerevisiae_proteins_rna2818, s_cerevisiae_proteins_rna3044, s_cerevisiae_proteins_rna5251, s_mikatae_proteins_Smik_18.19, s_paradoxus_proteins_Spar_15.12, s_mikatae_proteins_Smik_16.21, s_mikatae_proteins_Smik_16.16, s_paradoxus_proteins_Spar_7.646, s_kudriavzevii_proteins_Skud_7.636, l_thermotolerans_proteins_rna2881, s_bayanus_proteins_Sbay_16.21, s_kudriavzevii_proteins_Skud_20.5, s_kudriavzevii_proteins_Skud_7.643, s_cerevisiae_proteins_rna523, s_cerevisiae_proteins_rna2512, s_paradoxus_proteins_Spar_7.653, s_mikatae_proteins_Smik_16.11, s_mikatae_proteins_Smik_5.12, s_mikatae_proteins_Smik_16.13
OG0000010	l_thermotolerans_proteins	n4	1.0	Terminal	l_thermotolerans_proteins_rna4634	l_thermotolerans_proteins_rna4873
OG0000010	s_mikatae_proteins	n9	1.0	Terminal	s_mikatae_proteins_Smik_10.7, s_mikatae_proteins_Smik_25.3	s_mikatae_proteins_Smik_6.17
OG0000010	s_mikatae_proteins	n10	1.0	Terminal	s_mikatae_proteins_Smik_10.7	s_mikatae_proteins_Smik_25.3
OG0000010	l_kluyveri_v2_proteins	n11	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF15177, l_kluyveri_v2_proteins_SAKL-ORF15168, l_kluyveri_v2_proteins_SAKL-ORF12611	l_kluyveri_v2_proteins_SAKL-ORF15772, l_kluyveri_v2_proteins_SAKL-ORF13156
OG0000010	l_kluyveri_v2_proteins	n12	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF15177, l_kluyveri_v2_proteins_SAKL-ORF15168	l_kluyveri_v2_proteins_SAKL-ORF12611
OG0000010	l_kluyveri_v2_proteins	n13	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF15177	l_kluyveri_v2_proteins_SAKL-ORF15168
OG0000010	l_kluyveri_v2_proteins	n14	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF15772	l_kluyveri_v2_proteins_SAKL-ORF13156
OG0000010	N1	n15	0.6	Non-Terminal	l_thermotolerans_proteins_rna352, s_bayanus_proteins_Sbay_13.2, s_cerevisiae_proteins_rna2509, s_paradoxus_proteins_Spar_7.642, s_cerevisiae_proteins_rna2818, s_cerevisiae_proteins_rna3044, s_cerevisiae_proteins_rna5251, s_mikatae_proteins_Smik_18.19, s_paradoxus_proteins_Spar_15.12, s_mikatae_proteins_Smik_16.21, s_mikatae_proteins_Smik_16.16, s_paradoxus_proteins_Spar_7.646, s_kudriavzevii_proteins_Skud_7.636	l_thermotolerans_proteins_rna2881, s_bayanus_proteins_Sbay_16.21, s_kudriavzevii_proteins_Skud_20.5, s_kudriavzevii_proteins_Skud_7.643, s_cerevisiae_proteins_rna523, s_cerevisiae_proteins_rna2512, s_paradoxus_proteins_Spar_7.653, s_mikatae_proteins_Smik_16.11, s_mikatae_proteins_Smik_5.12, s_mikatae_proteins_Smik_16.13
OG0000010	N5	n18	0.4	Non-Terminal	s_bayanus_proteins_Sbay_13.2, s_cerevisiae_proteins_rna2509, s_paradoxus_proteins_Spar_7.642, s_cerevisiae_proteins_rna2818, s_cerevisiae_proteins_rna3044, s_cerevisiae_proteins_rna5251, s_mikatae_proteins_Smik_18.19, s_paradoxus_proteins_Spar_15.12	s_mikatae_proteins_Smik_16.21, s_mikatae_proteins_Smik_16.16, s_paradoxus_proteins_Spar_7.646
OG0000010	N8	n20	0.6666666666666666	Non-Terminal	s_cerevisiae_proteins_rna2509, s_paradoxus_proteins_Spar_7.642	s_cerevisiae_proteins_rna2818, s_cerevisiae_proteins_rna3044, s_cerevisiae_proteins_rna5251, s_mikatae_proteins_Smik_18.19, s_paradoxus_proteins_Spar_15.12
OG0000010	s_cerevisiae_proteins	n24	1.0	Terminal	s_cerevisiae_proteins_rna2818, s_cerevisiae_proteins_rna3044	s_cerevisiae_proteins_rna5251
OG0000010	s_cerevisiae_proteins	n25	1.0	Terminal	s_cerevisiae_proteins_rna2818	s_cerevisiae_proteins_rna3044
OG0000010	N8	n26	0.3333333333333333	Non-Terminal	s_mikatae_proteins_Smik_16.21	s_mikatae_proteins_Smik_16.16, s_paradoxus_proteins_Spar_7.646
OG0000010	s_kudriavzevii_proteins	n31	1.0	Terminal	s_kudriavzevii_proteins_Skud_20.5	s_kudriavzevii_proteins_Skud_7.643
OG0000010	s_cerevisiae_proteins	n34	1.0	Terminal	s_cerevisiae_proteins_rna523	s_cerevisiae_proteins_rna2512
OG0000010	s_mikatae_proteins	n35	1.0	Terminal	s_mikatae_proteins_Smik_16.11, s_mikatae_proteins_Smik_5.12	s_mikatae_proteins_Smik_16.13
OG0000010	s_mikatae_proteins	n36	1.0	Terminal	s_mikatae_proteins_Smik_16.11	s_mikatae_proteins_Smik_5.12
OG0000010	k_lactis_proteins	n37	1.0	Terminal	k_lactis_proteins_rna2931	k_lactis_proteins_rna534, k_lactis_proteins_rna2055
OG0000010	k_lactis_proteins	n38	1.0	Terminal	k_lactis_proteins_rna534	k_lactis_proteins_rna2055
OG0000011	N1	n0	0.9	Non-Terminal	l_thermotolerans_proteins_rna2948, l_waltii_v3_proteins_Kwal_33.13215, l_kluyveri_v2_proteins_SAKL-ORF12856, l_kluyveri_v2_proteins_SAKL-ORF12754, l_thermotolerans_proteins_rna2947, l_waltii_v3_proteins_Kwal_33.13204, k_lactis_proteins_rna1253, n_castellii_proteins_rna32, n_castellii_proteins_rna2472, s_bayanus_proteins_Sbay_3.189, s_kudriavzevii_proteins_Skud_3.38, s_mikatae_proteins_Smik_3.53, s_paradoxus_proteins_Spar_3.51, s_bayanus_proteins_Sbay_2.688, s_kudriavzevii_proteins_Skud_4.784, s_mikatae_proteins_Smik_4.790, s_paradoxus_proteins_Spar_4.881	k_lactis_proteins_rna4092, l_kluyveri_v2_proteins_SAKL-ORF9274, n_castellii_proteins_rna5465, s_bayanus_proteins_Sbay_4.308, s_cerevisiae_proteins_rna290, s_paradoxus_proteins_Spar_2.224, s_mikatae_proteins_Smik_2.202, s_kudriavzevii_proteins_Skud_2.192, l_thermotolerans_proteins_rna1025, l_waltii_v3_proteins_Kwal_27.10538, n_castellii_proteins_rna1111, s_bayanus_proteins_Sbay_2.203, s_kudriavzevii_proteins_Skud_4.300, s_paradoxus_proteins_Spar_4.347, s_mikatae_proteins_Smik_4.284, s_bayanus_proteins_Sbay_4.307, s_kudriavzevii_proteins_Skud_2.191, s_mikatae_proteins_Smik_2.201, s_paradoxus_proteins_Spar_2.223, n_castellii_proteins_rna5466, l_kluyveri_v2_proteins_SAKL-ORF9272, l_kluyveri_v2_proteins_SAKL-ORF9269, l_kluyveri_v2_proteins_SAKL-ORF1842
OG0000011	N1	n1	0.2	Non-Terminal	l_thermotolerans_proteins_rna2948, l_waltii_v3_proteins_Kwal_33.13215	l_kluyveri_v2_proteins_SAKL-ORF12856, l_kluyveri_v2_proteins_SAKL-ORF12754, l_thermotolerans_proteins_rna2947, l_waltii_v3_proteins_Kwal_33.13204, k_lactis_proteins_rna1253, n_castellii_proteins_rna32, n_castellii_proteins_rna2472, s_bayanus_proteins_Sbay_3.189, s_kudriavzevii_proteins_Skud_3.38, s_mikatae_proteins_Smik_3.53, s_paradoxus_proteins_Spar_3.51, s_bayanus_proteins_Sbay_2.688, s_kudriavzevii_proteins_Skud_4.784, s_mikatae_proteins_Smik_4.790, s_paradoxus_proteins_Spar_4.881
OG0000011	l_kluyveri_v2_proteins	n5	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF12856	l_kluyveri_v2_proteins_SAKL-ORF12754
OG0000011	n_castellii_proteins	n9	1.0	Terminal	n_castellii_proteins_rna32	n_castellii_proteins_rna2472
OG0000011	N5	n10	0.8	Non-Terminal	s_bayanus_proteins_Sbay_3.189, s_kudriavzevii_proteins_Skud_3.38, s_mikatae_proteins_Smik_3.53, s_paradoxus_proteins_Spar_3.51	s_bayanus_proteins_Sbay_2.688, s_kudriavzevii_proteins_Skud_4.784, s_mikatae_proteins_Smik_4.790, s_paradoxus_proteins_Spar_4.881
OG0000011	N1	n18	0.1	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF9274, n_castellii_proteins_rna5465, s_bayanus_proteins_Sbay_4.308, s_cerevisiae_proteins_rna290, s_paradoxus_proteins_Spar_2.224, s_mikatae_proteins_Smik_2.202, s_kudriavzevii_proteins_Skud_2.192, l_thermotolerans_proteins_rna1025, l_waltii_v3_proteins_Kwal_27.10538, n_castellii_proteins_rna1111, s_bayanus_proteins_Sbay_2.203, s_kudriavzevii_proteins_Skud_4.300, s_paradoxus_proteins_Spar_4.347, s_mikatae_proteins_Smik_4.284, s_bayanus_proteins_Sbay_4.307, s_kudriavzevii_proteins_Skud_2.191, s_mikatae_proteins_Smik_2.201, s_paradoxus_proteins_Spar_2.223, n_castellii_proteins_rna5466, l_kluyveri_v2_proteins_SAKL-ORF9272, l_kluyveri_v2_proteins_SAKL-ORF9269	l_kluyveri_v2_proteins_SAKL-ORF1842
OG0000011	N1	n19	0.6	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF9274, n_castellii_proteins_rna5465, s_bayanus_proteins_Sbay_4.308, s_cerevisiae_proteins_rna290, s_paradoxus_proteins_Spar_2.224, s_mikatae_proteins_Smik_2.202, s_kudriavzevii_proteins_Skud_2.192	l_thermotolerans_proteins_rna1025, l_waltii_v3_proteins_Kwal_27.10538, n_castellii_proteins_rna1111, s_bayanus_proteins_Sbay_2.203, s_kudriavzevii_proteins_Skud_4.300, s_paradoxus_proteins_Spar_4.347, s_mikatae_proteins_Smik_4.284, s_bayanus_proteins_Sbay_4.307, s_kudriavzevii_proteins_Skud_2.191, s_mikatae_proteins_Smik_2.201, s_paradoxus_proteins_Spar_2.223, n_castellii_proteins_rna5466, l_kluyveri_v2_proteins_SAKL-ORF9272, l_kluyveri_v2_proteins_SAKL-ORF9269
OG0000011	N3	n29	0.8333333333333334	Non-Terminal	n_castellii_proteins_rna1111, s_bayanus_proteins_Sbay_2.203, s_kudriavzevii_proteins_Skud_4.300, s_paradoxus_proteins_Spar_4.347, s_mikatae_proteins_Smik_4.284	s_bayanus_proteins_Sbay_4.307, s_kudriavzevii_proteins_Skud_2.191, s_mikatae_proteins_Smik_2.201, s_paradoxus_proteins_Spar_2.223, n_castellii_proteins_rna5466
OG0000011	l_kluyveri_v2_proteins	n38	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF9272	l_kluyveri_v2_proteins_SAKL-ORF9269
