Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0000788	rna2186	rna207
OG0000789	rna2187	rna208
OG0000790	rna206	rna211
OG0000791	rna2194	rna214
OG0000792	rna2193	rna215
OG0000793	rna2192	rna217
OG0000794	rna2477	rna218
OG0000795	rna2476	rna219
OG0000796	rna2756	rna220
OG0000797	rna2755	rna221
OG0000798	rna2753	rna224
OG0000799	rna2751	rna226
OG0000800	rna2750	rna227
OG0000801	rna2749	rna229
OG0000802	rna2470	rna234
OG0000803	rna2469	rna235
OG0000804	rna3709	rna242
OG0000805	rna3710	rna243
OG0000806	rna3711	rna244
OG0000807	rna3116	rna251
OG0000808	rna3114	rna253
OG0000809	rna2508	rna255
OG0000810	rna3718	rna259
OG0000811	rna3719	rna263
OG0000812	rna3720	rna264
OG0000813	rna3721	rna267
OG0000814	rna3076	rna273
OG0000815	rna3078	rna275
OG0000816	rna3079	rna276
OG0000817	rna3476	rna279
OG0000818	rna3477	rna285
OG0000819	rna3086	rna286
OG0000820	rna3479	rna290
OG0000821	rna3482	rna293
OG0000822	rna3089	rna294
OG0000823	rna3090	rna295
OG0000824	rna3484	rna297
OG0000825	rna1291	rna307
OG0000826	rna5444	rna310
OG0000827	rna1429	rna313
OG0000828	rna5291	rna324
OG0000829	rna2562	rna1127, rna325
OG0000830	rna5497	rna333
OG0000831	rna3744	rna337
OG0000832	rna5494	rna338
OG0000833	rna3743	rna339
OG0000834	rna3741	rna341
OG0000835	rna5492	rna344
OG0000836	rna5491	rna345
OG0000837	rna3739	rna347
OG0000838	rna5486	rna351
OG0000839	rna3316	rna352
OG0000840	rna1902	rna372
OG0000841	rna593	rna379
OG0000842	rna73	rna386
OG0000843	rna2199	rna391
OG0000844	rna75	rna392
OG0000845	rna2757	rna399
OG0000846	rna2760	rna401
OG0000847	rna2767	rna405
OG0000848	rna2483	rna411
OG0000849	rna2773	rna413
OG0000850	rna2774	rna414
OG0000851	rna2775	rna415
OG0000852	rna4785	rna416
OG0000853	rna2485	rna417
OG0000854	rna2486	rna420
OG0000855	rna2488	rna421
OG0000856	rna2490	rna425
OG0000857	rna2491	rna426
OG0000858	rna4791	rna431
OG0000859	rna4793	rna435
OG0000860	rna4795	rna437
OG0000861	rna4797	rna442
OG0000862	rna4811	rna444
OG0000863	rna4810	rna445
OG0000864	rna1790	rna449
OG0000865	rna1791	rna450
OG0000866	rna265	rna462
OG0000867	rna963	rna464
OG0000868	rna5396	rna468
OG0000869	rna1883	rna471
OG0000870	rna5391	rna474
OG0000871	rna1881	rna475
OG0000872	rna5389	rna477
OG0000873	rna5388	rna478
OG0000874	rna609	rna484
OG0000875	rna617	rna494
OG0000876	rna1562	rna496
OG0000877	rna1561	rna497
OG0000878	rna627	rna498
OG0000879	rna1556	rna503
OG0000880	rna623	rna504
OG0000881	rna5002	rna505
OG0000882	rna5000	rna508
OG0000883	rna5013	rna509
OG0000884	rna5015	rna512
OG0000885	rna5016	rna513
OG0000886	rna5017	rna514
OG0000887	rna2414	rna517
OG0000888	rna3273	rna520
OG0000889	rna2083	rna547
OG0000890	rna1610	rna549
OG0000891	rna1992	rna554
OG0000892	rna1380	rna557
OG0000893	rna1383	rna559
OG0000894	rna4455	rna561
OG0000895	rna1384	rna564
OG0000896	rna1385	rna565
OG0000897	rna4451	rna567
OG0000898	rna1386	rna568
OG0000899	rna4450	rna569
OG0000900	rna5266	rna570
OG0000901	rna4445	rna577
OG0000902	rna4444	rna578
OG0000903	rna4443	rna580
OG0000904	rna1399	rna588
OG0000905	rna1400	rna589
OG0000906	rna1403	rna593
OG0000907	rna4435	rna596
OG0000908	rna1405	rna597
OG0000909	rna1406	rna598
OG0000910	rna5870	rna603
OG0000911	rna5875	rna613
OG0000912	rna2071	rna614
OG0000913	rna5877	rna615
OG0000914	rna5878	rna616
OG0000915	rna5879	rna617
OG0000916	rna2072	rna618
OG0000917	rna2073	rna619
OG0000918	rna2074	rna620
OG0000919	rna5880	rna621
OG0000920	rna5881	rna622
OG0000921	rna5882	rna623
OG0000922	rna2138	rna629
OG0000923	rna5886	rna631
OG0000924	rna3465	rna632
OG0000925	rna4277	rna633
OG0000926	rna3470	rna639
OG0000927	rna3473	rna641
OG0000928	rna4272	rna642
OG0000929	rna3474	rna643
OG0000930	rna4268	rna644
OG0000931	rna4267	rna645
OG0000932	rna868	rna646
OG0000933	rna4259	rna657
OG0000934	rna874	rna658
OG0000935	rna5735	rna660, rna1819
OG0000936	rna4256	rna664
OG0000937	rna4255	rna665
OG0000938	rna877	rna666
OG0000939	rna6278	rna670
OG0000940	rna6280	rna671
OG0000941	rna6284	rna675
OG0000942	rna6285	rna676
OG0000943	rna6286	rna677
OG0000944	rna2792	rna679
OG0000945	rna3412	rna684
OG0000946	rna3410	rna686
OG0000947	rna2789	rna687
OG0000948	rna3409	rna688
OG0000949	rna3408	rna689
OG0000950	rna3406	rna691
OG0000951	rna2788	rna692
OG0000952	rna3405	rna694
OG0000953	rna3404	rna697
OG0000954	rna3400	rna703
OG0000955	rna3399	rna705
OG0000956	rna2781	rna707
OG0000957	rna2780	rna709
OG0000958	rna3398	rna712
OG0000959	rna4377	rna714
OG0000960	rna3028	rna715
OG0000961	rna3396	rna716
OG0000962	rna4379	rna720
OG0000963	rna3392	rna724
OG0000964	rna4307	rna732
OG0000965	rna4390	rna738
OG0000966	rna4391	rna739
OG0000967	rna4399	rna749
OG0000968	rna4300	rna751
OG0000969	rna4299	rna752
OG0000970	rna4401	rna753
OG0000971	rna4297	rna757
OG0000972	rna4295	rna759
OG0000973	rna5566	rna765
OG0000974	rna1361	rna766
OG0000975	rna4206	rna769
OG0000976	rna2245	rna770
OG0000977	rna4204	rna771
OG0000978	rna2238	rna777
OG0000979	rna4197	rna779
OG0000980	rna4196	rna783
OG0000981	rna4194	rna787
OG0000982	rna2227	rna794
OG0000983	rna3455	rna807
OG0000984	rna3325	rna808
OG0000985	rna958	rna816
OG0000986	rna257	rna822
OG0000987	rna956	rna825
OG0000988	rna952	rna832
OG0000989	rna247	rna835
OG0000990	rna3486	rna836
OG0000991	rna3488	rna839
OG0000992	rna3102	rna850
OG0000993	rna3103	rna851
OG0000994	rna635	rna858
OG0000995	rna5312	rna861
OG0000996	rna1437	rna862
OG0000997	rna4231	rna863
OG0000998	rna2273	rna873
OG0000999	rna2271	rna876
OG0001000	rna4719	rna885
OG0001001	rna4718	rna887
OG0001002	rna4717	rna888
OG0001003	rna6149	rna894
OG0001004	rna6148	rna895
OG0001005	rna6147	rna896
OG0001006	rna6144	rna900
OG0001007	rna4753	rna901
OG0001008	rna5356	rna905
OG0001010	rna345	rna913
OG0001011	rna6167	rna915
OG0001012	rna6164	rna920
OG0001013	rna6160	rna926
OG0001014	rna336	rna930
OG0001015	rna334	rna932
OG0001016	rna6155	rna935
OG0001017	rna333	rna937
OG0001018	rna384	rna948
OG0001019	rna382	rna951
OG0001020	rna375	rna961
OG0001021	rna1432	rna965
OG0001022	rna1270	rna970
OG0001023	rna2653	rna971
OG0001024	rna1271	rna972
OG0001025	rna4685	rna975
OG0001026	rna4686	rna976
OG0001027	rna5839	rna979
OG0001028	rna474	rna980, rna981
OG0001029	rna5914	rna985
OG0001030	rna6258	rna988
OG0001031	rna4314	rna989
OG0001032	rna6261	rna992
OG0001033	rna6262	rna994
OG0001034	rna6263	rna995
OG0001035	rna6264	rna996
OG0001036	rna6232	rna1005
OG0001037	rna2336	rna1006
OG0001038	rna6230	rna1007
OG0001039	rna6229	rna1008
OG0001040	rna6227	rna1010
OG0001041	rna6222	rna1014
OG0001042	rna6221	rna1015
OG0001043	rna6218	rna1020
OG0001044	rna6216	rna1023
OG0001045	rna6215	rna1024
OG0001046	rna6212	rna1026
OG0001047	rna2326	rna1028
OG0001048	rna2325	rna1030
OG0001049	rna2324	rna1031
OG0001050	rna475	rna1032
OG0001051	rna1595	rna1034
OG0001052	rna3004	rna1036
OG0001053	rna1591	rna1038
OG0001054	rna1590	rna1039
OG0001055	rna3003	rna1040
OG0001056	rna5384	rna1046
OG0001057	rna5374	rna1048
OG0001058	rna322	rna1051
OG0001059	rna320	rna1054
OG0001060	rna6140	rna1059
OG0001061	rna6139	rna1060
OG0001062	rna6137	rna1062
OG0001063	rna312	rna1064
OG0001064	rna178	rna1071
OG0001065	rna3518	rna1072
OG0001066	rna4594	rna1075
OG0001067	rna4586	rna1084
OG0001068	rna3532	rna1093
OG0001069	rna4580	rna1094
OG0001070	rna5710	rna1101
OG0001071	rna4722	rna1103
OG0001072	rna4219	rna1106
OG0001073	rna4217	rna1109
OG0001074	rna3658	rna1112
OG0001075	rna3657	rna1113
OG0001076	rna3654	rna1116
OG0001077	rna3648	rna1120
OG0001078	rna2566	rna1121
OG0001079	rna2564	rna1123
OG0001080	rna3646	rna1125
OG0001081	rna3560	rna1129
OG0001082	rna2557	rna1131
OG0001083	rna4558	rna1133
OG0001084	rna3327	rna1134
OG0001085	rna3329	rna1136
OG0001086	rna3331	rna1139
OG0001087	rna3332	rna1140
OG0001088	rna3336	rna1147
OG0001089	rna3337	rna1148
OG0001090	rna3338	rna1150
OG0001091	rna3448	rna1151
OG0001092	rna3339	rna1155
OG0001093	rna3445	rna1156
OG0001094	rna3444	rna1157
OG0001095	rna3341	rna1159
OG0001096	rna3342	rna1161
OG0001097	rna3442	rna1162
OG0001098	rna3440	rna1164
OG0001099	rna532, rna643	rna1198
OG0001100	rna535	rna1203
OG0001101	rna536	rna1204
OG0001102	rna539	rna1206
OG0001103	rna544	rna1214
OG0001104	rna545	rna1215
OG0001106	rna1479	rna1217
OG0001107	rna1481	rna1219
OG0001108	rna1476	rna1221
OG0001109	rna552	rna1228
OG0001110	rna558	rna1234
OG0001111	rna1460	rna1245
OG0001112	rna4037	rna1259
OG0001113	rna4041	rna1263
OG0001114	rna4044	rna1267
OG0001115	rna4882	rna1268
OG0001116	rna4885	rna1271
OG0001117	rna647	rna1275
OG0001118	rna4886	rna1276
OG0001119	rna4887	rna1278
OG0001120	rna5569	rna1280
OG0001121	rna4888	rna1282
OG0001122	rna4889	rna1284
OG0001123	rna2256	rna1289
OG0001124	rna2257	rna1291
OG0001125	rna2258	rna1292
OG0001126	rna2064	rna1293
OG0001127	rna2075	rna1295
OG0001128	rna4897	rna1296
OG0001129	rna4898	rna1297
OG0001130	rna4899	rna1298
OG0001131	rna4901	rna1301
OG0001132	rna2479	rna1306
OG0001133	rna4904	rna1307
OG0001134	rna4907	rna1310
OG0001135	rna4908	rna1311
OG0001136	rna4909	rna1312
OG0001137	rna4910	rna1313
OG0001138	rna4912	rna1315
OG0001139	rna4913	rna1318
OG0001140	rna4915	rna1320
OG0001141	rna4916	rna1321
OG0001142	rna3058	rna1329
OG0001143	rna3059	rna1330
OG0001144	rna3061	rna1334
OG0001145	rna639	rna1337
OG0001146	rna638	rna1338
OG0001147	rna3066	rna1341
OG0001148	rna1436	rna1342
OG0001149	rna5313	rna1343
OG0001150	rna1434	rna1346
OG0001151	rna5316	rna1348
OG0001152	rna5346	rna1355
OG0001153	rna5347	rna1356
OG0001154	rna5348	rna1358
OG0001155	rna5350	rna1360
OG0001156	rna80	rna1369
OG0001157	rna79	rna1370
OG0001158	rna235	rna1371
OG0001159	rna924	rna1375
OG0001160	rna2285	rna1381
OG0001161	rna5335	rna1382
OG0001162	rna4134	rna1384
OG0001163	rna4135	rna1385
OG0001164	rna4136	rna1386
OG0001165	rna4137	rna1387
OG0001166	rna4138	rna1388
OG0001167	rna4140	rna1390
OG0001168	rna5596	rna1393
OG0001169	rna5599	rna1396
OG0001170	rna4146	rna1398
OG0001171	rna618	rna1399
OG0001172	rna5607	rna1419
OG0001173	rna2149	rna1424
OG0001174	rna436	rna1427
OG0001175	rna2148	rna1428
OG0001176	rna440	rna1435
OG0001177	rna2076	rna1438
OG0001178	rna4422	rna1440
OG0001179	rna5403	rna1441
OG0001180	rna5404	rna1443
OG0001181	rna4472	rna1445
OG0001182	rna5406	rna1446
OG0001183	rna4471	rna1447
OG0001184	rna5407	rna1448
OG0001185	rna5408	rna1449
OG0001186	rna4469	rna1451
OG0001187	rna5410	rna1452
OG0001188	rna5411	rna1454
OG0001189	rna4781	rna1457
OG0001190	rna4784	rna1461
OG0001191	rna4338	rna1462
OG0001192	rna4337	rna1463
OG0001193	rna2776	rna1464
OG0001194	rna5561	rna1466
OG0001195	rna5563	rna1468
OG0001196	rna1351	rna1469
OG0001197	rna5564	rna1471
OG0001198	rna1355	rna1474
OG0001199	rna1360	rna1481
OG0001200	rna5701	rna1483
OG0001201	rna5697	rna1486
OG0001202	rna5696	rna1488
OG0001203	rna5693	rna1497
OG0001204	rna5689	rna1506
OG0001205	rna5688	rna1507
OG0001206	rna5686	rna1510
OG0001207	rna5684	rna1511
OG0001208	rna4698	rna1512
OG0001209	rna5683	rna1513
OG0001210	rna1670	rna1520
OG0001211	rna1666	rna1524
OG0001212	rna1663	rna1527
OG0001213	rna2924	rna1530
OG0001214	rna2927	rna1533
OG0001215	rna2928	rna1534
OG0001216	rna2930	rna1536
OG0001217	rna1659	rna1537
OG0001218	rna1658	rna1539
OG0001219	rna2933	rna1540
OG0001220	rna1654	rna1542
OG0001221	rna1650	rna1547
OG0001222	rna2942	rna1548
OG0001223	rna2943	rna1554
OG0001224	rna5192	rna1557
OG0001225	rna5191	rna1558
OG0001226	rna5187	rna1564
OG0001227	rna666	rna1567
OG0001228	rna665	rna1569
OG0001229	rna664	rna1570
OG0001230	rna662	rna1572
OG0001231	rna660	rna1574
OG0001232	rna655	rna1581
OG0001233	rna5180	rna1584
OG0001234	rna653	rna1585
OG0001235	rna5179	rna1586
OG0001236	rna2916	rna1588
OG0001237	rna1676	rna1592
OG0001238	rna2917	rna1593
OG0001239	rna3185	rna1598
OG0001240	rna5676	rna1603
OG0001241	rna5675	rna1604
OG0001242	rna5920	rna1605
OG0001243	rna5674	rna1606
OG0001244	rna5671	rna1610
OG0001245	rna5922	rna1614
OG0001246	rna5923	rna1616
OG0001247	rna5668	rna1617
OG0001248	rna5925	rna1621
OG0001249	rna5665	rna1624
OG0001250	rna5664	rna1625
OG0001251	rna5663	rna1626
OG0001252	rna1253	rna1631
OG0001253	rna2639	rna1633
OG0001254	rna2638	rna1634
OG0001255	rna1248	rna1638
OG0001256	rna1246	rna1642
OG0001257	rna1245	rna1643
OG0001258	rna1244	rna1644
OG0001259	rna2613	rna1650
OG0001260	rna2614	rna1652
OG0001261	rna2615	rna1653
OG0001262	rna2617	rna1655
OG0001263	rna1239	rna1657
OG0001264	rna1238	rna1658
OG0001265	rna1237	rna1659
OG0001266	rna1231	rna1661
OG0001267	rna1232	rna1662
OG0001268	rna3842	rna1666
OG0001269	rna3843	rna1667
OG0001270	rna3232	rna1669
OG0001271	rna1228	rna1674
OG0001272	rna2621, rna2620	rna1676
OG0001273	rna5325	rna1678
OG0001274	rna363	rna1681
OG0001275	rna362	rna1682
OG0001276	rna5071	rna1683
OG0001277	rna5070	rna1684
OG0001278	rna5069	rna1686
OG0001279	rna2847	rna1690
OG0001280	rna2182	rna1698
OG0001281	rna1759	rna1700
OG0001282	rna1026	rna1704
OG0001283	rna1029	rna1708
OG0001284	rna1763	rna1712
OG0001285	rna1032	rna1713
OG0001286	rna1033	rna1714
OG0001287	rna2436	rna1726
OG0001288	rna4881	rna1727
OG0001289	rna1445	rna1731
OG0001290	rna1444	rna1732
OG0001291	rna5306	rna1734
OG0001292	rna1442	rna1735
OG0001293	rna4507	rna1741
OG0001294	rna3601	rna1744
OG0001295	rna3600	rna1745
OG0001296	rna3598	rna1747
OG0001297	rna3597	rna1748
OG0001298	rna4504	rna1749
OG0001299	rna3596	rna1750
OG0001300	rna4503	rna1751
OG0001301	rna3595	rna1752
OG0001302	rna3594	rna1753
OG0001303	rna5282	rna1756
OG0001304	rna26	rna1758
OG0001305	rna27	rna1759
OG0001306	rna5770	rna1760
OG0001307	rna5767	rna1767
OG0001308	rna5048	rna1770
OG0001309	rna5049	rna1772
OG0001310	rna5518	rna1777
OG0001311	rna5511	rna1785
OG0001312	rna5059	rna1789
OG0001313	rna5507	rna1790
OG0001314	rna5506	rna1791
OG0001315	rna5064	rna1797
OG0001316	rna5501	rna1800
OG0001317	rna5067	rna1801
OG0001318	rna4799	rna1802
OG0001319	rna4805	rna1810
OG0001320	rna3534	rna1817
OG0001321	rna4741	rna1818
OG0001322	rna5359	rna1821
OG0001323	rna300	rna1825
OG0001324	rna1261	rna1827
OG0001325	rna3320	rna1828
OG0001326	rna1259	rna1831
OG0001327	rna2644	rna1832
OG0001328	rna2643	rna1833
OG0001329	rna2642	rna1835
OG0001330	rna1256	rna1839
OG0001331	rna1410	rna1842
OG0001332	rna1413	rna1846
OG0001333	rna1177	rna1852
OG0001334	rna1179	rna1854
OG0001335	rna746	rna1855
OG0001336	rna745	rna1857
OG0001337	rna1181	rna1858
OG0001338	rna744	rna1859
OG0001339	rna1182	rna1860
OG0001340	rna1183	rna1861
OG0001341	rna743	rna1864
OG0001342	rna742	rna1866
OG0001343	rna1189	rna1868
OG0001344	rna1190	rna1869
OG0001345	rna6182	rna1872
OG0001346	rna6179	rna1878
OG0001347	rna6178	rna1879
OG0001348	rna6174	rna1885
OG0001349	rna357	rna1886
OG0001350	rna356	rna1887
OG0001351	rna355	rna1888
OG0001352	rna6173	rna1889
OG0001353	rna5857	rna1891
OG0001354	rna5858	rna1892
OG0001355	rna5859	rna1893
OG0001356	rna5864	rna1898
OG0001357	rna5865	rna1899
OG0001358	rna5867	rna1903
OG0001359	rna4661	rna1905
OG0001360	rna4068	rna1907
OG0001361	rna799	rna1908
OG0001362	rna797	rna1911
OG0001363	rna796	rna1912
OG0001364	rna795	rna1913
OG0001365	rna794	rna1914
OG0001366	rna4065	rna1924
OG0001367	rna4064	rna1925
OG0001368	rna2654	rna1930
OG0001369	rna2655	rna1932
OG0001370	rna4373	rna1935
OG0001371	rna4371	rna1937
OG0001372	rna6257	rna1939
OG0001373	rna2181	rna1940
OG0001374	rna2026	rna1946
OG0001375	rna4161	rna1953
OG0001376	rna4160	rna1954
OG0001377	rna3806	rna1957
OG0001378	rna2549	rna1961
OG0001379	rna6110	rna1963
OG0001380	rna1771	rna1967
OG0001381	rna1774	rna1971
OG0001382	rna1042	rna1973
OG0001383	rna1777	rna1975
OG0001384	rna1778	rna1976
OG0001385	rna1779	rna1977
OG0001386	rna2216	rna1986
OG0001387	rna2215	rna1987
OG0001388	rna2211	rna1991
OG0001389	rna2210	rna1993
OG0001390	rna2209	rna1994
OG0001391	rna4178	rna1997
OG0001392	rna2206	rna1999
OG0001393	rna4175	rna2001
OG0001394	rna4174	rna2002
OG0001395	rna69	rna2008
OG0001396	rna2204	rna2009
OG0001397	rna5205	rna2010
OG0001398	rna687	rna2012
OG0001399	rna688	rna2013
OG0001400	rna1122	rna2015
OG0001401	rna5209	rna2020
OG0001402	rna5212	rna2024
OG0001403	rna5215	rna2026
OG0001404	rna3052	rna2065
OG0001405	rna5825	rna2073
OG0001406	rna5823	rna2075
OG0001407	rna1513	rna2082
OG0001408	rna5829	rna2086
OG0001409	rna1507	rna2092
OG0001410	rna5421	rna2094
OG0001411	rna5417	rna2098
OG0001412	rna5416	rna2102
OG0001413	rna4779	rna2105
OG0001414	rna4777	rna2107
OG0001415	rna4774	rna2113
OG0001416	rna4773	rna2114
OG0001417	rna4770	rna2119
OG0001418	rna4348	rna2121
OG0001419	rna4346	rna2123
OG0001420	rna4772	rna2125
OG0001421	rna4353	rna2128
OG0001422	rna4354	rna2130
OG0001423	rna4763	rna2131
OG0001424	rna6107	rna2134
OG0001425	rna6109	rna2136
OG0001426	rna1007	rna2138
OG0001427	rna1006	rna2139
OG0001428	rna1037	rna2140
OG0001429	rna3673	rna2144
OG0001430	rna3672	rna2146
OG0001431	rna3179	rna2150
OG0001432	rna5702	rna2154
OG0001433	rna5565	rna2155
OG0001434	rna4290	rna2156
OG0001435	rna4289	rna2157
OG0001436	rna4407	rna2158
OG0001437	rna4288, rna832	rna2159
OG0001438	rna4287	rna2160
OG0001439	rna3457	rna2163
OG0001440	rna3458	rna2164
OG0001441	rna4285	rna2165
OG0001442	rna3459	rna2167
OG0001443	rna3461	rna2170
OG0001444	rna4281	rna2174
OG0001445	rna3462	rna2175
OG0001446	rna4278	rna2179
OG0001447	rna2135	rna2187
OG0001448	rna2134	rna2188
OG0001449	rna2132	rna2191
OG0001450	rna5892	rna2195
OG0001451	rna256	rna2204
OG0001452	rna2280	rna2211
OG0001453	rna2281	rna2214
OG0001454	rna2283	rna2216
OG0001455	rna4158	rna2225
OG0001456	rna3812	rna2226
OG0001457	rna4171	rna2228
OG0001458	rna3804	rna2232
OG0001459	rna2224	rna2237
OG0001460	rna3504	rna2241
OG0001461	rna3503	rna2242
OG0001462	rna3502	rna2243
OG0001463	rna5163	rna2244
OG0001464	rna4034	rna2255
OG0001465	rna4035	rna2258
OG0001466	rna580	rna2261
OG0001467	rna581	rna2263
OG0001468	rna582	rna2264
OG0001469	rna2020	rna2268
OG0001470	rna3890	rna2270
OG0001471	rna1831	rna2275
OG0001472	rna3898	rna2285
OG0001473	rna3900	rna2288
OG0001474	rna1822	rna2291
OG0001475	rna3903	rna2292
OG0001476	rna1821	rna2294
OG0001477	rna1820	rna2295
OG0001478	rna3542	rna2303
OG0001479	rna5937	rna2305
OG0001480	rna5936	rna2306
OG0001481	rna5935	rna2307
OG0001482	rna5932	rna2312
OG0001483	rna5661	rna2313
OG0001484	rna1409	rna2314
OG0001485	rna4431	rna2315
OG0001486	rna5782	rna2318
OG0001487	rna3166	rna2319
OG0001488	rna5779	rna2321
OG0001489	rna3188	rna2328
OG0001490	rna3189	rna2329
OG0001491	rna5967	rna2334
OG0001492	rna5966	rna2336
OG0001493	rna5627	rna2337
OG0001494	rna5628	rna2338
OG0001495	rna5964	rna2339
OG0001496	rna5633	rna2344
OG0001497	rna5634	rna2345
OG0001498	rna5640	rna2354
OG0001499	rna5641	rna2356
OG0001500	rna5955	rna2360
OG0001501	rna5648	rna2363
OG0001502	rna1860	rna2372
OG0001503	rna1852	rna2380
OG0001504	rna1851	rna2382
OG0001505	rna2722	rna2386
OG0001506	rna4988	rna2391
OG0001507	rna2727	rna2396
OG0001508	rna4983	rna2398
OG0001509	rna2728	rna2399
OG0001510	rna4982	rna2400
OG0001511	rna4979	rna2404
OG0001512	rna4977	rna2406
OG0001513	rna738	rna2407
OG0001514	rna4976	rna2408
OG0001515	rna4974	rna2410
OG0001516	rna4973	rna2411
OG0001517	rna737	rna2412
OG0001518	rna4970	rna2414
OG0001519	rna735	rna2416
OG0001520	rna734	rna2417
OG0001521	rna2777	rna2433
OG0001522	rna4672	rna2434
OG0001523	rna5854	rna2435
OG0001524	rna5855	rna2436
OG0001525	rna6172	rna2440
OG0001526	rna352	rna2441
OG0001527	rna351	rna2442
OG0001528	rna4132	rna2451
OG0001529	rna3256	rna2455
OG0001530	rna3237	rna2457
OG0001531	rna3236	rna2459
OG0001532	rna3258	rna2461
OG0001533	rna3234	rna2462
OG0001534	rna3279	rna2468
OG0001535	rna3829	rna2472
OG0001536	rna3266	rna2473
OG0001537	rna3828	rna2475
OG0001538	rna4649	rna2478
OG0001539	rna842	rna2480
OG0001540	rna841	rna2481
OG0001541	rna840	rna2486
OG0001542	rna4655	rna2487
OG0001543	rna4362	rna2493
OG0001544	rna4363	rna2495
OG0001545	rna4364	rna2496
OG0001546	rna4365	rna2497
OG0001547	rna4367	rna2499
OG0001548	rna4331	rna2503
OG0001549	rna4332	rna2504
OG0001550	rna4312	rna2508
OG0001551	rna1605	rna2509
OG0001552	rna3389	rna2514
OG0001553	rna1603	rna2516
OG0001554	rna3385	rna2518
OG0001555	rna1602	rna2519
OG0001556	rna1601	rna2520
OG0001557	rna3384	rna2521
OG0001558	rna3372	rna2523
OG0001559	rna1600	rna2526
OG0001560	rna1849	rna2536
OG0001561	rna4480	rna2538
OG0001562	rna4488	rna2546
OG0001563	rna1936	rna2553
OG0001564	rna1935	rna2554
OG0001565	rna1954	rna2556
OG0001566	rna1952	rna2558
OG0001567	rna1934	rna2559
OG0001568	rna1957	rna2560
OG0001569	rna6045	rna2566
OG0001570	rna6046	rna2568
OG0001571	rna6047	rna2569
OG0001572	rna6048	rna2571
OG0001573	rna6050	rna2573
OG0001574	rna6051	rna2574
OG0001575	rna6059	rna2578
OG0001576	rna6061	rna2581
OG0001577	rna6062	rna2582
OG0001578	rna6063	rna2583
OG0001579	rna1194	rna2584
OG0001580	rna1191	rna2587
OG0001581	rna6067	rna2589
OG0001582	rna6068	rna2590
OG0001583	rna4055	rna2592
OG0001584	rna4057	rna2594
OG0001585	rna4058	rna2595
OG0001586	rna781	rna2597
OG0001587	rna782	rna2598
OG0001588	rna784	rna2603
OG0001589	rna4680	rna2606
OG0001590	rna5849	rna2619
OG0001591	rna5851	rna2622
OG0001592	rna2656	rna2627
OG0001593	rna2658	rna2633
OG0001594	rna1276	rna2635
OG0001595	rna1277	rna2637
OG0001596	rna1278	rna2638
OG0001597	rna2661	rna2639
OG0001598	rna2998	rna2648
OG0001599	rna1586	rna2650
OG0001600	rna1582	rna2655
OG0001601	rna1581	rna2656
OG0001602	rna6171	rna2657
OG0001603	rna1580	rna2658
OG0001604	rna1577	rna2662
OG0001605	rna2994	rna2665
OG0001606	rna1574	rna2668
OG0001607	rna2986	rna2679
OG0001608	rna5831	rna2685
OG0001609	rna2982	rna2686
OG0001610	rna5830	rna2687
OG0001611	rna5424	rna2688
OG0001612	rna5380	rna2690
OG0001613	rna4475	rna2693
OG0001614	rna6192	rna2700
OG0001615	rna2298	rna2705
OG0001616	rna6196	rna2707
OG0001617	rna2299	rna2708
OG0001618	rna6198	rna2711
OG0001619	rna2303	rna2713
OG0001620	rna6199	rna2715
OG0001621	rna2306	rna2720
OG0001622	rna2307	rna2721
OG0001623	rna2308	rna2723
OG0001624	rna2309	rna2724
OG0001625	rna2311	rna2726
OG0001626	rna6204	rna2734
OG0001627	rna476	rna2744
OG0001628	rna3005	rna2746
OG0001629	rna478	rna2747
OG0001630	rna3006	rna2751
OG0001631	rna481	rna2753
OG0001632	rna2973	rna2756
OG0001633	rna1909	rna2757
OG0001634	rna1910	rna2758
OG0001635	rna1913	rna2760
OG0001636	rna1916	rna2762
OG0001637	rna2971	rna2764
OG0001638	rna2970	rna2765
OG0001639	rna2969	rna2766
OG0001640	rna2968	rna2768
OG0001641	rna2344	rna2769
OG0001642	rna2346	rna2771
OG0001643	rna3953	rna2772
OG0001644	rna3954	rna2773
OG0001645	rna3955	rna2775
OG0001646	rna1093	rna2781
OG0001647	rna1096	rna2786
OG0001648	rna1100	rna2790
OG0001649	rna1101	rna2792
OG0001650	rna3964	rna2793
OG0001651	rna1103	rna2795
OG0001652	rna1104	rna2796
OG0001653	rna3967	rna2800
OG0001654	rna1106	rna2803
OG0001655	rna3971	rna2805
OG0001656	rna1107	rna2807
OG0001657	rna3974	rna2810
OG0001658	rna1109	rna2812
OG0001659	rna1110	rna2813
OG0001660	rna3976	rna2814
OG0001661	rna3978	rna2816
OG0001662	rna1118	rna2821
OG0001663	rna1117	rna2822
OG0001664	rna1120	rna2842
OG0001665	rna1121	rna2843
OG0001666	rna1126	rna2849
OG0001667	rna1128	rna2851
OG0001668	rna4027	rna2852
OG0001669	rna1130	rna2853
OG0001670	rna4101	rna2857
OG0001671	rna4100	rna2859
OG0001672	rna4099	rna2860
OG0001673	rna1136	rna2863
OG0001674	rna1137	rna2864
OG0001675	rna4098	rna2865
OG0001676	rna4097	rna2866
OG0001677	rna4096	rna2867
OG0001678	rna1139	rna2869
OG0001679	rna1142	rna2871
OG0001680	rna1144	rna2873
OG0001681	rna4094	rna2874
