Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0000382	rna820	Skud_4.128
OG0000383	rna4697	Skud_13.375
OG0000383	rna5175	Skud_14.348
OG0000384	rna4734, rna5728	Skud_15.480, Skud_13.413
OG0000385	rna462	Skud_2.370
OG0000385	rna2095	Skud_7.168
OG0000386	rna1080	Skud_4.393
OG0000386	rna3938	Skud_12.176
OG0000387	rna5525	Skud_15.273
OG0000387	rna5044	Skud_14.223
OG0000388	rna2697	Skud_8.176
OG0000388	rna5038	Skud_14.216
OG0000389	rna5716	Skud_15.467
OG0000389	rna4728	Skud_13.406
OG0000390	rna6044	Skud_16.234
OG0000391	rna4516	Skud_13.196
OG0000391	rna3588	Skud_11.164
OG0000392	rna4996	Skud_14.177
OG0000392	rna2715	Skud_8.194
OG0000393	rna224	Skud_15.531, Skud_2.121
OG0000394	rna991	Skud_4.300
OG0000394	rna289	Skud_2.191
OG0000395	rna2721	Skud_8.200
OG0000395	rna4992	Skud_14.173
OG0000396	rna2472	Skud_7.581
OG0000396	rna2748	Skud_8.227
OG0000397	rna2481	Skud_7.590
OG0000397	rna2769	Skud_8.246
OG0000398	rna1560	Skud_5.81
OG0000398	rna626	Skud_3.102
OG0000399	rna3554	Skud_11.132
OG0000400	rna6166	Skud_16.370
OG0000400	rna343	Skud_2.249
OG0000401	rna378	Skud_2.285
OG0000402	rna5255	Skud_15.1
OG0000403	rna2918	Skud_9.97
OG0000403	rna1675	Skud_5.200
OG0000404	rna4802	Skud_13.479
OG0000404	rna2501	Skud_7.612
OG0000405	rna1260, rna2646	Skud_4.575, Skud_8.123
OG0000406	rna5861	Skud_16.47
OG0000407	rna785	Skud_4.94
OG0000407	rna4062	Skud_12.270
OG0000408	rna1043, rna1780	Skud_5.313
OG0000409	rna3775	Skud_12.13
OG0000410	rna3438	Skud_11.5
OG0000411	rna707, rna3427	Skud_20.2, Skud_4.2
OG0000412	rna732	Skud_4.35
OG0000413	rna4925	Skud_14.104
OG0000414	rna1346	Skud_4.662
OG0000415	rna167	Skud_2.59
OG0000416	rna3034	Skud_9.216
OG0000416	rna3035	Skud_9.217
OG0000417	rna6113	Skud_16.307
OG0000418	rna984, rna982, rna983	Skud_4.293
OG0000419	rna4569	Skud_13.246
OG0000421	rna4080	Skud_12.289
OG0000422	rna5470	Skud_15.216
OG0000422	rna3728	Skud_11.308
OG0000423	rna729	Skud_4.32
OG0000423	rna4961	Skud_14.140
OG0000424	rna4336	Skud_13.18
OG0000425	rna5827	Skud_16.13
OG0000425	rna4748	Skud_13.425
OG0000426	rna3512	Skud_11.87
OG0000427	rna695	Skud_3.172
OG0000428	rna5603	Skud_15.354
OG0000429	rna3939	Skud_12.177
OG0000430	rna5158	Skud_14.326
OG0000431	rna2826	Skud_9.5
OG0000432	rna2790	Skud_8.269
OG0000433	rna4378	Skud_13.61
OG0000434	rna4298	Skud_12.530
OG0000435	rna3491	Skud_11.63
OG0000435	rna3490	Skud_11.62
OG0000436	rna329	Skud_2.232
OG0000437	rna4725	Skud_13.403
OG0000438	rna3441	Skud_11.8
OG0000439	rna4142	Skud_12.367
OG0000440	rna1858	Skud_6.62
OG0000441	rna510	Skud_2.418
OG0000442	rna299, rna998	Skud_4.307
OG0000443	rna1770	Skud_5.303
OG0000444	rna4812	Skud_13.489
OG0000445	rna2136	Skud_7.213
OG0000446	rna1897	Skud_6.105
OG0000447	rna4966	Skud_14.145
OG0000448	rna2619	Skud_8.101
OG0000449	rna4329	Skud_13.10
OG0000450	rna3390	Skud_10.347
OG0000451	rna4677	Skud_13.356
OG0000452	rna2996	Skud_9.179
OG0000453	rna6201	Skud_16.402
OG0000453	rna2305	Skud_7.396
OG0000454	rna3022	Skud_9.204
OG0000455	rna3015	Skud_9.200
OG0000456	rna1341	Skud_4.656
OG0000457	rna2956	Skud_9.133
OG0000458	rna168	Skud_2.60
OG0000459	rna122	Skud_2.15
OG0000460	rna179	Skud_2.71
OG0000461	rna6112	Skud_16.306
OG0000462	rna864	Skud_4.174
OG0000463	rna2883	Skud_9.64
OG0000465	rna2009	Skud_7.76
OG0000466	rna996	Skud_4.305
OG0000467	rna4103	Skud_12.328
OG0000468	rna981	Skud_4.292
OG0000469	rna1299, rna2679	Skud_4.617
OG0000470	rna1846	Skud_6.50
OG0000471	rna4521	Skud_13.201
OG0000472	rna1503	Skud_5.22
OG0000472	rna6288	Skud_16.497
OG0000473	rna2980	Skud_9.159
OG0000473	rna5428	Skud_15.174
OG0000474	rna5426	Skud_15.171
OG0000474	rna1588, rna5427	Skud_15.172
OG0000475	rna2932, rna1740	TCONS_novel_00000482_1-frame_1, TCONS_novel_00000060_1-frame_2, TCONS_novel_00000479_1-frame_3
OG0000476	rna3037	Skud_9.219
OG0000477	rna1988	Skud_7.53
OG0000478	rna1367	Skud_4.686
OG0000479	rna1747	Skud_5.282
OG0000480	rna19	Skud_1.11
OG0000481	rna5737	Skud_15.490
OG0000482	rna1162	Skud_4.477
OG0000483	rna4148	Skud_12.373
OG0000484	rna4153	Skud_12.378
OG0000486	rna2195	Skud_7.278
OG0000487	rna2468	Skud_7.577
OG0000488	rna3715	Skud_11.296
OG0000489	rna629	Skud_3.106
OG0000490	rna3088	Skud_10.46
OG0000491	rna1290	Skud_4.605
OG0000492	rna5490	Skud_15.238
OG0000493	rna3738	Skud_11.319
OG0000494	rna2591	Skud_8.70
OG0000495	rna2202	Skud_7.284
OG0000496	rna2190	Skud_7.273
OG0000497	rna2492	Skud_7.603
OG0000498	rna2795	Skud_8.274
OG0000499	rna607	Skud_3.77
OG0000500	rna3272	Skud_10.230
OG0000501	rna1381	Skud_4.702
OG0000502	rna4456	Skud_13.144
OG0000503	rna4453	Skud_13.139
OG0000504	rna4447	Skud_13.133
OG0000505	rna4433	Skud_13.119
OG0000506	rna1407	Skud_4.732
OG0000507	rna4265	Skud_12.491
OG0000508	rna872	Skud_4.182
OG0000509	rna4260	Skud_12.487
OG0000510	rna3411	Skud_10.367
OG0000511	rna4395	Skud_13.79
OG0000512	rna4396	Skud_13.80
OG0000513	rna4291	Skud_12.522
OG0000514	rna3555	Skud_11.133
OG0000515	rna3556	Skud_11.134
OG0000516	rna1906	Skud_6.115
OG0000518	rna260	Skud_2.154
OG0000520	rna250	Skud_2.146
OG0000521	rna3093	Skud_10.51
OG0000522	rna3094	Skud_10.52
OG0000523	rna2270	Skud_7.358
OG0000524	rna5706	Skud_15.457
OG0000525	rna338	Skud_2.243
OG0000526	rna332	Skud_2.235
OG0000527	rna6153	Skud_16.352
OG0000528	rna6033	Skud_16.224
OG0000529	rna3029	Skud_9.211
OG0000530	rna6151	Skud_16.350
OG0000531	rna6141	Skud_2.217, Skud_16.338
OG0000532	rna311	Skud_2.214
OG0000533	rna4589	Skud_13.267
OG0000534	rna5712	Skud_15.462
OG0000535	rna3653	Skud_11.227
OG0000536	rna3561	Skud_11.139
OG0000537	rna554	Skud_3.20
OG0000538	rna570	Skud_3.36
OG0000539	rna4890	Skud_14.69
OG0000540	rna3055	Skud_10.9
OG0000541	rna3064	Skud_10.22
OG0000542	rna637	Skud_3.113
OG0000543	rna636	Skud_3.112
OG0000544	rna920	Skud_4.229
OG0000545	rna923	Skud_4.237
OG0000546	rna4154	Skud_12.379
OG0000547	rna5412	Skud_15.158
OG0000548	rna1357	Skud_4.673
OG0000549	rna5188	Skud_14.361
OG0000550	rna5185	Skud_14.358
OG0000551	rna663	Skud_3.139
OG0000552	rna657	Skud_3.133
OG0000553	rna656	Skud_3.132
OG0000554	rna5667	Skud_15.419
OG0000555	rna1240	Skud_4.555
OG0000556	rna3231	Skud_10.186
OG0000557	rna364	Skud_2.271
OG0000558	rna3602	Skud_11.178
OG0000559	rna3599	Skud_11.175
OG0000560	rna4502	Skud_13.182
OG0000561	rna5283	Skud_15.30
OG0000562	rna28	Skud_1.20
OG0000563	rna5515	Skud_15.264
OG0000564	rna5509	Skud_15.258
OG0000565	rna2289	Skud_7.378
OG0000566	rna6180	Skud_16.381
OG0000567	rna798	Skud_4.107
OG0000569	rna4063	Skud_12.271
OG0000570	rna4166	Skud_12.393
OG0000571	rna4180	Skud_12.408
OG0000572	rna2207	Skud_7.289
OG0000573	rna1511	Skud_5.31
OG0000574	rna5422	Skud_15.168
OG0000575	rna4767	Skud_13.444
OG0000576	rna2213	Skud_7.295
OG0000577	rna3178	Skud_10.132
OG0000578	rna5703	Skud_15.452
OG0000579	rna4279	Skud_12.503
OG0000580	rna243	Skud_2.138
OG0000581	rna5152	Skud_14.320
OG0000582	rna1834	Skud_6.37
OG0000584	rna3904	Skud_12.140
OG0000585	rna1819	Skud_6.22
OG0000586	rna5626	Skud_15.376
OG0000587	rna5961	Skud_16.149
OG0000588	rna5960	Skud_16.148
OG0000589	rna1859	Skud_6.63
OG0000590	rna5010	Skud_14.189
OG0000591	rna733	Skud_4.36
OG0000592	rna5593	Skud_15.345
OG0000593	rna2418	Skud_7.531
OG0000594	rna3386	Skud_10.343
OG0000595	rna3383	Skud_10.340
OG0000596	rna780	Skud_4.89
OG0000597	rna4059	Skud_12.266
OG0000598	rna1297	Skud_4.615
OG0000599	rna3000	Skud_9.183
OG0000600	rna2995	Skud_9.178
OG0000601	rna2302	Skud_7.393
OG0000602	rna3956	Skud_12.199
OG0000603	rna1094	Skud_4.408
OG0000604	rna3970	Skud_12.215
OG0000605	rna1111	Skud_4.427
OG0000606	rna3980	Skud_12.225
OG0000607	rna1113	Skud_4.428
OG0000608	rna719	Skud_4.21
OG0000609	rna717	Skud_4.19
OG0000610	rna4933	Skud_14.112
OG0000611	rna4930	Skud_14.109
OG0000612	rna3788	Skud_12.28
OG0000613	rna1757	Skud_5.292
OG0000614	rna3368	Skud_10.324
OG0000615	rna892	Skud_4.203
OG0000616	rna5260	Skud_15.7
OG0000617	rna5541	Skud_15.289
OG0000618	rna1921	Skud_6.128
OG0000619	rna6276	Skud_16.485
OG0000620	rna887	Skud_4.198
OG0000621	rna3378	Skud_10.335
OG0000622	rna162	Skud_2.54
OG0000623	rna3356	Skud_10.313
OG0000624	rna108	Skud_2.4
OG0000625	rna119	Skud_2.12
OG0000626	rna120	Skud_2.13
OG0000627	rna3607	Skud_11.183
OG0000628	rna5136	Skud_14.305
OG0000629	rna5131	Skud_14.302
OG0000630	rna827	Skud_4.135
OG0000631	rna1019	Skud_4.328
OG0000632	rna1744	Skud_5.279
OG0000633	rna4759	Skud_13.436
OG0000634	rna2604	Skud_8.84
OG0000635	rna2599	Skud_8.78
OG0000636	rna2651	Skud_8.129
OG0000637	rna6042	Skud_16.232
OG0000638	rna3746	Skud_11.327
OG0000639	rna6093	Skud_16.286
OG0000640	rna1874	Skud_6.77
OG0000641	rna1872	Skud_6.75
OG0000642	rna4818	Skud_13.495
OG0000643	rna3703	Skud_11.284
OG0000644	rna2738	Skud_8.218
OG0000645	rna3436	Skud_11.3
OG0000646	rna5826	Skud_16.12
OG0000647	rna3875	Skud_12.111
OG0000648	rna1217	Skud_4.529
OG0000649	rna5447	Skud_15.196
OG0000650	rna222	Skud_2.119
OG0000651	rna5910	Skud_16.97
OG0000652	rna5907	Skud_16.94
OG0000653	rna160	Skud_2.52
OG0000654	rna1696	Skud_5.225
OG0000656	rna5268	Skud_15.15
OG0000657	rna419	Skud_2.324
OG0000658	rna407	Skud_2.313
OG0000659	rna5781	Skud_15.536
OG0000660	rna5785	Skud_15.540
OG0000661	rna5982	Skud_16.169
OG0000662	rna5617	Skud_15.364
OG0000663	rna3215	Skud_10.142
OG0000664	rna369	Skud_2.276
OG0000665	rna2506	Skud_7.617
OG0000666	rna3362	Skud_10.318
OG0000667	rna473	Skud_2.381
OG0000668	rna469	Skud_2.377
OG0000669	rna5370	Skud_15.117
OG0000670	rna5371	Skud_15.118
OG0000671	rna237	Skud_8.277
OG0000672	rna903	Skud_4.214
OG0000673	rna3888	Skud_12.124
OG0000674	rna2017	Skud_7.83
OG0000675	rna2160	Skud_7.240
OG0000676	rna1607	Skud_5.135
OG0000677	rna1049	Skud_4.360
OG0000678	rna3168	Skud_10.122
OG0000679	rna2406	Skud_7.514
OG0000680	rna5461	Skud_15.207
OG0000681	rna5473	Skud_15.219
OG0000682	rna5479	Skud_15.230
OG0000683	rna5484	Skud_15.235
OG0000684	rna3735	Skud_11.316
OG0000685	rna3797	Skud_12.37
OG0000686	rna1056	Skud_4.369
OG0000687	rna1075	Skud_4.388
OG0000688	rna1081	Skud_4.395
OG0000689	rna5590	Skud_15.338
OG0000690	rna2222	Skud_7.303
OG0000691	rna2681	Skud_8.160
OG0000692	rna2045	Skud_7.110
OG0000693	rna5762	Skud_15.515
OG0000694	rna5032	Skud_14.209
OG0000695	rna5030	Skud_14.207
OG0000696	rna3616	Skud_11.190
OG0000697	rna3620	Skud_11.193
OG0000698	rna3567	Skud_11.145
OG0000699	rna2944	Skud_9.122
OG0000700	rna2961	Skud_9.138
OG0000701	rna2965	Skud_9.144
OG0000702	rna2716	Skud_8.195
OG0000704	rna1835	Skud_6.38
OG0000705	rna2869	Skud_9.48
OG0000707	rna1558, rna625	Skud_3.100, Skud_5.79
OG0000708	rna1411	Skud_4.736
OG0000711	rna2358	Skud_7.466
OG0000712	rna3186	Skud_10.170
OG0000713	rna2834	Skud_9.13
OG0000714	rna2836	Skud_9.15
OG0000715	rna1960	Skud_7.22
OG0000716	rna1932	Skud_6.139
OG0000717	rna1961	Skud_7.23
OG0000718	rna1962	Skud_7.24
OG0000719	rna1963	Skud_7.25
OG0000720	rna1964	Skud_7.26
OG0000721	rna1965	Skud_7.27
OG0000722	rna1966	Skud_7.28
OG0000723	rna1967	Skud_7.29
OG0000724	rna1968	Skud_7.30
OG0000725	rna1970	Skud_7.31
OG0000726	rna1928	Skud_6.135
OG0000727	rna1971	Skud_7.32
OG0000728	rna1973	Skud_7.34
OG0000729	rna1927	Skud_6.134
OG0000730	rna1925	Skud_6.132
OG0000731	rna1924	Skud_6.131
OG0000732	rna1626	Skud_5.152
OG0000733	rna1977	Skud_7.38
OG0000734	rna1625	Skud_5.151
OG0000735	rna1982	Skud_7.47
OG0000736	rna1617	Skud_5.145
OG0000737	rna1985	Skud_7.50
OG0000738	rna1987	Skud_7.52
OG0000739	rna1991	Skud_7.56
OG0000740	rna4457	Skud_13.145
OG0000741	rna4459	Skud_13.147
OG0000742	rna1373	Skud_4.692
OG0000743	rna1517	Skud_5.36
OG0000744	rna1518	Skud_5.37
OG0000745	rna1371	Skud_4.690
OG0000746	rna1520	Skud_5.39
OG0000747	rna1368	Skud_4.687
OG0000748	rna1366	Skud_4.685
OG0000749	rna1364	Skud_4.683
OG0000750	rna5572	Skud_15.321
OG0000751	rna1363	Skud_4.682
OG0000752	rna5575	Skud_15.324
OG0000753	rna5570	Skud_15.319
OG0000754	rna4209	Skud_12.436
OG0000755	rna2252	Skud_7.338
OG0000756	rna2253	Skud_7.339
OG0000757	rna4212	Skud_12.439
OG0000758	rna2255	Skud_7.342
OG0000759	rna4213	Skud_12.440
OG0000760	rna2263	Skud_7.352
OG0000761	rna6097	Skud_16.290
OG0000762	rna6099	Skud_16.292
OG0000763	rna2037	Skud_7.103
OG0000764	rna2039	Skud_7.104
OG0000765	rna750	Skud_4.56
OG0000766	rna749	Skud_4.55
OG0000767	rna20	Skud_1.12
OG0000768	rna5775	Skud_15.529
OG0000769	rna22	Skud_1.14
OG0000770	rna23	Skud_1.15
OG0000771	rna24	Skud_1.16
OG0000772	rna5773	Skud_15.527
OG0000773	rna25	Skud_1.17
OG0000774	rna5772	Skud_15.526
OG0000775	rna5284	Skud_15.31
OG0000776	rna5738	Skud_15.491
OG0000777	rna44	Skud_1.35
OG0000778	rna46	Skud_1.36
OG0000779	rna1160	Skud_4.474
OG0000780	rna4087	Skud_12.297
OG0000781	rna1159	Skud_4.473
OG0000782	rna4147	Skud_12.372
OG0000783	rna4151	Skud_12.376
OG0000784	rna2359	Skud_7.467
OG0000785	rna2157	Skud_7.237
OG0000786	rna2184	Skud_7.267
OG0000787	rna2185	Skud_7.268
OG0000788	rna2186	Skud_7.269
OG0000789	rna2187	Skud_7.270
OG0000790	rna206	Skud_2.103
OG0000791	rna2194	Skud_7.277
OG0000792	rna2193	Skud_7.276
OG0000793	rna2192	Skud_7.275
OG0000794	rna2477	Skud_7.586
OG0000795	rna2476	Skud_7.585
OG0000796	rna2756	Skud_8.235
OG0000797	rna2755	Skud_8.234
OG0000798	rna2753	Skud_8.232
OG0000799	rna2751	Skud_8.230
OG0000800	rna2750	Skud_8.229
OG0000801	rna2749	Skud_8.228
OG0000802	rna2470	Skud_7.579
OG0000803	rna2469	Skud_7.578
OG0000804	rna3709	Skud_11.290
OG0000805	rna3710	Skud_11.291
OG0000806	rna3711	Skud_11.292
OG0000807	rna3116	Skud_10.74
OG0000808	rna3114	Skud_10.72
OG0000809	rna2508	Skud_7.619
OG0000810	rna3718	Skud_11.298
OG0000811	rna3719	Skud_11.299
OG0000812	rna3720	Skud_11.300
OG0000813	rna3721	Skud_11.301
OG0000814	rna3076	Skud_10.34
OG0000815	rna3078	Skud_10.36
OG0000816	rna3079	Skud_10.37
OG0000817	rna3476	Skud_11.47
OG0000818	rna3477	Skud_11.48
OG0000819	rna3086	Skud_10.44
OG0000820	rna3479	Skud_11.50
OG0000821	rna3482	Skud_11.53
OG0000822	rna3089	Skud_10.47
OG0000823	rna3090	Skud_10.48
OG0000824	rna3484	Skud_11.55
OG0000825	rna1291	Skud_4.606
OG0000826	rna5444	Skud_15.192
OG0000827	rna1429	Skud_4.753
OG0000828	rna5291	Skud_15.38
OG0000829	rna2562	Skud_8.39
OG0000830	rna5497	Skud_15.245
OG0000831	rna3744	Skud_11.325
OG0000832	rna5494	Skud_15.242
OG0000833	rna3743	Skud_11.324
OG0000834	rna3741	Skud_11.322
OG0000835	rna5492	Skud_15.240
OG0000836	rna5491	Skud_15.239
OG0000837	rna3739	Skud_11.320
OG0000838	rna5486	Skud_15.236
OG0000839	rna3316	Skud_10.271
OG0000840	rna1902	Skud_6.109
OG0000841	rna593	Skud_3.57
OG0000842	rna73	Skud_1.64
OG0000843	rna2199	Skud_7.281
OG0000844	rna75	Skud_1.66
OG0000845	rna2757	Skud_8.236
OG0000846	rna2760	Skud_8.239
OG0000847	rna2767	Skud_8.244
OG0000848	rna2483	Skud_7.592
OG0000849	rna2773	Skud_8.252
OG0000850	rna2774	Skud_8.253
OG0000851	rna2775	Skud_8.254
OG0000852	rna4785	Skud_13.461
OG0000853	rna2485	Skud_7.594
OG0000854	rna2486	Skud_7.595
OG0000855	rna2488	Skud_7.597
OG0000856	rna2490	Skud_7.599
OG0000857	rna2491	Skud_7.600
OG0000858	rna4791	Skud_13.468
OG0000859	rna4793	Skud_13.470
OG0000860	rna4795	Skud_13.472
OG0000861	rna4797	Skud_13.474
OG0000862	rna4811	Skud_13.488
OG0000863	rna4810	Skud_13.487
OG0000864	rna1790	Skud_5.325
OG0000865	rna1791	Skud_5.326
OG0000866	rna265	Skud_2.162
OG0000867	rna963	Skud_4.276
OG0000868	rna5396	Skud_15.142
OG0000869	rna1883	Skud_6.93
OG0000870	rna5391	Skud_15.137
OG0000871	rna1881	Skud_6.95
OG0000872	rna5389	Skud_15.135
OG0000873	rna5388	Skud_15.134
OG0000874	rna609	Skud_3.79
OG0000875	rna617	Skud_3.90
OG0000876	rna1562	Skud_5.83
OG0000877	rna1561	Skud_5.82
OG0000878	rna627	Skud_3.103
OG0000879	rna1556	Skud_5.77
OG0000880	rna623	Skud_3.98
OG0000881	rna5002	Skud_14.183
OG0000882	rna5000	Skud_14.181
OG0000883	rna5013	Skud_14.191
OG0000884	rna5015	Skud_14.193
OG0000885	rna5016	Skud_14.194
OG0000886	rna5017	Skud_14.195
OG0000887	rna2414	Skud_7.525
OG0000888	rna3273	Skud_10.231
OG0000889	rna2083	Skud_7.152
OG0000890	rna1610	Skud_5.138
OG0000891	rna1992	Skud_7.57
OG0000892	rna1380	Skud_4.701
OG0000893	rna1383	Skud_4.704
OG0000894	rna4455	Skud_13.141
OG0000895	rna1384	Skud_4.705
OG0000896	rna1385	Skud_4.706
OG0000897	rna4451	Skud_13.137
OG0000898	rna1386	Skud_4.707
OG0000899	rna4450	Skud_13.136
OG0000900	rna5266	Skud_15.13
OG0000901	rna4445	Skud_13.131
OG0000902	rna4444	Skud_13.130
OG0000903	rna4443	Skud_13.129
OG0000904	rna1399	Skud_4.724
OG0000905	rna1400	Skud_4.725
OG0000906	rna1403	Skud_4.728
OG0000907	rna4435	Skud_13.121
OG0000908	rna1405	Skud_4.730
OG0000909	rna1406	Skud_4.731
OG0000910	rna5870	Skud_16.56
OG0000911	rna5875	Skud_16.62
OG0000912	rna2071	Skud_7.140
OG0000913	rna5877	Skud_16.64
OG0000914	rna5878	Skud_16.65
OG0000915	rna5879	Skud_16.66
OG0000916	rna2072	Skud_7.141
OG0000917	rna2073	Skud_7.142
OG0000918	rna2074	Skud_7.143
OG0000919	rna5880	Skud_16.67
OG0000920	rna5881	Skud_16.68
OG0000921	rna5882	Skud_16.69
OG0000922	rna2138	Skud_7.215
OG0000923	rna5886	Skud_16.73
OG0000924	rna3465	Skud_11.37
OG0000925	rna4277	Skud_12.501
OG0000926	rna3470	Skud_11.42
OG0000927	rna3473	Skud_11.44
OG0000928	rna4272	Skud_12.496
OG0000929	rna3474	Skud_11.45
OG0000930	rna4268	Skud_12.494
OG0000931	rna4267	Skud_12.493
OG0000932	rna868	Skud_4.179
OG0000933	rna4259	Skud_12.485
OG0000934	rna874	Skud_4.184
OG0000935	rna5735	Skud_15.488
OG0000936	rna4256	Skud_12.482
OG0000937	rna4255	Skud_12.481
OG0000938	rna877	Skud_4.188
OG0000939	rna6278	Skud_16.487
OG0000940	rna6280	Skud_16.489
OG0000941	rna6284	Skud_16.493
OG0000942	rna6285	Skud_16.494
OG0000943	rna6286	Skud_16.495
OG0000944	rna2792	Skud_8.271
OG0000945	rna3412	Skud_10.368
OG0000946	rna3410	Skud_10.366
OG0000947	rna2789	Skud_8.268
OG0000948	rna3409	Skud_10.365
OG0000949	rna3408	Skud_10.364
OG0000950	rna3406	Skud_10.362
OG0000951	rna2788	Skud_8.267
OG0000952	rna3405	Skud_10.361
OG0000953	rna3404	Skud_10.360
OG0000954	rna3400	Skud_10.356
OG0000955	rna3399	Skud_10.355
OG0000956	rna2781	Skud_8.260
OG0000957	rna2780	Skud_8.259
OG0000958	rna3398	Skud_10.354
OG0000959	rna4377	Skud_13.60
OG0000960	rna3028	Skud_9.210
OG0000961	rna3396	Skud_10.352
OG0000962	rna4379	Skud_13.62
OG0000963	rna3392	Skud_10.349
OG0000964	rna4307	Skud_12.540
OG0000965	rna4390	Skud_13.74
OG0000966	rna4391	Skud_13.75
OG0000967	rna4399	Skud_13.83
OG0000968	rna4300	Skud_12.532
OG0000969	rna4299	Skud_12.531
OG0000970	rna4401	Skud_13.85
OG0000971	rna4297	Skud_12.528
OG0000972	rna4295	Skud_12.526
OG0000973	rna5566	Skud_15.315
OG0000974	rna1361	Skud_4.677
OG0000975	rna4206	Skud_12.433
OG0000976	rna2245	Skud_7.332
OG0000977	rna4204	Skud_12.431
OG0000978	rna2238	Skud_7.326
OG0000979	rna4197	Skud_12.425
OG0000980	rna4196	Skud_12.423
OG0000981	rna4194	Skud_12.421
OG0000982	rna2227	Skud_7.313
OG0000983	rna3455	Skud_11.21
OG0000984	rna3325	Skud_10.282
OG0000985	rna958	Skud_4.271
OG0000986	rna257	Skud_2.151
OG0000987	rna956	Skud_4.269
OG0000988	rna952	Skud_4.264
OG0000989	rna247	Skud_2.143
OG0000990	rna3486	Skud_11.57
OG0000991	rna3488	Skud_11.60
OG0000992	rna3102	Skud_10.61
OG0000993	rna3103	Skud_10.62
OG0000994	rna635	Skud_3.110
OG0000995	rna5312	Skud_15.56
OG0000996	rna1437	Skud_4.761
OG0000997	rna4231	Skud_12.457
OG0000998	rna2273	Skud_7.361
OG0000999	rna2271	Skud_7.359
OG0001000	rna4719	Skud_13.398
OG0001001	rna4718	Skud_13.397
OG0001002	rna4717	Skud_13.396
OG0001003	rna6149	Skud_16.347
OG0001004	rna6148	Skud_16.346
OG0001005	rna6147	Skud_16.345
OG0001006	rna6144	Skud_16.342
OG0001007	rna4753	Skud_13.430
OG0001008	rna5356	Skud_15.102
OG0001010	rna345	Skud_2.251
OG0001011	rna6167	Skud_16.371
OG0001012	rna6164	Skud_16.367
OG0001013	rna6160	Skud_16.362
OG0001014	rna336	Skud_2.240
OG0001015	rna334	Skud_2.238
OG0001016	rna6155	Skud_16.354
OG0001017	rna333	Skud_2.236
OG0001018	rna384	Skud_2.291
OG0001019	rna382	Skud_2.289
OG0001020	rna375	Skud_2.282
OG0001021	rna1432	Skud_4.756
OG0001022	rna1270	Skud_4.585
OG0001023	rna2653	Skud_8.131
OG0001024	rna1271	Skud_4.586
OG0001025	rna4685	Skud_13.364
OG0001026	rna4686	Skud_13.365
OG0001027	rna5839	Skud_16.25
OG0001028	rna474	Skud_2.382
OG0001029	rna5914	Skud_16.102
OG0001030	rna6258	Skud_16.462
OG0001031	rna4314	Skud_12.547
OG0001032	rna6261	Skud_16.465
OG0001033	rna6262	Skud_16.466
OG0001034	rna6263	Skud_16.467
OG0001035	rna6264	Skud_16.468
OG0001036	rna6232	Skud_16.438
OG0001037	rna2336	Skud_7.432
OG0001038	rna6230	Skud_16.436
OG0001039	rna6229	Skud_16.435
OG0001040	rna6227	Skud_16.433
OG0001041	rna6222	Skud_16.427
OG0001042	rna6221	Skud_16.426
OG0001043	rna6218	Skud_16.423
OG0001044	rna6216	Skud_16.420
OG0001045	rna6215	Skud_16.419
OG0001046	rna6212	Skud_16.416
OG0001047	rna2326	Skud_7.419
OG0001048	rna2325	Skud_7.418
OG0001049	rna2324	Skud_7.417
OG0001050	rna475	Skud_2.383
OG0001051	rna1595	Skud_5.120
OG0001052	rna3004	Skud_9.187
OG0001053	rna1591	Skud_5.117
OG0001054	rna1590	Skud_5.116
OG0001055	rna3003	Skud_9.186
OG0001056	rna5384	Skud_15.129
OG0001057	rna5374	Skud_15.120
OG0001058	rna322	Skud_2.225
OG0001059	rna320	Skud_2.223
OG0001060	rna6140	Skud_16.337
OG0001061	rna6139	Skud_16.336
OG0001062	rna6137	Skud_16.334
OG0001063	rna312	Skud_2.215
OG0001064	rna178	Skud_2.70
OG0001065	rna3518	Skud_11.93
OG0001066	rna4594	Skud_13.272
OG0001067	rna4586	Skud_13.264
OG0001068	rna3532	Skud_11.110
OG0001069	rna4580	Skud_13.259
OG0001070	rna5710	Skud_15.460
OG0001071	rna4722	Skud_13.400
OG0001072	rna4219	Skud_12.445
OG0001073	rna4217	Skud_12.443
OG0001074	rna3658	Skud_11.232
OG0001075	rna3657	Skud_11.231
OG0001076	rna3654	Skud_11.228
OG0001077	rna3648	Skud_11.223
OG0001078	rna2566	Skud_8.43
OG0001079	rna2564	Skud_8.41
OG0001080	rna3646	Skud_11.221
OG0001081	rna3560	Skud_11.138
OG0001082	rna2557	Skud_8.36
OG0001083	rna4558	Skud_13.235
OG0001084	rna3327	Skud_10.284
OG0001085	rna3329	Skud_10.286
OG0001086	rna3331	Skud_10.288
OG0001087	rna3332	Skud_10.289
OG0001088	rna3336	Skud_10.293
OG0001089	rna3337	Skud_10.294
OG0001090	rna3338	Skud_10.296
OG0001091	rna3448	Skud_11.14
OG0001092	rna3339	Skud_10.297
OG0001093	rna3445	Skud_11.11
OG0001094	rna3444	Skud_11.10
OG0001095	rna3341	Skud_10.299
OG0001096	rna3342	Skud_10.300
OG0001097	rna3442	Skud_11.9
OG0001098	rna3440	Skud_11.7
OG0001099	rna532, rna643	Skud_3.119
OG0001100	rna535	Skud_3.3
