Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0000358	rna4163	Spar_12.432
OG0000358	rna4165	Spar_12.434
OG0000359	rna2212	Spar_7.307
OG0000359	rna4182	Spar_12.453
OG0000360	rna3421	Spar_10.439
OG0000361	rna3220	Spar_10.218
OG0000361	rna3505	Spar_11.107
OG0000362	rna584	Spar_3.68
OG0000362	rna5155	Spar_14.359
OG0000363	rna2711	Spar_8.219
OG0000364	rna2420	Spar_7.554
OG0000365	rna2350	Spar_7.464
OG0000365	rna6242	Spar_16.522
OG0000366	rna3370	Spar_10.386
OG0000367	rna4360	Spar_13.42
OG0000367	rna4755	Spar_13.454
OG0000368	rna1864	Spar_6.86
OG0000369	rna2736	Spar_8.249
OG0000369	rna2454	Spar_7.589
OG0000370	rna5450	Spar_15.230
OG0000370	rna1215	Spar_4.640
OG0000371	rna5449	Spar_15.229
OG0000372	rna221	Spar_2.142
OG0000372	rna943	Spar_4.284
OG0000373	rna5905	Spar_16.136
OG0000374	rna1684	Spar_5.253
OG0000374	rna156	Spar_2.67
OG0000375	rna1697	Spar_5.274
OG0000375	rna144	Spar_2.54
OG0000376	rna1543	Spar_5.49
OG0000376	rna3307	Spar_10.310
OG0000377	rna1551	Spar_5.60
OG0000377	rna3294	Spar_10.295
OG0000378	rna5783	Spar_15.590
OG0000379	rna5974	Spar_16.206
OG0000379	rna5621	Spar_15.410
OG0000380	rna5096	Spar_14.283
OG0000380	rna2876	Spar_9.60
OG0000381	rna965	Spar_4.314
OG0000382	rna770	Spar_4.85
OG0000382	rna820	Spar_4.152
OG0000383	rna4697	Spar_13.404
OG0000383	rna5175	Spar_14.380
OG0000384	rna4734, rna5728	Spar_13.430, Spar_15.523
OG0000385	rna462	Spar_2.414
OG0000385	rna2095	Spar_7.177
OG0000386	rna1080	Spar_4.441
OG0000386	rna3938	Spar_12.184
OG0000387	rna5525	Spar_15.315
OG0000387	rna5044	Spar_14.229
OG0000388	rna2697	Spar_8.199
OG0000388	rna5038	Spar_14.222
OG0000389	rna5716	Spar_15.508
OG0000389	rna4728	Spar_13.420
OG0000390	rna6044	Spar_16.287
OG0000391	rna4516	Spar_13.205
OG0000391	rna3588	Spar_11.204
OG0000392	rna4996	Spar_14.183
OG0000392	rna2715	Spar_8.225
OG0000393	rna224	Spar_2.145
OG0000394	rna991	Spar_4.347
OG0000394	rna289	Spar_2.223
OG0000395	rna2721	Spar_8.231
OG0000395	rna4992	Spar_14.179
OG0000396	rna2472	Spar_7.608
OG0000396	rna2748	Spar_8.260
OG0000397	rna2481	Spar_7.618
OG0000398	rna1560	Spar_5.70
OG0000398	rna626	Spar_3.128
OG0000399	rna3554	Spar_11.162
OG0000400	rna343	Spar_2.279
OG0000401	rna378	Spar_2.318
OG0000402	rna5255	Spar_15.17
OG0000403	rna2918	Spar_9.107
OG0000403	rna1675	Spar_5.243
OG0000404	rna4802	Spar_13.504
OG0000405	rna1260, rna2646	Spar_4.689, Spar_8.143
OG0000406	rna5861	Spar_16.92
OG0000407	rna4062	Spar_12.313
OG0000408	rna1780	Spar_5.371
OG0000409	rna3775	Spar_12.12
OG0000410	rna3438	Spar_11.15
OG0000411	rna707, rna3427	Spar_4.14
OG0000412	rna732	Spar_4.46
OG0000413	rna4925	Spar_14.108
OG0000414	rna1346	Spar_4.740
OG0000415	rna167	Spar_2.80
OG0000416	rna3034	Spar_9.242
OG0000416	rna3035	Spar_9.243
OG0000417	rna6113	Spar_16.369
OG0000418	rna984, rna982, rna983	Spar_4.339
OG0000419	rna4569	Spar_13.263
OG0000420	rna949	Spar_4.290
OG0000420	rna238	Spar_2.161
OG0000421	rna4080	Spar_12.334
OG0000421	rna1168	Spar_4.536
OG0000422	rna5470	Spar_15.252
OG0000422	rna3728	Spar_11.362
OG0000423	rna729	Spar_4.43
OG0000423	rna4961	Spar_14.145
OG0000424	rna4336	Spar_13.18
OG0000425	rna5827	Spar_16.48
OG0000425	rna4748	Spar_13.445
OG0000426	rna3512	Spar_11.116
OG0000427	rna695	Spar_3.210
OG0000428	rna5603	Spar_15.384
OG0000429	rna3939	Spar_12.185
OG0000430	rna5158	Spar_14.362
OG0000431	rna2826	Spar_9.9
OG0000432	rna2790	Spar_8.311
OG0000433	rna4378	Spar_13.62
OG0000434	rna4298	Spar_12.581
OG0000435	rna3491	Spar_11.89
OG0000436	rna329	Spar_2.264
OG0000437	rna4725	Spar_13.417
OG0000438	rna3441	Spar_11.18
OG0000439	rna4142	Spar_12.405
OG0000440	rna1858	Spar_6.81
OG0000441	rna510	Spar_2.463
OG0000442	rna998	Spar_4.354
OG0000443	rna1770	Spar_5.361
OG0000444	rna4812	Spar_13.514
OG0000445	rna2136	Spar_7.222
OG0000446	rna1897	Spar_6.129
OG0000447	rna4966	Spar_14.150
OG0000448	rna2619	Spar_8.117
OG0000449	rna4329	Spar_13.11
OG0000450	rna3390	Spar_10.407
OG0000451	rna4677	Spar_13.385
OG0000452	rna2996	Spar_9.201
OG0000453	rna2305	Spar_7.411
OG0000454	rna3022	Spar_9.229
OG0000455	rna3015	Spar_9.220
OG0000456	rna1341	Spar_4.573
OG0000457	rna2956	Spar_9.145
OG0000458	rna168	Spar_2.81
OG0000459	rna122	Spar_2.31
OG0000460	rna179	Spar_2.87
OG0000461	rna6112	Spar_16.368
OG0000462	rna864	Spar_4.199
OG0000463	rna2883	Spar_9.67
OG0000465	rna2009	Spar_7.81
OG0000466	rna996	Spar_4.352
OG0000467	rna4103	Spar_12.361
OG0000468	rna981	Spar_2.215, Spar_4.333
OG0000469	rna1299	Spar_4.614
OG0000470	rna1846	Spar_6.62
OG0000471	rna4521	Spar_13.210
OG0000472	rna1503	Spar_5.8
OG0000472	rna6288	Spar_16.568
OG0000473	rna2980	Spar_9.182
OG0000473	rna5428	Spar_15.206
OG0000474	rna5426	Spar_15.204
OG0000474	rna5427	Spar_15.205
OG0000475	rna5609	TCONS_novel_00000251_1-frame_2
OG0000475	rna2932, rna1740	TCONS_novel_00000382_1-frame_2, TCONS_novel_00000490_1-frame_1, TCONS_novel_00000490_1-frame_3
OG0000476	rna3037	Spar_9.245
OG0000477	rna1988	Spar_7.51
OG0000478	rna1367	Spar_4.765
OG0000479	rna1747	Spar_5.336
OG0000480	rna19	Spar_1.18
OG0000481	rna5737	Spar_15.536
OG0000482	rna1162	Spar_4.528
OG0000483	rna4148	Spar_12.411
OG0000484	rna4153	Spar_12.418
OG0000486	rna2195	Spar_7.291
OG0000487	rna2468	Spar_7.604
OG0000488	rna3715	Spar_11.350
OG0000489	rna629	Spar_3.134
OG0000490	rna3088	Spar_10.63
OG0000491	rna1290	Spar_4.718
OG0000492	rna5490	Spar_15.280
OG0000493	rna3738	Spar_11.373
OG0000494	rna2591	Spar_8.85
OG0000495	rna2202	Spar_7.297
OG0000496	rna2190	Spar_7.286
OG0000497	rna2492	Spar_7.633
OG0000498	rna2795	Spar_8.316
OG0000499	rna607	Spar_3.98
OG0000500	rna3272	Spar_10.278
OG0000501	rna1381	Spar_4.795
OG0000502	rna4456	Spar_13.144
OG0000503	rna4453	Spar_13.141
OG0000504	rna4447	Spar_13.135
OG0000505	rna4433	Spar_13.121
OG0000506	rna1407	Spar_4.826
OG0000507	rna4265	Spar_12.546
OG0000508	rna872	Spar_4.207
OG0000509	rna4260	Spar_12.540
OG0000510	rna3411	Spar_10.428
OG0000511	rna4395	Spar_13.83
OG0000512	rna4396	Spar_13.84
OG0000513	rna4291	Spar_12.573
OG0000514	rna3555	Spar_11.163
OG0000515	rna3556	Spar_11.164
OG0000516	rna1906	Spar_6.138
OG0000517	rna3770	Spar_12.6
OG0000517	rna5817	Spar_16.38
OG0000518	rna260	Spar_2.184
OG0000519	rna5802, rna5812	Spar_15.609
OG0000520	rna250	Spar_2.176
OG0000521	rna3093	Spar_10.68
OG0000522	rna3094	Spar_10.69
OG0000523	rna2270	Spar_7.372
OG0000524	rna5706	Spar_15.499
OG0000525	rna338	Spar_2.274
OG0000526	rna332	Spar_2.267
OG0000527	rna6153	Spar_16.413
OG0000528	rna6033	Spar_16.273
OG0000529	rna3029	Spar_9.236
OG0000532	rna311	Spar_2.245
OG0000533	rna4589	Spar_13.288
OG0000534	rna5712	Spar_15.504
OG0000535	rna3653	Spar_11.276
OG0000536	rna3561	Spar_11.169
OG0000537	rna554	Spar_3.39
OG0000538	rna570	Spar_3.49
OG0000539	rna4890	Spar_14.73
OG0000540	rna3055	Spar_10.26
OG0000541	rna3064	Spar_10.37
OG0000542	rna637	Spar_3.140
OG0000543	rna636	Spar_3.139
OG0000544	rna920	Spar_4.259
OG0000545	rna923	Spar_4.262
OG0000546	rna4154	Spar_12.419
OG0000548	rna1357	Spar_4.755
OG0000549	rna5188	Spar_14.393
OG0000550	rna5185	Spar_14.390
OG0000551	rna663	Spar_3.166
OG0000552	rna657	Spar_3.159
OG0000553	rna656	Spar_3.158
OG0000554	rna5667	Spar_15.458
OG0000555	rna1240	Spar_4.669
OG0000556	rna3231	Spar_10.227
OG0000557	rna364	Spar_2.303
OG0000558	rna3602	Spar_11.218
OG0000559	rna3599	Spar_11.215
OG0000560	rna4502	Spar_13.190
OG0000561	rna5283	Spar_15.47
OG0000562	rna28	Spar_1.27
OG0000563	rna5515	Spar_15.306
OG0000564	rna5509	Spar_15.300
OG0000565	rna2289	Spar_7.393
OG0000566	rna6180	Spar_16.449
OG0000567	rna798	Spar_4.118
OG0000569	rna4063	Spar_12.315
OG0000570	rna4166	Spar_12.435
OG0000571	rna4180	Spar_12.451
OG0000572	rna2207	Spar_7.302
OG0000573	rna1511	Spar_5.17
OG0000574	rna5422	Spar_15.199
OG0000575	rna4767	Spar_13.466
OG0000576	rna2213	Spar_7.308
OG0000577	rna3178	Spar_10.164
OG0000578	rna5703	Spar_15.494
OG0000579	rna4279	Spar_12.559
OG0000580	rna243	Spar_2.166
OG0000581	rna5152	Spar_14.356
OG0000582	rna1834	Spar_6.49
OG0000583	rna1862	Spar_6.85
OG0000584	rna3904	Spar_12.150
OG0000585	rna1819	Spar_6.34
OG0000586	rna5626	Spar_15.415
OG0000587	rna5961	Spar_16.194
OG0000588	rna5960	Spar_16.193
OG0000589	rna1859	Spar_6.82
OG0000590	rna5010	Spar_14.196
OG0000591	rna733	Spar_4.47
OG0000592	rna5593	Spar_15.375
OG0000593	rna2418	Spar_7.552
OG0000594	rna3386	Spar_10.403
OG0000595	rna3383	Spar_10.400
OG0000596	rna780	Spar_4.95
OG0000597	rna4059	Spar_12.310
OG0000598	rna1297	Spar_4.616
OG0000599	rna3000	Spar_9.206
OG0000601	rna2302	Spar_7.408
OG0000602	rna3956	Spar_12.210
OG0000603	rna1094	Spar_4.457
OG0000604	rna3970	Spar_12.227
OG0000605	rna1111	Spar_4.476
OG0000606	rna3980	Spar_12.238
OG0000607	rna1113	Spar_4.477
OG0000608	rna719	Spar_4.33
OG0000609	rna717	Spar_4.31
OG0000610	rna4933	Spar_14.117
OG0000611	rna4930	Spar_14.113
OG0000612	rna3788	Spar_12.26
OG0000613	rna1757	Spar_5.346
OG0000614	rna3368	Spar_10.384
OG0000615	rna892	Spar_4.229
OG0000616	rna5260	Spar_15.23
OG0000617	rna1334	Spar_4.580
OG0000617	rna5541	Spar_4.729
OG0000618	rna1921	Spar_6.152
OG0000619	rna6276	Spar_16.556
OG0000620	rna887	Spar_4.223
OG0000621	rna3378	Spar_10.395
OG0000622	rna162	Spar_2.73
OG0000623	rna3356	Spar_10.368
OG0000624	rna108	Spar_2.16
OG0000625	rna119	Spar_2.28
OG0000626	rna120	Spar_2.29
OG0000627	rna3607	Spar_11.223
OG0000628	rna5136	Spar_14.337
OG0000629	rna5131	Spar_14.334
OG0000630	rna827	Spar_4.159
OG0000631	rna1019	Spar_4.376
OG0000632	rna1744	Spar_5.333
OG0000633	rna4759	Spar_13.458
OG0000634	rna2604	Spar_8.100
OG0000635	rna2599	Spar_8.95
OG0000636	rna2651	Spar_8.149
OG0000637	rna6042	Spar_16.285
OG0000638	rna3746	Spar_11.382
OG0000639	rna6093	Spar_16.343
OG0000640	rna1874	Spar_6.96
OG0000641	rna1872	Spar_6.94
OG0000642	rna4818	Spar_13.521
OG0000643	rna3703	Spar_11.338
OG0000644	rna2738	Spar_8.251
OG0000645	rna3436	Spar_11.13
OG0000646	rna5826	Spar_16.47
OG0000647	rna3875	Spar_12.121
OG0000648	rna1217	Spar_4.642
OG0000649	rna5447	Spar_15.227
OG0000650	rna222	Spar_2.143
OG0000651	rna5910	Spar_16.143
OG0000652	rna5907	Spar_16.139
OG0000653	rna160	Spar_2.71
OG0000654	rna1696	Spar_5.273
OG0000656	rna5268	Spar_15.31
OG0000657	rna419	Spar_2.366
OG0000658	rna407	Spar_2.353
OG0000659	rna5781	Spar_15.588
OG0000660	rna5785	Spar_15.592
OG0000661	rna5982	Spar_16.214
OG0000662	rna5617	Spar_15.404
OG0000663	rna3215	Spar_10.199
OG0000664	rna369	Spar_2.309
OG0000665	rna2506	Spar_7.639
OG0000666	rna3362	Spar_10.373
OG0000667	rna473	Spar_2.426
OG0000668	rna469	Spar_2.421
OG0000669	rna5370	Spar_15.145
OG0000670	rna5371	Spar_15.146
OG0000671	rna237	Spar_2.160
OG0000672	rna903	Spar_4.240
OG0000673	rna3888	Spar_12.134
OG0000674	rna2017	Spar_7.88
OG0000675	rna2160	Spar_7.250
OG0000676	rna1607	Spar_5.162
OG0000677	rna1049	Spar_4.407
OG0000678	rna3168	Spar_10.153
OG0000679	rna2406	Spar_7.538
OG0000681	rna5473	Spar_15.255
OG0000682	rna5479	Spar_15.263
OG0000683	rna5484	Spar_15.268
OG0000684	rna3735	Spar_11.370
OG0000685	rna3797	Spar_12.39
OG0000686	rna1056	Spar_4.416
OG0000687	rna1075	Spar_4.436
OG0000688	rna1081	Spar_4.443
OG0000689	rna5590	Spar_15.368
OG0000690	rna2222	Spar_7.316
OG0000691	rna2681	Spar_8.183
OG0000692	rna2045	Spar_7.117
OG0000693	rna5762	Spar_15.567
OG0000694	rna5032	Spar_14.216
OG0000695	rna5030	Spar_14.214
OG0000696	rna3616	Spar_11.231
OG0000697	rna3620	Spar_11.235
OG0000698	rna3567	Spar_11.176
OG0000699	rna2944	Spar_9.134
OG0000700	rna2961	Spar_9.151
OG0000701	rna2965	Spar_9.162
OG0000702	rna2716	Spar_8.226
OG0000704	rna1835	Spar_6.50
OG0000705	rna2870	Spar_9.53
OG0000707	rna1558	Spar_5.68
OG0000707	rna625	Spar_3.126
OG0000708	rna1411	Spar_4.830
OG0000708	rna5007	Spar_14.193
OG0000711	rna2358	Spar_7.477
OG0000712	rna3186	Spar_10.171
OG0000713	rna2834	Spar_9.17
OG0000714	rna2836	Spar_9.19
OG0000715	rna1960	Spar_7.23
OG0000716	rna1932	Spar_6.163
OG0000717	rna1961	Spar_7.24
OG0000718	rna1962	Spar_7.25
OG0000719	rna1963	Spar_7.26
OG0000720	rna1964	Spar_7.27
OG0000721	rna1965	Spar_7.28
OG0000722	rna1966	Spar_7.29
OG0000723	rna1967	Spar_7.30
OG0000724	rna1968	Spar_7.31
OG0000725	rna1970	Spar_7.32
OG0000726	rna1928	Spar_6.159
OG0000727	rna1971	Spar_7.33
OG0000728	rna1973	Spar_7.35
OG0000729	rna1927	Spar_6.158
OG0000730	rna1925	Spar_6.156
OG0000731	rna1924	Spar_6.155
OG0000732	rna1626	Spar_5.179
OG0000733	rna1977	Spar_7.39
OG0000734	rna1625	Spar_5.178
OG0000735	rna1982	Spar_7.45
OG0000736	rna1617	Spar_5.172
OG0000737	rna1985	Spar_7.48
OG0000738	rna1987	Spar_7.50
OG0000739	rna1991	Spar_7.54
OG0000740	rna4457	Spar_13.145
OG0000741	rna4459	Spar_13.147
OG0000742	rna1373	Spar_4.771
OG0000743	rna1517	Spar_5.22
OG0000744	rna1518	Spar_5.23
OG0000745	rna1371	Spar_4.769
OG0000746	rna1520	Spar_5.26
OG0000747	rna1368	Spar_4.766
OG0000748	rna1366	Spar_4.764
OG0000749	rna1364	Spar_4.762
OG0000750	rna5572	Spar_15.350
OG0000751	rna1363	Spar_4.761
OG0000752	rna5575	Spar_15.353
OG0000753	rna5570	Spar_15.348
OG0000754	rna4209	Spar_12.489
OG0000755	rna2252	Spar_7.353
OG0000756	rna2253	Spar_7.354
OG0000757	rna4212	Spar_12.492
OG0000758	rna2255	Spar_7.356
OG0000759	rna4213	Spar_12.493
OG0000760	rna2263	Spar_7.366
OG0000761	rna6097	Spar_16.348
OG0000762	rna6099	Spar_7.112
OG0000763	rna2037	Spar_7.109
OG0000764	rna2039	Spar_7.111
OG0000765	rna750	Spar_4.64
OG0000766	rna749	Spar_4.63
OG0000767	rna20	Spar_1.19
OG0000768	rna5775	Spar_15.580
OG0000769	rna22	Spar_1.21
OG0000770	rna23	Spar_1.22
OG0000771	rna24	Spar_1.23
OG0000772	rna5773	Spar_15.578
OG0000773	rna25	Spar_1.24
OG0000774	rna5772	Spar_15.577
OG0000775	rna5284	Spar_15.48
OG0000776	rna5738	Spar_15.537
OG0000777	rna44	Spar_1.43
OG0000778	rna46	Spar_1.44
OG0000779	rna1160	Spar_4.526
OG0000780	rna4087	Spar_12.341
OG0000781	rna1159	Spar_4.525
OG0000782	rna4147	Spar_12.410
OG0000783	rna4151	Spar_12.415
OG0000784	rna2359	Spar_7.478
OG0000785	rna2157	Spar_7.244
OG0000786	rna2184	Spar_7.280
OG0000787	rna2185	Spar_7.281
OG0000788	rna2186	Spar_7.282
OG0000789	rna2187	Spar_7.283
OG0000790	rna206	Spar_2.128
OG0000791	rna2194	Spar_7.290
OG0000792	rna2193	Spar_7.289
OG0000793	rna2192	Spar_7.288
OG0000794	rna2477	Spar_7.614
OG0000795	rna2476	Spar_7.613
OG0000796	rna2756	Spar_8.268
OG0000797	rna2755	Spar_8.267
OG0000798	rna2753	Spar_8.265
OG0000799	rna2751	Spar_8.263
OG0000800	rna2750	Spar_8.262
OG0000801	rna2749	Spar_8.261
OG0000802	rna2470	Spar_7.606
OG0000803	rna2469	Spar_7.605
OG0000804	rna3709	Spar_11.344
OG0000805	rna3710	Spar_11.345
OG0000806	rna3711	Spar_11.346
OG0000807	rna3116	Spar_10.94
OG0000808	rna3114	Spar_10.91
OG0000809	rna2508	Spar_7.641
OG0000810	rna3718	Spar_11.352
OG0000811	rna3719	Spar_11.353
OG0000812	rna3720	Spar_11.354
OG0000813	rna3721	Spar_11.355
OG0000814	rna3076	Spar_10.49
OG0000815	rna3078	Spar_10.51
OG0000816	rna3079	Spar_10.52
OG0000817	rna3476	Spar_11.70
OG0000818	rna3477	Spar_11.71
OG0000819	rna3086	Spar_10.59
OG0000820	rna3479	Spar_11.73
OG0000821	rna3482	Spar_11.76
OG0000822	rna3089	Spar_10.64
OG0000823	rna3090	Spar_10.65
OG0000824	rna3484	Spar_11.78
OG0000825	rna1291	Spar_4.719
OG0000826	rna5444	Spar_15.223
OG0000827	rna1429	Spar_4.847
OG0000828	rna5291	Spar_15.56
OG0000829	rna2562	Spar_8.49
OG0000830	rna5497	Spar_15.287
OG0000831	rna3744	Spar_11.380
OG0000832	rna5494	Spar_15.284
OG0000833	rna3743	Spar_11.379
OG0000834	rna3741	Spar_11.376
OG0000835	rna5492	Spar_15.282
OG0000836	rna5491	Spar_15.281
OG0000837	rna3739	Spar_11.374
OG0000838	rna5486	Spar_15.269
OG0000839	rna3316	Spar_10.322
OG0000840	rna1902	Spar_6.133
OG0000841	rna593	Spar_3.76
OG0000842	rna73	Spar_1.79
OG0000843	rna2199	Spar_7.294
OG0000844	rna75	Spar_1.81
OG0000845	rna2757	Spar_8.269
OG0000846	rna2760	Spar_8.272
OG0000847	rna2767	Spar_8.286
OG0000848	rna2483	Spar_7.620
OG0000849	rna2773	Spar_8.294
OG0000850	rna2774	Spar_8.295
OG0000851	rna2775	Spar_8.296
OG0000852	rna4785	Spar_13.485
OG0000853	rna2485	Spar_7.623
OG0000854	rna2486	Spar_7.624
OG0000855	rna2488	Spar_7.626
OG0000856	rna2490	Spar_7.630
OG0000857	rna2491	Spar_7.631
OG0000858	rna4791	Spar_13.492
OG0000859	rna4793	Spar_13.494
OG0000860	rna4795	Spar_13.496
OG0000861	rna4797	Spar_13.498
OG0000862	rna4811	Spar_13.513
OG0000863	rna4810	Spar_13.512
OG0000864	rna1790	Spar_5.383
OG0000865	rna1791	Spar_5.384
OG0000866	rna265	Spar_2.194
OG0000867	rna963	Spar_4.311
OG0000868	rna5396	Spar_15.168
OG0000869	rna1883	Spar_6.110
OG0000870	rna5391	Spar_15.163
OG0000871	rna1881	Spar_6.108
OG0000872	rna5389	Spar_15.161
OG0000873	rna5388	Spar_15.160
OG0000874	rna609	Spar_3.100
OG0000875	rna617	Spar_3.117
OG0000876	rna1562	Spar_5.73
OG0000877	rna1561	Spar_5.71
OG0000878	rna627	Spar_3.129
OG0000879	rna1556	Spar_5.66
OG0000880	rna623	Spar_3.124
OG0000881	rna5002	Spar_14.189
OG0000882	rna5000	Spar_14.187
OG0000883	rna5013	Spar_14.198
OG0000884	rna5015	Spar_14.200
OG0000885	rna5016	Spar_14.201
OG0000886	rna5017	Spar_14.202
OG0000887	rna2414	Spar_7.548
OG0000888	rna3273	Spar_10.279
OG0000889	rna2083	Spar_7.159
OG0000890	rna1610	Spar_5.165
OG0000891	rna1992	Spar_7.55
OG0000892	rna1380	Spar_4.794
OG0000893	rna1383	Spar_4.797
OG0000894	rna4455	Spar_13.143
OG0000895	rna1384	Spar_4.798
OG0000896	rna1385	Spar_4.800
OG0000897	rna4451	Spar_13.139
OG0000898	rna1386	Spar_4.801
OG0000899	rna4450	Spar_13.138
OG0000900	rna5266	Spar_15.29
OG0000901	rna4445	Spar_13.133
OG0000902	rna4444	Spar_13.132
OG0000903	rna4443	Spar_13.131
OG0000904	rna1399	Spar_4.817
OG0000905	rna1400	Spar_4.818
OG0000906	rna1403	Spar_4.821
OG0000907	rna4435	Spar_13.123
OG0000908	rna1405	Spar_4.823
OG0000909	rna1406	Spar_4.825
OG0000910	rna5870	Spar_16.101
OG0000911	rna5875	Spar_16.106
OG0000912	rna2071	Spar_7.146
OG0000913	rna5877	Spar_16.108
OG0000914	rna5878	Spar_16.109
OG0000915	rna5879	Spar_16.110
OG0000916	rna2072	Spar_7.147
OG0000917	rna2073	Spar_7.148
OG0000918	rna2074	Spar_7.149
OG0000919	rna5880	Spar_16.111
OG0000920	rna5881	Spar_16.112
OG0000921	rna5882	Spar_16.113
OG0000922	rna2138	Spar_7.224
OG0000923	rna5886	Spar_16.117
OG0000924	rna3465	Spar_11.60
OG0000925	rna4277	Spar_12.557
OG0000926	rna3470	Spar_11.65
OG0000927	rna3473	Spar_11.67
OG0000928	rna4272	Spar_12.551
OG0000929	rna3474	Spar_11.68
OG0000930	rna4268	Spar_12.549
OG0000931	rna4267	Spar_12.548
OG0000932	rna868	Spar_4.204
OG0000933	rna4259	Spar_12.538
OG0000934	rna874	Spar_4.209
OG0000935	rna5735	Spar_15.534
OG0000936	rna4256	Spar_12.534
OG0000937	rna4255	Spar_12.533
OG0000938	rna877	Spar_4.213
OG0000939	rna6278	Spar_16.558
OG0000940	rna6280	Spar_16.560
OG0000941	rna6284	Spar_16.564
OG0000942	rna6285	Spar_16.565
OG0000943	rna6286	Spar_16.566
OG0000944	rna2792	Spar_8.313
OG0000945	rna3412	Spar_10.429
OG0000946	rna3410	Spar_10.427
OG0000947	rna2789	Spar_8.310
OG0000948	rna3409	Spar_10.426
OG0000949	rna3408	Spar_10.425
OG0000950	rna3406	Spar_10.423
OG0000951	rna2788	Spar_8.309
OG0000952	rna3405	Spar_10.422
OG0000953	rna3404	Spar_10.421
OG0000954	rna3400	Spar_10.417
OG0000955	rna3399	Spar_10.416
OG0000956	rna2781	Spar_8.302
OG0000957	rna2780	Spar_8.301
OG0000958	rna3398	Spar_10.415
OG0000959	rna4377	Spar_13.61
OG0000960	rna3028	Spar_9.235
OG0000961	rna3396	Spar_10.413
OG0000962	rna4379	Spar_13.63
OG0000963	rna3392	Spar_10.409
OG0000964	rna4307	Spar_12.591
OG0000965	rna4390	Spar_13.77
OG0000966	rna4391	Spar_13.78
OG0000967	rna4399	Spar_13.87
OG0000968	rna4300	Spar_12.583
OG0000969	rna4299	Spar_12.582
OG0000970	rna4401	Spar_13.89
OG0000971	rna4297	Spar_12.580
OG0000972	rna4295	Spar_12.578
OG0000973	rna5566	Spar_15.344
OG0000974	rna1361	Spar_4.759
OG0000975	rna4206	Spar_12.485
OG0000976	rna2245	Spar_7.344
OG0000977	rna4204	Spar_12.483
OG0000978	rna2238	Spar_7.338
OG0000979	rna4197	Spar_12.470
OG0000980	rna4196	Spar_12.469
OG0000981	rna4194	Spar_12.467
OG0000982	rna2227	Spar_7.326
OG0000983	rna3455	Spar_11.31
OG0000984	rna3325	Spar_10.336
OG0000985	rna958	Spar_4.301
OG0000986	rna257	Spar_2.181
OG0000987	rna956	Spar_4.299
OG0000988	rna952	Spar_4.293
OG0000989	rna247	Spar_2.172
OG0000990	rna3486	Spar_11.80
OG0000991	rna3488	Spar_11.83
OG0000992	rna3102	Spar_10.80
OG0000993	rna3103	Spar_10.81
OG0000994	rna635	Spar_3.138
OG0000995	rna5312	Spar_15.79
OG0000996	rna1437	Spar_4.855
OG0000997	rna4231	Spar_12.509
OG0000998	rna2273	Spar_7.375
OG0000999	rna2271	Spar_7.373
OG0001000	rna4719	Spar_13.411
OG0001001	rna4718	Spar_13.410
OG0001002	rna4717	Spar_13.409
OG0001003	rna6149	Spar_16.408
OG0001004	rna6148	Spar_16.407
OG0001005	rna6147	Spar_16.406
OG0001006	rna6144	Spar_16.403
OG0001007	rna4753	Spar_13.452
OG0001008	rna5356	Spar_15.129
OG0001010	rna345	Spar_2.281
OG0001011	rna6167	Spar_16.438
OG0001012	rna6164	Spar_16.435
OG0001013	rna6160	Spar_16.430
OG0001014	rna336	Spar_2.271
OG0001015	rna334	Spar_2.269
OG0001016	rna6155	Spar_16.415
OG0001017	rna333	Spar_2.268
OG0001018	rna384	Spar_2.324
OG0001019	rna382	Spar_2.322
OG0001020	rna375	Spar_2.315
OG0001021	rna1432	Spar_4.850
OG0001022	rna1270	Spar_4.698
OG0001023	rna2653	Spar_8.152
OG0001024	rna1271	Spar_4.699
OG0001025	rna4685	Spar_13.393
OG0001026	rna4686	Spar_13.394
OG0001027	rna5839	Spar_16.69
OG0001028	rna474	Spar_2.427
OG0001029	rna5914	Spar_16.149
OG0001030	rna6258	Spar_16.533
OG0001031	rna4314	Spar_12.598
OG0001032	rna6261	Spar_16.537
OG0001033	rna6262	Spar_16.538
OG0001034	rna6263	Spar_16.539
OG0001035	rna6264	Spar_16.540
OG0001036	rna6232	Spar_16.511
OG0001037	rna2336	Spar_7.449
OG0001038	rna6230	Spar_16.509
OG0001039	rna6229	Spar_16.508
OG0001040	rna6227	Spar_16.506
OG0001041	rna6222	Spar_16.500
OG0001042	rna6221	Spar_16.499
OG0001043	rna6218	Spar_16.496
OG0001044	rna6216	Spar_16.494
OG0001045	rna6215	Spar_16.493
OG0001046	rna6212	Spar_16.490
OG0001047	rna2326	Spar_7.437
OG0001048	rna2325	Spar_7.435
OG0001049	rna2324	Spar_7.434
OG0001050	rna475	Spar_2.428
OG0001051	rna1595	Spar_5.147
OG0001052	rna3004	Spar_9.210
OG0001053	rna1591	Spar_5.142
OG0001054	rna1590	Spar_5.141
OG0001055	rna3003	Spar_9.209
OG0001056	rna5384	Spar_15.156
OG0001057	rna5374	Spar_15.148
OG0001058	rna322	Spar_2.256
OG0001059	rna320	Spar_2.254
OG0001060	rna6140	Spar_16.398
OG0001061	rna6139	Spar_16.397
OG0001062	rna6137	Spar_16.395
OG0001063	rna312	Spar_2.246
