Genes	Orthogroup	Clade	Node
rna3469	OG0002733	l_waltii_v3_group	N1
rna3472	OG0002734	l_waltii_v3_group	N1
rna4266	OG0002735	l_waltii_v3_group	N1
rna4261	OG0002737	l_waltii_v3_group	N1
rna4254	OG0002739	l_waltii_v3_group	N1
rna3402	OG0002742	l_waltii_v3_group	N1
rna2784	OG0002743	l_waltii_v3_group	N1
rna3401	OG0002744	l_waltii_v3_group	N1
rna2783	OG0002745	l_waltii_v3_group	N1
rna2778	OG0002747	l_waltii_v3_group	N1
rna4380	OG0002748	l_waltii_v3_group	N1
rna4383	OG0002750	l_waltii_v3_group	N1
rna4387	OG0002751	l_waltii_v3_group	N1
rna4388	OG0002752	l_waltii_v3_group	N1
rna4394	OG0002753	l_waltii_v3_group	N1
rna4304	OG0002754	l_waltii_v3_group	N1
rna4398	OG0002755	l_waltii_v3_group	N1
rna4301	OG0002756	l_waltii_v3_group	N1
rna4400	OG0002757	l_waltii_v3_group	N1
rna4292	OG0002758	l_waltii_v3_group	N1
rna2241	OG0002760	l_waltii_v3_group	N1
rna2237	OG0002761	l_waltii_v3_group	N1
rna2228	OG0002763	l_waltii_v3_group	N1
rna3558	OG0002765	l_waltii_v3_group	N1
rna1905	OG0002768	l_waltii_v3_group	N1
rna262	OG0002769	l_waltii_v3_group	N1
rna259	OG0002770	l_waltii_v3_group	N1
rna3100	OG0002771	l_waltii_v3_group	N1
rna3101	OG0002772	l_waltii_v3_group	N1
rna3722	OG0002773	l_waltii_v3_group	N1
rna3068	OG0002774	l_waltii_v3_group	N1
rna4227	OG0002776	l_waltii_v3_group	N1
rna2274	OG0002777	l_waltii_v3_group	N1
rna4224	OG0002778	l_waltii_v3_group	N1
rna2272	OG0002779	l_waltii_v3_group	N1
rna4223	OG0002780	l_waltii_v3_group	N1
rna4222	OG0002781	l_waltii_v3_group	N1
rna5707	OG0002782	l_waltii_v3_group	N1
rna6145	OG0002783	l_waltii_v3_group	N1
rna4751	OG0002784	l_waltii_v3_group	N1
rna4747	OG0002785	l_waltii_v3_group	N1
rna346	OG0002786	l_waltii_v3_group	N1
rna344	OG0002787	l_waltii_v3_group	N1
rna342	OG0002788	l_waltii_v3_group	N1
rna6162	OG0002789	l_waltii_v3_group	N1
rna6159	OG0002790	l_waltii_v3_group	N1
rna6156	OG0002791	l_waltii_v3_group	N1
rna6154	OG0002792	l_waltii_v3_group	N1
rna331	OG0002793	l_waltii_v3_group	N1
rna1433	OG0002797	l_waltii_v3_group	N1
rna5841	OG0002798	l_waltii_v3_group	N1
rna5915	OG0002799	l_waltii_v3_group	N1
rna6267	OG0002801	l_waltii_v3_group	N1
rna4316	OG0002802	l_waltii_v3_group	N1
rna6228	OG0002803	l_waltii_v3_group	N1
rna2334	OG0002804	l_waltii_v3_group	N1
rna2330	OG0002805	l_waltii_v3_group	N1
rna6220	OG0002806	l_waltii_v3_group	N1
rna6219	OG0002807	l_waltii_v3_group	N1
rna2327	OG0002808	l_waltii_v3_group	N1
rna1594	OG0002809	l_waltii_v3_group	N1
rna3002	OG0002811	l_waltii_v3_group	N1
rna3012	OG0002813	l_waltii_v3_group	N1
rna321	OG0002814	l_waltii_v3_group	N1
rna316	OG0002816	l_waltii_v3_group	N1
rna6138	OG0002818	l_waltii_v3_group	N1
rna4595	OG0002823	l_waltii_v3_group	N1
rna4592	OG0002824	l_waltii_v3_group	N1
rna3521	OG0002825	l_waltii_v3_group	N1
rna4591	OG0002826	l_waltii_v3_group	N1
rna4588	OG0002827	l_waltii_v3_group	N1
rna3528	OG0002829	l_waltii_v3_group	N1
rna3529	OG0002830	l_waltii_v3_group	N1
rna4581	OG0002831	l_waltii_v3_group	N1
rna2322	OG0002832	l_waltii_v3_group	N1
rna4723	OG0002833	l_waltii_v3_group	N1
rna2266	OG0002834	l_waltii_v3_group	N1
rna3334	OG0002837	l_waltii_v3_group	N1
rna3451	OG0002838	l_waltii_v3_group	N1
rna3449	OG0002840	l_waltii_v3_group	N1
rna3447	OG0002841	l_waltii_v3_group	N1
rna534	OG0002844	l_waltii_v3_group	N1
rna542	OG0002845	l_waltii_v3_group	N1
rna1482	OG0002846	l_waltii_v3_group	N1
rna1469	OG0002847	l_waltii_v3_group	N1
rna553	OG0002848	l_waltii_v3_group	N1
rna1457	OG0002857	l_waltii_v3_group	N1
rna1452	OG0002858	l_waltii_v3_group	N1
rna4040	OG0002859	l_waltii_v3_group	N1
rna4045	OG0002860	l_waltii_v3_group	N1
rna4047	OG0002861	l_waltii_v3_group	N1
rna646	OG0002863	l_waltii_v3_group	N1
rna1505	OG0002865	l_waltii_v3_group	N1
rna4893	OG0002866	l_waltii_v3_group	N1
rna4900	OG0002867	l_waltii_v3_group	N1
rna4902	OG0002868	l_waltii_v3_group	N1
rna1001	OG0002869	l_waltii_v3_group	N1
rna4905	OG0002870	l_waltii_v3_group	N1
rna4906	OG0002871	l_waltii_v3_group	N1
rna4911	OG0002872	l_waltii_v3_group	N1
rna3364	OG0002873	l_waltii_v3_group	N1
rna3060	OG0002875	l_waltii_v3_group	N1
rna1435	OG0002876	l_waltii_v3_group	N1
rna5314	OG0002877	l_waltii_v3_group	N1
rna913	OG0002878	l_waltii_v3_group	N1
rna5351	OG0002879	l_waltii_v3_group	N1
rna3026	OG0002880	l_waltii_v3_group	N1
rna922	OG0002881	l_waltii_v3_group	N1
rna926	OG0002882	l_waltii_v3_group	N1
rna359	OG0002883	l_waltii_v3_group	N1
rna5334	OG0002884	l_waltii_v3_group	N1
rna2284	OG0002885	l_waltii_v3_group	N1
rna4139	OG0002886	l_waltii_v3_group	N1
rna4143	OG0002887	l_waltii_v3_group	N1
rna4145	OG0002888	l_waltii_v3_group	N1
rna4149	OG0002889	l_waltii_v3_group	N1
rna5604	OG0002890	l_waltii_v3_group	N1
rna4156	OG0002891	l_waltii_v3_group	N1
rna434	OG0002892	l_waltii_v3_group	N1
rna2144	OG0002894	l_waltii_v3_group	N1
rna2142	OG0002895	l_waltii_v3_group	N1
rna5413	OG0002896	l_waltii_v3_group	N1
rna4339	OG0002897	l_waltii_v3_group	N1
rna5562	OG0002898	l_waltii_v3_group	N1
rna1356	OG0002900	l_waltii_v3_group	N1
rna1358	OG0002901	l_waltii_v3_group	N1
rna1359	OG0002902	l_waltii_v3_group	N1
rna5694	OG0002904	l_waltii_v3_group	N1
rna5690	OG0002909	l_waltii_v3_group	N1
rna5682	OG0002913	l_waltii_v3_group	N1
rna5679	OG0002914	l_waltii_v3_group	N1
rna1673	OG0002915	l_waltii_v3_group	N1
rna1672	OG0002916	l_waltii_v3_group	N1
rna2921	OG0002917	l_waltii_v3_group	N1
rna1669	OG0002918	l_waltii_v3_group	N1
rna1661	OG0002920	l_waltii_v3_group	N1
rna2925	OG0002921	l_waltii_v3_group	N1
rna2935	OG0002924	l_waltii_v3_group	N1
rna2936	OG0002925	l_waltii_v3_group	N1
rna1646	OG0002926	l_waltii_v3_group	N1
rna667	OG0002929	l_waltii_v3_group	N1
rna5181	OG0002931	l_waltii_v3_group	N1
rna1677	OG0002932	l_waltii_v3_group	N1
rna5678	OG0002933	l_waltii_v3_group	N1
rna5677	OG0002934	l_waltii_v3_group	N1
rna5919	OG0002936	l_waltii_v3_group	N1
rna5669	OG0002939	l_waltii_v3_group	N1
rna5924	OG0002940	l_waltii_v3_group	N1
rna5666	OG0002941	l_waltii_v3_group	N1
rna5926	OG0002942	l_waltii_v3_group	N1
rna5927	OG0002943	l_waltii_v3_group	N1
rna5928	OG0002944	l_waltii_v3_group	N1
rna5930	OG0002945	l_waltii_v3_group	N1
rna5931	OG0002946	l_waltii_v3_group	N1
rna1251	OG0002947	l_waltii_v3_group	N1
rna1249	OG0002948	l_waltii_v3_group	N1
rna2610	OG0002949	l_waltii_v3_group	N1
rna1243	OG0002950	l_waltii_v3_group	N1
rna2611	OG0002951	l_waltii_v3_group	N1
rna1242	OG0002952	l_waltii_v3_group	N1
rna1241	OG0002953	l_waltii_v3_group	N1
rna2612	OG0002954	l_waltii_v3_group	N1
rna1234	OG0002955	l_waltii_v3_group	N1
rna2626	OG0002956	l_waltii_v3_group	N1
rna2622	OG0002957	l_waltii_v3_group	N1
rna1227	OG0002958	l_waltii_v3_group	N1
rna2849	OG0002959	l_waltii_v3_group	N1
rna2848	OG0002960	l_waltii_v3_group	N1
rna5068	OG0002961	l_waltii_v3_group	N1
rna2375	OG0002962	l_waltii_v3_group	N1
rna203	OG0002963	l_waltii_v3_group	N1
rna1024	OG0002965	l_waltii_v3_group	N1
rna1027	OG0002967	l_waltii_v3_group	N1
rna1028	OG0002968	l_waltii_v3_group	N1
rna2367	OG0002970	l_waltii_v3_group	N1
rna5299	OG0002971	l_waltii_v3_group	N1
rna4879	OG0002973	l_waltii_v3_group	N1
rna5302	OG0002974	l_waltii_v3_group	N1
rna1447	OG0002975	l_waltii_v3_group	N1
rna1443	OG0002976	l_waltii_v3_group	N1
rna5308	OG0002977	l_waltii_v3_group	N1
rna4506	OG0002978	l_waltii_v3_group	N1
rna4854	OG0002979	l_waltii_v3_group	N1
rna5769	OG0002980	l_waltii_v3_group	N1
rna5766	OG0002982	l_waltii_v3_group	N1
rna5522	OG0002983	l_waltii_v3_group	N1
rna5521	OG0002984	l_waltii_v3_group	N1
rna5050	OG0002985	l_waltii_v3_group	N1
rna5051	OG0002986	l_waltii_v3_group	N1
rna5519	OG0002987	l_waltii_v3_group	N1
rna5052	OG0002988	l_waltii_v3_group	N1
rna5055	OG0002989	l_waltii_v3_group	N1
rna5514	OG0002990	l_waltii_v3_group	N1
rna5510	OG0002991	l_waltii_v3_group	N1
rna5504	OG0002992	l_waltii_v3_group	N1
rna5066	OG0002995	l_waltii_v3_group	N1
rna2503	OG0002999	l_waltii_v3_group	N1
rna3536	OG0003000	l_waltii_v3_group	N1
rna4579	OG0003001	l_waltii_v3_group	N1
rna4744	OG0003002	l_waltii_v3_group	N1
rna1258	OG0003004	l_waltii_v3_group	N1
rna2640	OG0003005	l_waltii_v3_group	N1
rna1255	OG0003006	l_waltii_v3_group	N1
rna4429	OG0003007	l_waltii_v3_group	N1
rna1175	OG0003008	l_waltii_v3_group	N1
rna1176	OG0003009	l_waltii_v3_group	N1
rna748	OG0003010	l_waltii_v3_group	N1
rna1178	OG0003011	l_waltii_v3_group	N1
rna1180	OG0003012	l_waltii_v3_group	N1
rna1184	OG0003013	l_waltii_v3_group	N1
rna1185	OG0003014	l_waltii_v3_group	N1
rna1188	OG0003015	l_waltii_v3_group	N1
rna2127	OG0003016	l_waltii_v3_group	N1
rna2288	OG0003017	l_waltii_v3_group	N1
rna354	OG0003019	l_waltii_v3_group	N1
rna4664	OG0003020	l_waltii_v3_group	N1
rna3073	OG0003021	l_waltii_v3_group	N1
rna791	OG0003022	l_waltii_v3_group	N1
rna790	OG0003023	l_waltii_v3_group	N1
rna4334	OG0003026	l_waltii_v3_group	N1
rna2025	OG0003028	l_waltii_v3_group	N1
rna2034	OG0003029	l_waltii_v3_group	N1
rna6111	OG0003030	l_waltii_v3_group	N1
rna1773	OG0003033	l_waltii_v3_group	N1
rna1776	OG0003034	l_waltii_v3_group	N1
rna2219	OG0003035	l_waltii_v3_group	N1
rna2218	OG0003036	l_waltii_v3_group	N1
rna2217	OG0003037	l_waltii_v3_group	N1
rna4176	OG0003038	l_waltii_v3_group	N1
rna5208	OG0003039	l_waltii_v3_group	N1
rna5211	OG0003040	l_waltii_v3_group	N1
rna3437	OG0003042	l_waltii_v3_group	N1
rna5824	OG0003044	l_waltii_v3_group	N1
rna5822	OG0003045	l_waltii_v3_group	N1
rna5828	OG0003047	l_waltii_v3_group	N1
rna1508	OG0003049	l_waltii_v3_group	N1
rna4778	OG0003052	l_waltii_v3_group	N1
rna4776	OG0003053	l_waltii_v3_group	N1
rna4341	OG0003054	l_waltii_v3_group	N1
rna4343	OG0003055	l_waltii_v3_group	N1
rna4344	OG0003056	l_waltii_v3_group	N1
rna4350	OG0003057	l_waltii_v3_group	N1
rna4351	OG0003058	l_waltii_v3_group	N1
rna4764	OG0003059	l_waltii_v3_group	N1
rna3676	OG0003060	l_waltii_v3_group	N1
rna3670	OG0003061	l_waltii_v3_group	N1
rna3460	OG0003063	l_waltii_v3_group	N1
rna4283	OG0003064	l_waltii_v3_group	N1
rna4282	OG0003065	l_waltii_v3_group	N1
rna5890	OG0003066	l_waltii_v3_group	N1
rna2131	OG0003067	l_waltii_v3_group	N1
rna241	OG0003068	l_waltii_v3_group	N1
rna5336	OG0003069	l_waltii_v3_group	N1
rna2282	OG0003071	l_waltii_v3_group	N1
rna2535	OG0003073	l_waltii_v3_group	N1
rna606	OG0003077	l_waltii_v3_group	N1
rna1893	OG0003078	l_waltii_v3_group	N1
rna5157	OG0003080	l_waltii_v3_group	N1
rna2021	OG0003082	l_waltii_v3_group	N1
rna3892	OG0003083	l_waltii_v3_group	N1
rna1826	OG0003085	l_waltii_v3_group	N1
rna3896	OG0003086	l_waltii_v3_group	N1
rna3897	OG0003087	l_waltii_v3_group	N1
rna3902	OG0003088	l_waltii_v3_group	N1
rna3905	OG0003089	l_waltii_v3_group	N1
rna3907	OG0003090	l_waltii_v3_group	N1
rna1817	OG0003091	l_waltii_v3_group	N1
rna5938	OG0003092	l_waltii_v3_group	N1
rna5934	OG0003093	l_waltii_v3_group	N1
rna5933	OG0003094	l_waltii_v3_group	N1
rna3187	OG0003095	l_waltii_v3_group	N1
rna509	OG0003096	l_waltii_v3_group	N1
rna5969	OG0003097	l_waltii_v3_group	N1
rna5632	OG0003098	l_waltii_v3_group	N1
rna5635	OG0003099	l_waltii_v3_group	N1
rna5636	OG0003100	l_waltii_v3_group	N1
rna5959	OG0003101	l_waltii_v3_group	N1
rna5637	OG0003102	l_waltii_v3_group	N1
rna5644	OG0003103	l_waltii_v3_group	N1
rna5652	OG0003105	l_waltii_v3_group	N1
rna1854	OG0003106	l_waltii_v3_group	N1
rna1853	OG0003107	l_waltii_v3_group	N1
rna2725	OG0003109	l_waltii_v3_group	N1
rna4989	OG0003110	l_waltii_v3_group	N1
rna4987	OG0003111	l_waltii_v3_group	N1
rna2726	OG0003112	l_waltii_v3_group	N1
rna4986	OG0003113	l_waltii_v3_group	N1
rna4985	OG0003114	l_waltii_v3_group	N1
rna4984	OG0003115	l_waltii_v3_group	N1
rna4975	OG0003117	l_waltii_v3_group	N1
rna4968	OG0003118	l_waltii_v3_group	N1
rna1236	OG0003119	l_waltii_v3_group	N1
rna4671	OG0003121	l_waltii_v3_group	N1
rna6170	OG0003122	l_waltii_v3_group	N1
rna6169	OG0003123	l_waltii_v3_group	N1
rna350	OG0003124	l_waltii_v3_group	N1
rna997	OG0003125	l_waltii_v3_group	N1
rna1723	OG0003126	l_waltii_v3_group	N1
rna2627	OG0003127	l_waltii_v3_group	N1
rna2419	OG0003128	l_waltii_v3_group	N1
rna3267	OG0003129	l_waltii_v3_group	N1
rna3265	OG0003130	l_waltii_v3_group	N1
rna4652	OG0003132	l_waltii_v3_group	N1
rna4361	OG0003133	l_waltii_v3_group	N1
rna4311	OG0003136	l_waltii_v3_group	N1
rna3391	OG0003137	l_waltii_v3_group	N1
rna3373	OG0003138	l_waltii_v3_group	N1
rna3374	OG0003139	l_waltii_v3_group	N1
rna4997	OG0003140	l_waltii_v3_group	N1
rna2719	OG0003141	l_waltii_v3_group	N1
rna4656	OG0003144	l_waltii_v3_group	N1
rna1933	OG0003145	l_waltii_v3_group	N1
rna6066	OG0003150	l_waltii_v3_group	N1
rna783	OG0003152	l_waltii_v3_group	N1
rna4061	OG0003153	l_waltii_v3_group	N1
rna2	OG0003154	l_waltii_v3_group	N1
rna4675	OG0003156	l_waltii_v3_group	N1
rna5848	OG0003158	l_waltii_v3_group	N1
rna5850	OG0003159	l_waltii_v3_group	N1
rna1275	OG0003162	l_waltii_v3_group	N1
rna2660	OG0003163	l_waltii_v3_group	N1
rna2607	OG0003164	l_waltii_v3_group	N1
rna1587	OG0003166	l_waltii_v3_group	N1
rna2997	OG0003167	l_waltii_v3_group	N1
rna1585	OG0003168	l_waltii_v3_group	N1
rna1579	OG0003169	l_waltii_v3_group	N1
rna1575	OG0003170	l_waltii_v3_group	N1
rna2993	OG0003171	l_waltii_v3_group	N1
rna1571	OG0003172	l_waltii_v3_group	N1
rna2991	OG0003173	l_waltii_v3_group	N1
rna1568	OG0003174	l_waltii_v3_group	N1
rna4476	OG0003176	l_waltii_v3_group	N1
rna2295	OG0003179	l_waltii_v3_group	N1
rna2296	OG0003180	l_waltii_v3_group	N1
rna6195	OG0003181	l_waltii_v3_group	N1
rna6200	OG0003183	l_waltii_v3_group	N1
rna6202	OG0003184	l_waltii_v3_group	N1
rna6203	OG0003185	l_waltii_v3_group	N1
rna2310	OG0003186	l_waltii_v3_group	N1
rna2312	OG0003187	l_waltii_v3_group	N1
rna2314	OG0003189	l_waltii_v3_group	N1
rna6210	OG0003190	l_waltii_v3_group	N1
rna2323	OG0003191	l_waltii_v3_group	N1
rna477	OG0003192	l_waltii_v3_group	N1
rna479	OG0003193	l_waltii_v3_group	N1
rna2974	OG0003194	l_waltii_v3_group	N1
TCONS_novel_00000195-1	OG0003196	l_waltii_v3_group	N1
rna3958	OG0003198	l_waltii_v3_group	N1
rna3961	OG0003199	l_waltii_v3_group	N1
rna3963	OG0003200	l_waltii_v3_group	N1
rna1102	OG0003201	l_waltii_v3_group	N1
rna1105	OG0003202	l_waltii_v3_group	N1
rna3965	OG0003203	l_waltii_v3_group	N1
rna3972	OG0003206	l_waltii_v3_group	N1
rna1108	OG0003207	l_waltii_v3_group	N1
rna3979	OG0003209	l_waltii_v3_group	N1
rna1124	OG0003210	l_waltii_v3_group	N1
rna1125	OG0003211	l_waltii_v3_group	N1
rna4026	OG0003212	l_waltii_v3_group	N1
rna1131	OG0003213	l_waltii_v3_group	N1
rna1141	OG0003216	l_waltii_v3_group	N1
rna1143	OG0003217	l_waltii_v3_group	N1
rna1146	OG0003218	l_waltii_v3_group	N1
rna1147	OG0003219	l_waltii_v3_group	N1
rna4948	OG0003222	l_waltii_v3_group	N1
rna721	OG0003223	l_waltii_v3_group	N1
rna4947	OG0003224	l_waltii_v3_group	N1
rna4944	OG0003225	l_waltii_v3_group	N1
rna4942	OG0003226	l_waltii_v3_group	N1
rna4941	OG0003227	l_waltii_v3_group	N1
rna715	OG0003229	l_waltii_v3_group	N1
rna4926	OG0003230	l_waltii_v3_group	N1
rna4924	OG0003231	l_waltii_v3_group	N1
rna4923	OG0003232	l_waltii_v3_group	N1
rna2530	OG0003235	l_waltii_v3_group	N1
rna3786	OG0003236	l_waltii_v3_group	N1
rna2536	OG0003237	l_waltii_v3_group	N1
rna2537	OG0003238	l_waltii_v3_group	N1
rna3794	OG0003240	l_waltii_v3_group	N1
rna1023	OG0003242	l_waltii_v3_group	N1
rna1754	OG0003243	l_waltii_v3_group	N1
rna890	OG0003244	l_waltii_v3_group	N1
rna891	OG0003245	l_waltii_v3_group	N1
rna4636	OG0003246	l_waltii_v3_group	N1
rna848	OG0003247	l_waltii_v3_group	N1
rna4638	OG0003248	l_waltii_v3_group	N1
rna847	OG0003249	l_waltii_v3_group	N1
rna4643	OG0003250	l_waltii_v3_group	N1
rna4646	OG0003252	l_waltii_v3_group	N1
rna5204	OG0003253	l_waltii_v3_group	N1
rna5258	OG0003254	l_waltii_v3_group	N1
rna4832	OG0003255	l_waltii_v3_group	N1
rna4833	OG0003256	l_waltii_v3_group	N1
rna4834	OG0003257	l_waltii_v3_group	N1
rna4836	OG0003258	l_waltii_v3_group	N1
rna1323	OG0003259	l_waltii_v3_group	N1
rna1324	OG0003260	l_waltii_v3_group	N1
rna1328	OG0003262	l_waltii_v3_group	N1
rna5543	OG0003263	l_waltii_v3_group	N1
rna1344	OG0003264	l_waltii_v3_group	N1
rna5551	OG0003265	l_waltii_v3_group	N1
rna5552	OG0003266	l_waltii_v3_group	N1
rna5553	OG0003267	l_waltii_v3_group	N1
rna5559	OG0003268	l_waltii_v3_group	N1
rna2353	OG0003269	l_waltii_v3_group	N1
rna2352	OG0003270	l_waltii_v3_group	N1
rna2348	OG0003272	l_waltii_v3_group	N1
rna6239	OG0003273	l_waltii_v3_group	N1
rna1088	OG0003275	l_waltii_v3_group	N1
rna1087	OG0003276	l_waltii_v3_group	N1
rna2952	OG0003278	l_waltii_v3_group	N1
rna2950	OG0003279	l_waltii_v3_group	N1
rna6237	OG0003280	l_waltii_v3_group	N1
rna2343	OG0003281	l_waltii_v3_group	N1
rna2342	OG0003282	l_waltii_v3_group	N1
rna2341	OG0003283	l_waltii_v3_group	N1
rna6274	OG0003284	l_waltii_v3_group	N1
rna4250	OG0003286	l_waltii_v3_group	N1
rna4245	OG0003287	l_waltii_v3_group	N1
rna4243	OG0003289	l_waltii_v3_group	N1
rna884	OG0003290	l_waltii_v3_group	N1
rna6136	OG0003291	l_waltii_v3_group	N1
rna165	OG0003294	l_waltii_v3_group	N1
rna164	OG0003295	l_waltii_v3_group	N1
rna3353	OG0003298	l_waltii_v3_group	N1
rna3351	OG0003299	l_waltii_v3_group	N1
rna6126	OG0003300	l_waltii_v3_group	N1
rna3347	OG0003301	l_waltii_v3_group	N1
rna3346	OG0003302	l_waltii_v3_group	N1
rna106	OG0003303	l_waltii_v3_group	N1
rna110	OG0003304	l_waltii_v3_group	N1
rna6117	OG0003305	l_waltii_v3_group	N1
rna1712	OG0003307	l_waltii_v3_group	N1
rna1709	OG0003308	l_waltii_v3_group	N1
rna5270	OG0003309	l_waltii_v3_group	N1
rna4849	OG0003310	l_waltii_v3_group	N1
rna4847	OG0003311	l_waltii_v3_group	N1
rna5274	OG0003312	l_waltii_v3_group	N1
rna5280	OG0003313	l_waltii_v3_group	N1
rna3592	OG0003314	l_waltii_v3_group	N1
rna4495	OG0003315	l_waltii_v3_group	N1
rna4494	OG0003316	l_waltii_v3_group	N1
rna2853	OG0003317	l_waltii_v3_group	N1
rna5076	OG0003318	l_waltii_v3_group	N1
rna2852	OG0003319	l_waltii_v3_group	N1
rna5075	OG0003320	l_waltii_v3_group	N1
rna2851	OG0003321	l_waltii_v3_group	N1
rna5074	OG0003322	l_waltii_v3_group	N1
rna2906	OG0003324	l_waltii_v3_group	N1
rna826	OG0003326	l_waltii_v3_group	N1
rna2052	OG0003328	l_waltii_v3_group	N1
rna2054	OG0003329	l_waltii_v3_group	N1
rna833	OG0003330	l_waltii_v3_group	N1
rna834	OG0003331	l_waltii_v3_group	N1
rna2058	OG0003332	l_waltii_v3_group	N1
rna836	OG0003333	l_waltii_v3_group	N1
rna5439	OG0003334	l_waltii_v3_group	N1
rna5441	OG0003336	l_waltii_v3_group	N1
rna3834	OG0003337	l_waltii_v3_group	N1
rna3833	OG0003338	l_waltii_v3_group	N1
rna3830	OG0003339	l_waltii_v3_group	N1
rna3831	OG0003340	l_waltii_v3_group	N1
rna3276	OG0003341	l_waltii_v3_group	N1
rna1751	OG0003343	l_waltii_v3_group	N1
rna1749	OG0003344	l_waltii_v3_group	N1
rna1018	OG0003345	l_waltii_v3_group	N1
rna1017	OG0003346	l_waltii_v3_group	N1
rna1012	OG0003347	l_waltii_v3_group	N1
rna200	OG0003349	l_waltii_v3_group	N1
rna2175	OG0003350	l_waltii_v3_group	N1
rna2172	OG0003351	l_waltii_v3_group	N1
rna4761	OG0003353	l_waltii_v3_group	N1
rna4760	OG0003354	l_waltii_v3_group	N1
rna4757	OG0003356	l_waltii_v3_group	N1
rna325	OG0003357	l_waltii_v3_group	N1
rna323	OG0003358	l_waltii_v3_group	N1
rna6143	OG0003359	l_waltii_v3_group	N1
rna2539	OG0003360	l_waltii_v3_group	N1
rna3498	OG0003361	l_waltii_v3_group	N1
rna3223	OG0003363	l_waltii_v3_group	N1
rna3221	OG0003364	l_waltii_v3_group	N1
rna1861	OG0003365	l_waltii_v3_group	N1
rna3516	OG0003366	l_waltii_v3_group	N1
rna180	OG0003367	l_waltii_v3_group	N1
rna1263	OG0003369	l_waltii_v3_group	N1
rna4867	OG0003370	l_waltii_v3_group	N1
rna900	OG0003371	l_waltii_v3_group	N1
rna5338	OG0003372	l_waltii_v3_group	N1
rna1718	OG0003373	l_waltii_v3_group	N1
rna3510	OG0003374	l_waltii_v3_group	N1
rna3665	OG0003375	l_waltii_v3_group	N1
rna1876	OG0003376	l_waltii_v3_group	N1
rna1871	OG0003377	l_waltii_v3_group	N1
rna839	OG0003379	l_waltii_v3_group	N1
rna2059	OG0003380	l_waltii_v3_group	N1
rna3699	OG0003381	l_waltii_v3_group	N1
rna3139	OG0003382	l_waltii_v3_group	N1
rna3702	OG0003383	l_waltii_v3_group	N1
rna3136	OG0003384	l_waltii_v3_group	N1
rna3126	OG0003385	l_waltii_v3_group	N1
rna3125	OG0003386	l_waltii_v3_group	N1
rna2463	OG0003387	l_waltii_v3_group	N1
rna2744	OG0003388	l_waltii_v3_group	N1
rna2461	OG0003389	l_waltii_v3_group	N1
rna2735	OG0003390	l_waltii_v3_group	N1
rna2734	OG0003391	l_waltii_v3_group	N1
rna2448	OG0003392	l_waltii_v3_group	N1
rna2733	OG0003393	l_waltii_v3_group	N1
rna3877	OG0003394	l_waltii_v3_group	N1
rna2430	OG0003395	l_waltii_v3_group	N1
rna1213	OG0003402	l_waltii_v3_group	N1
rna5446	OG0003403	l_waltii_v3_group	N1
rna1281	OG0003406	l_waltii_v3_group	N1
rna2664	OG0003407	l_waltii_v3_group	N1
rna2666	OG0003409	l_waltii_v3_group	N1
rna2667	OG0003410	l_waltii_v3_group	N1
rna3024	OG0003411	l_waltii_v3_group	N1
rna3023	OG0003413	l_waltii_v3_group	N1
rna5911	OG0003418	l_waltii_v3_group	N1
rna5906	OG0003420	l_waltii_v3_group	N1
rna5801	OG0003421	l_waltii_v3_group	N1
rna5814	OG0003421	l_waltii_v3_group	N1
rna5898	OG0003422	l_waltii_v3_group	N1
rna2125	OG0003423	l_waltii_v3_group	N1
rna779	OG0003424	l_waltii_v3_group	N1
rna4054	OG0003425	l_waltii_v3_group	N1
rna776	OG0003427	l_waltii_v3_group	N1
rna4050	OG0003428	l_waltii_v3_group	N1
rna1687	OG0003429	l_waltii_v3_group	N1
rna148	OG0003432	l_waltii_v3_group	N1
rna147	OG0003433	l_waltii_v3_group	N1
rna133	OG0003435	l_waltii_v3_group	N1
rna1705	OG0003436	l_waltii_v3_group	N1
rna1707	OG0003437	l_waltii_v3_group	N1
rna4837	OG0003438	l_waltii_v3_group	N1
rna1313	OG0003441	l_waltii_v3_group	N1
rna1312	OG0003443	l_waltii_v3_group	N1
rna2692	OG0003444	l_waltii_v3_group	N1
rna2691	OG0003445	l_waltii_v3_group	N1
rna1308	OG0003446	l_waltii_v3_group	N1
rna1307	OG0003447	l_waltii_v3_group	N1
rna2686	OG0003448	l_waltii_v3_group	N1
rna1304	OG0003449	l_waltii_v3_group	N1
rna5454	OG0003450	l_waltii_v3_group	N1
rna4626	OG0003451	l_waltii_v3_group	N1
rna1544	OG0003454	l_waltii_v3_group	N1
rna3304	OG0003455	l_waltii_v3_group	N1
rna1550	OG0003456	l_waltii_v3_group	N1
rna3298	OG0003457	l_waltii_v3_group	N1
rna428	OG0003458	l_waltii_v3_group	N1
rna6029	OG0003459	l_waltii_v3_group	N1
rna426	OG0003460	l_waltii_v3_group	N1
rna6024	OG0003461	l_waltii_v3_group	N1
rna6022	OG0003462	l_waltii_v3_group	N1
rna6021	OG0003463	l_waltii_v3_group	N1
rna6020	OG0003464	l_waltii_v3_group	N1
rna405	OG0003468	l_waltii_v3_group	N1
rna399	OG0003470	l_waltii_v3_group	N1
rna397	OG0003471	l_waltii_v3_group	N1
rna5993	OG0003472	l_waltii_v3_group	N1
rna5992	OG0003473	l_waltii_v3_group	N1
